logD,smiles,pH
2.66,Clc1cccc(Cl)c1-c1nnc2cccc(Cl)n12,7.4
1.24,CNCCCN1c2ccccc2CCc2ccccc21,7.4
-0.3,Cc1cn([C@H]2CCCN(C(C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,7.4
-0.07,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,7.4
1.6,CC(=O)NC[C@H]1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1,7.4
2.6,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3ccccc3)n2)CC1,7.4
0.39,COc1ccc2ncc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(O)C3)c2c1,7.4
1.14,O=S(=O)(N=c1[nH]nc(-c2ccccc2)s1)c1ccc(Cl)cc1,7.4
1.3,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,7.4
3.1,COc1ccc(-c2cc(=NC(=O)Cc3ccc4ccccc4c3)[nH][nH]2)cc1OC,7.4
1.8,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)nc2)C[C@@H]1F,7.4
0.9,COc1cc2[nH]c(N3CCN(C(=O)C4CCCO4)CC3)nc(=N)c2cc1OC,7.4
2.6,Cc1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,7.4
2.2,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(NC(=O)OC3CCCC3)cc21,7.4
2.1,CCCc1c(OCc2ccc(C(=O)O)cc2)ccc(C(C)=O)c1O,7.4
2.88,Clc1ccc(-c2nnc3cccc(Cl)n23)c(Cl)c1,7.4
2.44,CCn1c(-c2cc[nH]c(=Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C,7.4
0.75,O=S(=O)(Nc1ccc(C(O)=NO)cc1)c1ccccc1,7.4
1.6,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,7.4
0.44,N=c1cc[nH]c(-c2cccnc2)n1,7.4
2.7,Cc1nc(C)c(-c2ccc(C3CCC(CC(N)=O)CC3)cc2)nc1C(N)=O,7.4
1.9,O=c1[nH]n(C(c2ccccn2)C2CCCC2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,7.4
2.42,Cc1cccc(=NS(=O)(=O)c2ccc(-c3ccc(C#N)cc3)cc2)[nH]1,7.4
2.33,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)c[nH]c1=N)c1c(Cl)ccc(F)c1Cl,7.4
0.9,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,7.4
4.28,Cc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,7.4
1.98,CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1,7.4
0.79,CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,7.4
3.7,COc1ccc(-n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,7.4
2.48,O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,7.4
3.2,CN=c1[nH]c(C)c(-c2[nH]c(=Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,7.4
1.86,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,7.4
0.01,CCC(c1nc2ccsc2c(=O)n1Cc1cccnc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4
0.4,O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,7.4
1.73,O=C(O)c1ccccc1C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,7.4
2.97,Cc1nc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)c[nH]1,7.4
3.78,CCc1c(C)[nH]c(SCC(=O)N=c2[nH]c(-c3ccc(OC)cc3)cs2)nc1=O,7.4
0.63,CO[C@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1cc2c(cn1)OCCO2,7.4
2.7,N=c1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c[nH]1,7.4
3.22,O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1,7.4
0.8,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,7.4
3.19,CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O,7.4
3.6,CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,7.4
1.47,CC(NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1,7.4
4.4,CC(=O)Nc1cccc(N=c2nc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)nc[nH]2)c1C,7.4
3.12,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,7.4
-0.15,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,7.4
3.82,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,7.4
1.6,CSc1ccc(OCc2ccccc2)c(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,7.4
4.1,Oc1ccc(-c2nc3ccccc3s2)cc1,7.4
2.85,COc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)[nH][nH]1,7.4
1.87,O=C(NNc1cccc(Cl)c1)c1cccnc1Cl,7.4
4.13,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,7.4
2.1,CCc1c(C(=O)C(N)=O)c2c(OCC(N)=O)cccc2n1Cc1ccccc1,7.4
2.31,Nc1cccc2c1-c1ccccc1C(=O)C2=O,7.4
0.23,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7.4
3.02,CCOC(=O)Nc1cccc(C(c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1,7.4
1.9,c1ccc(C2Cc3ccccc3CN2)cc1,7.4
0.67,CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,7.4
-0.2,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,7.4
0.33,NCCc1ccc(O)c2[nH]c(=O)sc12,7.4
2.09,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)c2cccnc12,7.4
3.2,C#CCN(c1cc[nH]c(=Nc2ccc(OCC(O)CN(C)C)cc2)n1)c1cc(Cl)ccc1Cl,7.4
2.23,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,7.4
3.71,O=C(CO)N1CCC[C@@H]1COc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.4
1.18,CCN(CC)C(C)C(=O)c1ccccc1,7.4
2.7,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,7.4
2.54,O=c1cc(-c2ccccc2)[nH]c2ccccc12,7.4
2.0,Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,7.4
4.2,FC(F)(F)c1cc(COCC(c2cccc(Cl)c2)N2CCNCC2)cc(C(F)(F)F)c1,7.4
4.26,COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,7.4
3.58,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OCC45CC6CC(CC(C6)C4)C5)nc32)[C@H](O)[C@@H]1O,7.4
1.56,Cc1ccc(C(=O)NC(C)C)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,7.4
3.27,Cc1c[nH]c(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)s1,7.4
0.3,O=C(O)c1ccc(-c2nnn(Cc3ccccc3F)n2)cc1,7.4
-0.97,CC(C)NCC(O)COc1nccs1,7.4
1.93,CNC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,7.4
0.99,C=CCc1ccccc1OCC(O)CNC(C)C,7.4
2.71,CC(=O)Nc1ccc2c(c1)c(-c1cc(=NC3CC3)n3[nH]cc(C#N)c3n1)cn2CCO,7.4
-1.36,O=C(O)c1ccccc1O,7.4
2.94,Cn1cnc(-c2ccccc2)c1-c1cc2c(=N)[nH]cnc2s1,7.4
0.44,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,7.4
0.91,Cc1cn([C@H]2CCCN(C(CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,7.4
3.6,COc1ccc(Cl)c(N=c2[nH]cnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,7.4
3.76,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)nc1,7.4
1.18,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2,7.4
3.11,OCC(CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=NC3CC3)sc12,7.4
2.76,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1,7.4
2.32,C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12)c1ccccc1,7.4
2.0,Cc1c[nH]c(=Nc2ccc(OCC(O)CN(C)C)cc2)[nH]c1=Nc1ccccc1,7.4
1.72,CCCSc1nc(N2CCCC(C(=O)O)C2)ccc1C(=O)NC1CCCCC1,7.4
3.51,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,7.4
3.5,COc1cc2[nH]cc(C(N)=O)c(=Nc3cccc(Cl)c3)c2cc1OC,7.4
3.21,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(Br)cc1,7.4
2.71,O=C(CCc1ccccc1O)Nc1ccccc1,7.4
2.63,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,7.4
0.79,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,7.4
1.8,N=c1[nH]nc(-c2ccccc2)s1,7.4
4.23,Fc1ccc(C2CCN(C(=S)COCc3ccncc3)CC2)c(Cl)c1,7.4
-0.73,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,7.4
3.25,C[C@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,7.4
2.53,COc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)ncc2Cl)[nH][nH]1,7.4
0.9,CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,7.4
2.28,CCN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,7.4
4.2,CC(C)C[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=N)sc12,7.4
3.48,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,7.4
1.9,O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,7.4
3.53,CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2,7.4
3.38,Cc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,7.4
2.23,CCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,7.4
3.01,O=c1[nH]c(=NCc2ccccc2)sn1Cc1ccccc1,7.4
3.37,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)Cc1ccnc(F)c1,7.4
1.29,O=C(O)c1ccc2c(c1)[nH]c(=Nc1cccc(Cl)c1)c1ccncc12,7.4
-0.6,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,7.4
3.38,CN(CCO)C(=O)c1ccc(C(c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,7.4
1.9,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(C(F)(F)F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,7.4
1.9,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(OCC2CCCN(C)C2)n1,7.4
3.15,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,7.4
2.16,CN(C)CCCN(C)S(=O)(=O)c1ccc(N=c2nc(-c3cnc4ccccn34)cc[nH]2)cc1,7.4
1.97,O=c1cc(O)c2c(=O)n(Cc3ccccc3)c3ccccc3c2o1,7.4
2.78,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,7.4
2.48,CCCSc1ncccc1C(=O)N(C)[C@@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2,7.4
2.55,Cn1cncc1-c1c2c(=O)n(CC#CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,7.4
3.9,O=S(=O)(Cc1c(F)cccc1F)N1CCN(c2ncccc2C(F)(F)F)CC1,7.4
0.68,CS(=O)(=O)c1ccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)cc1,7.4
1.63,Cc1onc(C(N)=O)c1C(=O)N=c1[nH]ccs1,7.4
1.92,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,7.4
2.97,CCn1cnc(-c2ccccc2)c1-c1nc2c(=N)[nH]cnc2s1,7.4
1.3,CCCc1c(OCCCCSCC(=O)O)ccc(C(C)=O)c1O,7.4
2.63,CN(c1ncccc1CN=c1[nH]c(=Nc2ccc3[nH]c(O)cc3c2)[nH]cc1C(F)(F)F)S(C)(=O)=O,7.4
3.0,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,7.4
4.05,Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1,7.4
1.86,COCCOc1nc(=N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2[nH]1,7.4
3.34,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,7.4
1.88,CCC(CC)n1[nH]c(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1=NS(=O)(=O)c1ccc(C)cc1,7.4
2.6,CN1CCN(CC(=O)Nc2ccc(-c3cccn4c(=O)cc(N5CCOCC5)nc34)c3sc4ccccc4c23)CC1,7.4
0.79,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,7.4
2.88,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4cccnc4C3)c(F)c2)C(=O)O1,7.4
2.2,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1cccnc1,7.4
1.79,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,7.4
2.79,CC(C)Oc1cc(-n2cnc3ccc(=N[C@@H](CO)c4ccc(F)cn4)[nH]c32)[nH]n1,7.4
2.48,NC(=O)c1c[nH]c2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1=NCCCNC(=O)C1CCC1,7.4
3.0,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,7.4
1.96,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2)n1C(C)C,7.4
2.15,CC1(C(=O)NC2CCCCC2)CCC(=O)N1Cc1cccs1,7.4
3.3,COc1cc(N2CCN(C(N)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,7.4
1.1,NC(=O)c1cccc([S+]([O-])[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,7.4
1.46,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,7.4
0.46,CCC(CC)NC(=O)c1n[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,7.4
1.24,N=c1[nH]c(SCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.4
0.7,Cn1c(=O)c2[nH]c(-c3cccnc3)nc2n(C)c1=O,7.4
3.1,CO[C@@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1,7.4
0.13,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7.4
0.78,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,7.4
2.7,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,7.4
0.22,NC(=O)c1cncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)c1,7.4
0.85,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,7.4
3.7,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(C(F)(F)F)c[nH]1,7.4
1.3,NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1,7.4
1.36,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,7.4
1.37,CCC(C)(C)CC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,7.4
3.2,Fc1cccc(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCNCC2)c1,7.4
3.2,COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccn2)c1,7.4
3.26,CSCc1cc(N2CCOCC2)nc(-c2ccccc2)n1,7.4
1.62,CC(=O)Nc1ccc2ccn(-c3cc(=NCCCN(C)C)n4[nH]cc(C#N)c4n3)c2c1,7.4
2.24,CC(=O)Nc1ccc2ccn(-c3cc(=NCCN4CCCC4)n4[nH]cc(C#N)c4n3)c2c1,7.4
3.59,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(Cl)cccc4c3C2)CC1,7.4
2.46,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,7.4
3.8,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1,7.4
1.5,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2c[nH]c(=NC(CCO)CCO)nc21,7.4
1.1,CCc1ccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)cc1,7.4
3.6,CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(=N)N3)ccc2O)c1,7.4
3.12,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1c[nH]c(=O)c(Cl)c1,7.4
1.84,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC=O)c1=O)C(=O)C(F)(F)F,7.4
2.9,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(C)c[nH]1,7.4
3.18,Nc1cccc2c1C(=O)N(Cc1cccc(Cl)c1)C2=O,7.4
1.04,NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)N[C@H]1CCCNC1,7.4
2.26,N=c1[nH]c(Cl)nc(=NCc2ccccc2)[nH]1,7.4
-0.5,COc1cccc(COCC(O)CN2CCC(C(N)=O)CC2)c1,7.4
2.21,O=c1[nH]c2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,7.4
0.95,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,7.4
1.19,Clc1ccc2ncc(-c3cccc(=NC4CNC4)[nH]3)n2c1,7.4
-0.21,N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1,7.4
0.2,NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1,7.4
1.5,CCOc1ccc(NC(C)=O)cc1,7.4
4.03,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,7.4
-0.22,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,7.4
1.2,Cc1ccc(-c2ccc(S(=O)(=O)N3CCCC3C(=O)N3CC[C@@H](N)C3)cc2F)o1,7.4
2.88,Cc1cc(C(O)[C@](C)(OCc2ccc(-c3ccccc3)cc2)C(O)=NO)no1,7.4
0.59,COc1cccc(Oc2c[nH]cnc2=O)c1,7.4
2.97,CC(C)Oc1cc(=Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)[nH][nH]1,7.4
2.84,O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1,7.4
2.67,N=c1[nH]c(N)c(C(=O)N=c2cccc[nH]2)nc1Cl,7.4
2.4,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,7.4
4.2,CCn1c(C)c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1,7.4
1.21,CC1CN(C(=O)c2n[nH]c3c(-c4ncccn4)cccc3c2=N)C1,7.4
3.75,OC[C@H](N=c1nc(N=c2cc(C3CC3)[nH][nH]2)c(Cl)c[nH]1)c1ccc(F)cc1,7.4
2.38,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc3[nH]ccc3c2)n1,7.4
3.07,COCCCc1cc(=Nc2[nH]c(=NCc3cc(C)no3)ncc2Br)[nH][nH]1,7.4
0.8,O=C(O)C(Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,7.4
1.94,O=C(O)CNCCNc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,7.4
3.49,COc1cc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,7.4
1.47,CCNC(=O)c1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,7.4
3.62,O=C(N=c1[nH]c(-c2ccccc2)cs1)c1cccnc1,7.4
3.4,CS(=O)(=O)n1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,7.4
3.0,C[C@@H]1CN(C(=O)OCC(F)(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1,7.4
2.34,N=c1[nH]nc(Cc2ccc(Cl)cc2)s1,7.4
1.26,N#Cc1c(C(=O)O)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc12,7.4
2.32,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(-c4cccc(CNCc5ccccc5)c4)c3)c2s1,7.4
2.43,Cc1ncc(-c2cc[nH]c(=Nc3ccc(S(=O)(=O)CCCN4CCOCC4)cc3)n2)n1C(C)C,7.4
3.12,C[C@H](CO)N=c1[nH]c(SCc2ccccc2F)nc2[nH]c(=N)sc12,7.4
0.62,OCC[C@@]1(c2ccc(Cl)c(Cl)c2)CCCNC1,7.4
3.6,C=CCN(C(=O)Nc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,7.4
0.45,Cc1[nH]n(-c2ccc(F)cc2)c(=NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,7.4
2.98,O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,7.4
2.5,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4ncoc34)[nH]2)c1,7.4
3.23,COCCC(=O)N(C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,7.4
2.89,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(C#N)cc2)cn1,7.4
2.52,Cc1ncc(-c2cc[nH]c(=Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C,7.4
1.7,N=c1ccc2ccccc2[nH]1,7.4
0.8,CCCCN1Cc2c([nH]c3cc(-c4ccco4)nn3c2=O)C1=O,7.4
2.76,Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,7.4
3.1,N=c1[nH]c2ccc(-c3cccc(O)c3)cc2s1,7.4
3.61,CC#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,7.4
2.7,Cc1nn(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,7.4
2.0,Cc1nccc(-c2ccc(-c3[nH]c4ccncc4c(=O)c3C#N)cc2)c1Cl,7.4
2.9,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,7.4
0.2,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,7.4
2.0,COc1cc(C(=O)O)ccc1Cc1cn(C)c2ccc(NC(=O)CC3CCCC3)cc12,7.4
-0.16,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,7.4
2.7,NS(=O)(=O)c1ccc(N=c2[nH]ccc(=Nc3c(Cl)ccc4c3OCO4)[nH]2)cc1,7.4
1.97,CCC(C)(CC)CC(c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,7.4
2.46,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,7.4
0.37,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,7.4
0.99,Cc1[nH]c2ncnn2c(=O)c1CCOC(=O)c1ccccc1F,7.4
3.42,N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,7.4
3.8,O=C(NCCCCc1ccccc1)c1ccccc1,7.4
0.08,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NCC#N,7.4
0.9,NC(=O)C1CCCCC1,7.4
0.95,CN(C)c1ncnc2[nH]cnc12,7.4
2.7,N=c1[nH]onc1C(=NO)Nc1ccc(F)c(Cl)c1,7.4
0.87,COc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,7.4
