smiles,NumAtoms
c1ccc(-c2cccs2)cc1,11
c1ccc(-c2nnco2)cc1,11
NS(=O)(=O)c1ccc(I)cc1,11
Cc1ccc2cccc(O)c2n1,12
O=c1cc(-c2ccccc2)ss1,12
Cc1ccc2cc(C)c(C)cc2c1,13
CC(=O)Oc1ccc([N+](=O)[O-])cc1,13
O=[N+]([O-])C=Cc1ccc([N+](=O)[O-])o1,13
COc1ccc(C=CC(=O)O)cc1,13
O=C1CCCCCCCCCCC1,13
CC(=O)Oc1cccc2ccccc12,14
O=C(O)CCc1c[nH]c2ccccc12,14
O=[N+]([O-])c1ccc(C2NCCS2)cc1,14
CCOC(=O)c1cc(O)c(O)c(O)c1,14
NC(=S)NN=Cc1ccc([N+](=O)[O-])o1,14
Oc1ccc(Oc2ccccc2)cc1,14
Cc1cccc2c1ccc1ccccc12,15
Cc1ccc2ccc3ccccc3c2c1,15
c1ccc(-c2nc3ccccc3o2)cc1,15
CCN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,15
Cc1[nH]c(=O)[nH]c(=O)c1N(CCF)CCCl,16
O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,16
CON(C)C(=O)Nc1cccc(C(F)(F)F)c1,17
COCCCN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,18
CCS(=O)(=O)c1ccc(S(N)(=O)=O)c2ccccc12,19
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)NC1=O,21
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,21
CSc1ccccc1C1=NCC(=O)Nc2ccc(Cl)cc21,21
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,21
COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,26
CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,30
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(=O)CN(C)C)C5(CC)C=CCN6CCC43C65)C2)C1,62
N#CCC(=N)C(C#N)C#N,10
C=C(C)C(=O)OCCO,9
CCCCN(N=O)C(N)=O,10
C=CC(OC(C)=O)OC(C)=O,11
C=CCCCCCCCC,10
Brc1ccsc1,6
CN1CCCC1=O,7
CCc1cccs1,7
O=Cc1ccncc1,8
c1ccc(C2CC2)cc1,9
O=S(O[Na])c1ccccc1,10
N#Cc1cccc(O)c1,9
OCc1cccc(Cl)c1,9
OCc1ccc(Cl)cc1,9
Cn1ccc(=O)n(C)c1=O,10
CCc1ccc(C)cc1C,10
O=[N+]([O-])C=Cc1cccs1,10
COc1ccc(C#N)cc1,10
Cc1cc2ccccc2n1C,11
CC(=O)Oc1c(C)cccc1C,12
Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,12
COc1cccc(C(=O)O)c1O,12
CC(=O)NCCc1ccccc1,12
O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,13
Cc1ccc2cccc([N+](=O)[O-])c2n1,14
CC(=O)Nc1ccc(Cl)cc1[N+](=O)[O-],14
O=C(O)C=Cc1ccc([N+](=O)[O-])cc1,14
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,14
CC(C)C(=O)Nc1ccc(Cl)c(Cl)c1,14
O=[N+]([O-])C=Cc1cccc([N+](=O)[O-])c1,14
c1ccc(SSc2ccccc2)cc1,14
CCCCCCn1nnc2ccccc21,15
c1ccc(-c2nc3ccccc3s2)cc1,15
O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,16
CCN=c1[nH]c(SC)nc(=NC(C)(C)C)[nH]1,16
O=C(Nc1ccccc1)NC1CCCCC1,16
O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,18
CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,18
CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1,18
CCSCCSP(=O)(OC)OC,12
OC(C(F)(F)F)C(F)(F)F,10
C=C(C=O)CC,6
C=C(C)C(=O)OCC(C)O,10
CCCOP(OCCC)OCCC,13
CCCCN(CCCC)N=O,11
CCCN(C)N=O,7
CCCOC(=O)CCC(=O)OCCC,14
COC(=O)CCCO,8
C=CC(=O)NCCN(C)C,10
CCCCN(C)C,7
CC(=O)OCCBr,7
CCCCO[N+](=O)[O-],8
OCCCCCl,6
NCCCCCCC(=O)O,10
CCCCCCCCCCCCCCCCCCCCCC(=O)OC,25
Cn1cccn1,6
O=NN1CCCC1,7
O=C1C=CCCC1,7
COc1ncccn1,8
CC(=O)N1CCCC1=O,9
O=NN1CCCCCC1,9
Oc1c(Cl)ccc(Cl)c1Cl,10
Oc1cc(Cl)cc(Cl)c1Cl,10
Cn1cnc([N+](=O)[O-])c1Br,10
NC(=O)c1ncccc1O,10
CCc1cccc(C)c1C,10
O=c1[nH]c2ccccc2s1,10
CCc1cc(C)cc(C)c1,10
CCc1ccc(C)c(C)c1,10
CC(=O)Sc1ccccc1,10
O=C1CCCCCCCN1,10
C=c1c(O)cc(C)c(O)c1=C,11
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,11
NNC(=O)c1ccccc1O,11
Cn1c(CO)cnc1[N+](=O)[O-],11
OCC1CC1c1ccccc1,11
CN(Cc1ccccc1)N=O,11
CC(C)(C)C(=O)c1ccccc1,12
COc1c(Cl)cc(Cl)c(Cl)c1Cl,12
COc1cccc2cccnc12,12
OCCn1nnc2ccccc21,12
COc1cc(Cl)c(Cl)c(Cl)c1Cl,12
CNC(=O)N(C)c1ccccc1,12
O=c1cc(-c2ccccc2)o[nH]1,12
c1ccc(-c2ccncc2)cc1,12
CCc1ccc2ccccc2c1,12
CC(C)OC(=O)c1ccccc1,12
OCCn1nc2ccccc2n1,12
COC(=O)Nc1ccc(Cl)cc1,12
CNC(=O)CCc1ccccc1,12
Cc1ccc(OCC(=O)O)cc1,12
O=C1C=CC(=O)N1c1ccccc1,13
COC(=O)c1c[nH]c2ccccc12,13
CNC(=O)Oc1ccccc1C#N,13
CNC(=O)Oc1cccc(C#N)c1,13
COc1ccc(C=CC(C)=O)cc1,13
CCOP(=O)(CC)Sc1ccccc1,14
CCOP(=S)(CC)Sc1ccccc1,14
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,14
Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,14
O=S(c1ccccc1)c1ccccc1,14
N#CC(C#N)=NNc1ccc(Cl)cc1,14
c1ccc(COc2ccccc2)cc1,14
O=C1CCCCCCCCCCCN1,14
Nc1cc2ccccc2c2ccccc12,15
O=C(O)c1ccccc1-c1ccccc1,15
CCOC(=O)C(N)Cc1ccc(O)cc1,15
CCOP(=O)(N=C1SCC(C)S1)OCC,15
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,16
COc1nn(CSP(=S)(OC)OC)c(=O)s1,16
N=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,16
O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,16
Cc1ccc(-c2nc3cccnc3[nH]2)cc1,16
Clc1ccc(-c2nc3cccnc3[nH]2)cc1,16
Fc1ccc(-c2nc3cccnc3[nH]2)cc1,16
COP(=S)(OC)SCSc1ccc(Cl)cc1,16
N=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,18
CC(C)NCC(O)c1ccc(S(C)(=O)=O)cc1,17
N=c1[nH]c(=O)c2ncn(C3CC(O)C(CO)O3)c2[nH]1,19
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,19
COP(=O)(OC)SCn1nnc2ccccc2c1=O,19
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,19
O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,20
O=C1C=[N+]([O-])C(c2ccccc2)c2cc(Cl)ccc2N1,20
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,22
CN(C)CCCN1c2ccccc2S(=O)c2ccc(Cl)cc21,22
CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3CCC12C,25
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,25
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,27
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,31
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,50
CC(C)CN(CC(C)C)N=O,11
CCOC(=O)CCCO,9
CCOC(=O)C=NC(=O)C=[NH+][NH-],12
C=CC(=O)OCC(C)O,9
CCCCCOP(C)(=O)OCCCCC,15
NCCCCCCCC(=O)O,11
Brc1cccs1,6
O=Cc1ccc[nH]1,7
N#Cc1cccs1,7
Cc1cc(=O)cc(C)o1,9
COc1c(C)cccc1C,10
CCc1cccc(CC)c1O,11
c1ccc(C2CCCN2)cc1,11
CCN=c1[nH]c(Cl)nc(=N)[nH]1,11
CNC(=O)Nc1ccccc1,11
c1ccc(-c2ccccn2)cc1,12
NCCNC(=O)c1ccccc1,12
CC(=O)c1ccc(C(C)=O)cc1,12
O=C1C=C(Cl)C(=O)c2ccccc21,13
COc1ccccc1C=CC(=O)O,13
COC(=O)Cn1c([N+](=O)[O-])cnc1C,14
CN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,14
CCN=c1nc(SC)[nH]c(=NCC)[nH]1,14
CC(=O)NCCc1c[nH]c2ccccc12,15
O=C(Cc1ccccc1)c1ccncc1,15
O=c1[nH]c(-c2ccccc2)nc2ccccc12,17
O=C1Nc2ccccc2CC1c1ccccc1,17
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,18
CC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,18
O=C(CCCc1ccc(N(CCCl)CCCl)cc1)O[Na],20
O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,20
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,20
CC(=O)NN,5
O=C(O)CNC[PH](=O)(=O)O,10
CC(=O)c1ccc[nH]1,8
Fc1cccc(Br)c1,8
CSc1ccc(O)cc1,9
CCCc1ccccc1C,10
CCCc1cccc(C)c1,10
CCCc1ccc(C)cc1,10
C=Cc1ccc(C(=O)O)cc1,11
c1ccc(OP2OCCO2)cc1,12
CCCCCCc1ccccc1,12
[O-][n+]1ccc(Cl)c2ccc(Cl)cc21,13
CCCCCCCc1ccccc1,13
COC(=O)C(N)Cc1ccc(O)cc1,14
C=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],15
c1csc(-c2ccc(-c3cccs3)s2)c1,15
CCCCCCCCCc1ccccc1,15
COc1ccc(CC(C)N)c(OC)c1OC,16
COc1cc(CC(C)N)cc(OC)c1OC,16
COc1cc(OC)c(OC)cc1CC(C)N,16
CCCCCCOC(=O)c1ccc(O)cc1,16
CCCCOC(=O)c1cc(O)c(O)c(O)c1,16
O=[N+]([O-])c1ccc(Cc2ccncc2)cc1,16
O=[N+]([O-])c1ccc(C=Cc2ncccn2)o1,16
CCCCCCCOC(=O)c1ccc(O)cc1,17
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,18
CCCCCCOC(=O)c1cc(O)c(O)c(O)c1,18
O=C1C=NC(c2ccccc2)c2cc(Cl)ccc2N1,19
O=C1C(=Nc2ccccc2)C(Cl)C(=O)c2ccccc21,20
CNC(=O)CSP(=O)(OC)OC,12
CCCCN(CC)C(=O)SCCC,13
N#CCCN(CCC#N)N=O,11
CN(C)CC(=O)O,7
COC(=O)CCCC(=O)OC,11
CCCCCCCCCCCCCCCCCCCC(=O)OC,23
CCCCCCCCC=CCCCCCCCCCCCC(=O)OC,25
Brc1ccncc1,7
Cc1ccnnc1,7
Ic1cccnc1,7
Clc1cccnn1,7
Cn1c(O)ccc1O,8
O=Cc1ccccn1,8
[O-][n+]1ccc(Cl)cc1,8
CC(=O)c1ccncc1,9
CN(C)c1ccncc1,9
O=[N+]([O-])c1ccncc1,9
CC(=O)c1ccccn1,9
CCCc1ccncc1,9
Cc1nc(C)c(C)nc1C,10
O=[N+]([O-])c1cc[n+]([O-])cc1,10
Oc1ccc2c(c1)CCCC2,11
Cc1cc2ccccc2cn1,11
c1ccc(-n2cccn2)cc1,11
Nc1cccc(S(=O)(=O)O[Na])c1,12
COC(=O)c1ccc(Cl)cc1,11
CCCCNc1ccccc1,11
CCc1cccc2ccccc12,12
CC(=O)c1csc2ccccc12,12
CNC(=O)Oc1ccccc1C,12
COc1ccc(S(N)(=O)=O)cc1,12
O=[N+]([O-])c1ccc(C=NO)cc1,12
CNC(=O)Oc1cccc(C)c1,12
CNC(=O)Oc1ccc(C)cc1,12
CCCC(=O)Nc1ccccc1,12
Oc1ccc(C2CCCCC2)cc1,13
N=C(N)N1CCc2ccccc2C1,13
CCCc1ccc(S(N)(=O)=O)cc1,13
COc1cc(OC)cc(C(=O)O)c1,13
CCSC(=O)N(CC)C1CCCCC1,14
NCC(CC(=O)O)c1ccc(Cl)cc1,14
C=CC#Cc1ccc(-c2cccs2)s1,14
CC(=O)C(Cc1ccccc1)C(C)=O,14
CCCCc1ccc(S(N)(=O)=O)cc1,14
COc1cc(C=CC(=O)O)ccc1O,14
CNC(=O)Oc1ccc(C(C)=O)cc1,14
NC(=O)Nc1cccc(NC(N)=O)c1,14
CCC1(CC(C)C)C(=O)NC(=O)NC1=O,15
O=C(c1ccccc1)c1ccc(O)cc1,15
[O-][N+](=Cc1ccccc1)c1ccccc1,15
CCCCOc1ccc(S(N)(=O)=O)cc1,15
CC(C)OC(=O)c1cc(O)c(O)c(O)c1,15
Nc1ccccc1SSc1ccccc1N,16
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,17
CCOC(=O)CC(C)n1nnc2ccccc21,17
CCCCCCOc1ccc(S(N)(=O)=O)cc1,17
O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,18
O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,18
c1ccc(-c2cccc(-c3ccccn3)n2)nc1,18
O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(Cl)c1O,19
CC#CC#Cc1ccc(C#CC(Cl)COC(C)=O)s1,19
O=[N+]([O-])c1ccccc1SSc1ccccc1[N+](=O)[O-],20
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,21
CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,22
NS(=O)(=O)c1cc2c(cc1Cl)N=C(c1ccccc1)NS2(=O)=O,23
CCOc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(OCC)n1,23
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,24
COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(c5coc(O)c5)CCC43O)C2)C1O,39
COP(=O)(C=C(Cl)Cl)OC,10
C=C(C)C(=O)OCCCOC(=O)C(=C)C,15
NC(CCCCNC=O)C(=O)O,12
CC(=O)c1ccco1,8
Nc1ccc(S)cc1,8
COC(=O)c1ccc[nH]1,9
CS(=O)c1ccccc1,9
N#Cc1c(Cl)cccc1Cl,10
O=Cc1cc(O)ccc1O,10
O=Cc1c[nH]c(=O)[nH]c1=O,10
Cc1cc2ccccc2s1,10
CC(=O)NC1CCSC1=O,10
CC1=C2CC(C(=O)C1)C2(C)C,11
O=c1cnc2ccccc2[nH]1,11
CN(C)c1ccc(C#N)cc1,11
CS(=O)(=O)Nc1ccccc1,11
ON=CCCc1ccccc1,11
Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,12
CC(=Cc1ccccc1)C(=O)O,12
NC(=O)CCCc1ccccc1,12
CN(C)CCCc1ccccc1,12
COc1ccc(OC(C)=O)cc1,12
O=C(O)c1ccc2cccccc1-2,13
CC(C(O)c1ccccc1)N(C)C,13
COC(=O)c1cc2ccccc2[nH]1,13
CCC(=Cc1ccccc1)[N+](=O)[O-],13
COC(=O)CNC(=O)c1ccccc1,14
CCOC(=O)c1ccc2cccccc1-2,15
CCC1=NS(=O)(=O)c2cc(Cl)ccc2N1,15
CCNC1C2CCC(C2)C1c1ccccc1,16
N#Cc1c2ccccc2cc2ccccc12,16
S=C(NC1CCCCC1)NC1CCCCC1,16
Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,17
c1ccc(CN=c2[nH]cnc3[nH]cnc23)cc1,17
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,18
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCC2)cc1,19
COc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]cn1,19
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,19
O=C(NN1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,20
CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,20
N=c1[nH]c(=N)c2nc(-c3ccc(O)cc3)c(=N)[nH]c2[nH]1,20
O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,21
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,25
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,26
Cc1c(O)ccc([N+](=O)[O-])c1[N+](=O)[O-],14
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,16
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,64
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,23
CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC4OC(C(=O)O)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)C(C)(C)C2CCC13C,58
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,27
O=C1C=NC(c2ccccc2C(F)(F)F)c2cc([N+](=O)[O-])ccc2N1,25
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,17
CCCCC1CO1,7
N#Cc1ccc2ccccc2n1,12
C(=Cc1ccccn1)c1ccccn1,14
O=C(CCl)N1CCOCC1,10
CN(C)CCCCc1cccnc1,13
CC(=O)c1ccc(C#N)cc1,11
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCC2)cc1,20
O=c1[nH][nH]c(=O)c2ccccc12,12
CC(C)OP(C)(=O)OC(C)C,11
Clc1cnc2ccccc2n1,11
CCCCCc1cc(OC)c2c(c1)OC(C)(C)C1CC=C(C)CC21,24
NC(=O)c1ccccn1,9
NC(=O)c1ccncc1,9
Nc1ccccc1-c1ccccc1N,14
Cc1noc(-c2ccccn2)n1,12
CC1CN(N=O)CC(C)O1,10
CCOC(=O)C(=O)Nc1ccccc1,14
OC1CCCCC1O,8
OCC1OC(Oc2ccccc2)C(O)C(O)C1O,18
COc1cccc(OC)c1C(=O)O,13
CCNC(=O)NS(=O)(=O)c1ccc(C)cc1,16
CC(=O)Nc1cc(C)c(C)c(C)c1,13
CN(C)C#N,5
CC(=O)c1ccsc1,8
OCc1c2ccccc2cc2ccccc12,16
O=C1c2ccccc2C(=O)C1c1cccc(Cl)c1,18
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,26
CN(N)C(=O)c1ccccc1,11
O=C1C=NC(c2ccc(F)cc2)c2cc(Cl)ccc2N1,20
O=[N+]([O-])c1ccccc1F,10
CCCCOc1ccc(C(=O)O)cc1,14
c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,26
O=C(O)CCCC(=O)c1ccccc1,14
O=C1CCCCC1=C1CCCCC1,13
O=C(Cc1ccccc1)Nc1ccccc1[N+](=O)[O-],19
S=C=Nc1ccc(-c2ccccc2)cc1,15
O=S(=O)(Nc1ccc(Cl)cc1)C(F)F,14
Fc1cccc(F)n1,8
COCc1ccc(C#N)cc1,11
Cc1ccc(C(O)c2ccccc2)cc1,15
CC(O)c1ccccc1,9
CC(=O)Oc1cccc([N+](=O)[O-])c1,13
[O-][n+]1ccc2ccccc2c1,11
N=c1[nH]ccc2ccccc12,11
NS(=O)(=O)c1cc2c(cc1F)N=CNS2(=O)=O,17
CCCCOC(=O)Nc1ccccc1,14
CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,17
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(F)(F)F)NS2(=O)=O,21
CCc1ccc[nH]1,7
O=C(O)C=CC=Cc1ccccc1,13
CC(C)Cc1ccc(CC(=O)O)cc1,14
CCOc1cccc2cccnc12,13
Cc1cc(C)ncn1,8
CC1(C)Cc2cccc(O)c2O1,12
CNC(=O)Oc1cccc2c1OC(C)(C)C2,16
CC(=O)c1ccc(S(N)(=O)=O)cc1,13
CC(C)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],17
COc1ccc(O)c([N+](=O)[O-])c1,12
CCOC(=O)c1ccncc1,11
Cc1cc(Cl)ccc1O,9
O=[PH](=O)(O)c1ccccc1,10
Cc1ccccc1-c1nc2cc([N+](=O)[O-])ccc2[nH]1,19
NC(=O)NN=Cc1ccccc1,12
C=CC=CC,5
CON(C)C(=O)Nc1ccccc1,13
NC(=O)c1cccc(S(N)(=O)=O)c1,13
NS(=O)(=O)c1ccc(O)cc1,11
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],23
CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC(O)C12F,27
CCOC(=O)CN1C(=O)C=CC1=O,13
OCc1ccc2ccccc2c1,12
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C(C)C)c1,19
O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc[n+]2[O-],17
CN(C)NC(=O)CCC(=O)O,11
Cc1ccc(=N)[nH]c1,8
Nc1ccc2ccc3cccc4ccc1c2c34,17
CC(=O)Oc1ccccc1C(C)C,13
CN=C(N)NC#N,7
CCN=c1[nH]c(OC)nc(=NC(C)C)[nH]1,15
COc1nc(=NC(C)C)[nH]c(=NC(C)C)[nH]1,16
CC(=O)C=Cc1ccc(F)cc1,12
CC1(NC(=O)Nc2ccccc2)CCCCC1,17
CCOC(=O)CC(C)n1nc2ccccc2n1,17
[O-][n+]1cccc2ccccc21,11
O=S1(=O)Nc2ccccc2N1,11
N=c1[nH]nc(CCc2ccccc2)o1,14
Cc1cccc(C#N)n1,9
Cn1c(=N)[nH]c2ccccc21,11
O=C1C=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,22
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,23
C=CCOP(=O)(OCC=C)OCC=C,14
NC(=S)NN=Cc1ccccc1,12
COc1ccccn1,8
Cc1cccnn1,7
N#Cc1ccncc1C#N,10
COC(C)(C)C,6
S=C=Nc1ccc2ccccc2c1,13
CCCCc1ccc(O)cc1,11
CC(=O)Nc1ccc(C)c(C)c1C,13
O=C(O)c1ccc(CCl)cc1,11
Cc1cccc(OCC(=O)O)c1,12
CC(C)c1ccc(OCC(=O)O)cc1,14
COC(=O)c1cc2ccccc2o1,13
CNC(=O)ON=CC(C)(C)S(C)(=O)=O,14
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,24
CN(C)CCC=C1c2ccccc2COc2ccccc21,21
N=C(N)c1ccccc1,9
NC(=O)c1cc2ccccc2[nH]1,12
Cn1ccnc1[N+](=O)[O-],9
CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(c3coc(O)c3)CCC12O,28
NNC(=O)c1cccc(Cl)c1,11
CCC1OC(=O)C(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,50
O=c1ssc2ccccc12,10
O=S(=O)(Nc1ccccc1)c1ccccc1,16
CCC1CCCCC1,8
C=CC(=O)OCCOCCOCCOC(=O)C=C,18
c1ccc(-c2c[nH]nn2)cc1,11
CC1(C)OC(=O)c2ccccc21,12
N#Cc1cc(I)c(O)c(I)c1,11
CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,20
Cc1cc(=O)n2ccccc2n1,12
COc1ccccc1Oc1ccccc1,15
CCN(CC)C(=O)c1ccccc1,13
O=C(Nc1ccccc1Cl)c1ccccc1O,17
O=c1c(Cl)c(Cl)cnn1-c1ccccc1,15
Nc1cnn(-c2ccccc2)c(=O)c1Cl,15
CNc1cnn(-c2ccccc2)c(=O)c1Cl,16
CCC(=O)c1ccncc1,10
O=C(O)c1nc(Cl)ccc1Cl,11
C1=CCOC1,5
CNS(=O)(=O)c1ccc(N)cc1,12
CN(C)S(=O)(=O)c1ccc(N)cc1,13
ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,15
COc1ccc(Cl)nn1,9
Clc1ncccn1,7
c1ccc(-c2ncncn2)cc1,12
S=C=NC(c1ccccc1)(c1ccccc1)c1ccccc1,22
Cc1cccc2c1Cc1ccccc1-2,14
CCCCCCCCC(=O)OC,12
COC(=O)CCCCCC(=O)OC,13
CC(=O)Nc1ccc(OC(F)(F)F)cc1,15
CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,22
NC(=O)c1cccc(C(N)=O)c1,12
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,18
C=CCOc1ccccc1,10
Ic1nc(I)c(I)[nH]1,8
CON(C)C(=O)Nc1ccc(Cl)cc1,14
CCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,13
CC1(C)SC2C(NC(=O)CCOc3ccccc3)C(=O)N2C1C(=O)O,25
O=C(Nc1ccccc1)c1cccnc1,15
CCc1cc(C)ccc1C,10
O=C(Oc1ccc(Cl)cc1)N1CCCC1,15
O=C(O)C1CC1,6
CCCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,26
CC(CC(=O)c1ccccc1)C(=O)O,14
CSc1cccc(N)c1,9
Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,13
CCc1ccccc1OCC(=O)O,13
O=C(O)Cc1ccc(I)cc1,11
COc1cccc(CC(=O)O)c1,12
O=C(O)COc1ccc([N+](=O)[O-])cc1,14
O=C(O)COc1cccc(Br)c1,12
C=CCNC(=O)NCC=C,10
COc1ccc2c(c1)[nH]c(=N)n2C,13
OCc1ccc(Cl)c(Cl)c1,10
CC(C)O[PH](=O)OC(C)C,10
O=C1C=NC(c2ccccn2)c2cc(Br)ccc2N1,19
CC(C)c1ccc([N+](=O)[O-])cc1,12
O=c1[nH]cc(Cl)c(=O)[nH]1,9
O=C(O)CCCc1ccccc1,12
O=C(NC(=O)c1ccccc1)Nc1ccccc1,18
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)NCN2,17
NS(=O)(=O)c1cc2c(cc1Cl)NC(CCl)NS2(=O)=O,19
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,24
CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,19
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,13
Clc1cccc2c(Cl)cccc12,12
