,logD,smiles,pH
1106,3.71,OCC(=O)N1CCC[C@@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,7.4
1107,1.18,CCN(CC)C(C)C(=O)c1ccccc1,7.4
1108,2.7,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc3cccc(OC)c3,7.4
1109,2.54,Oc1cc(nc2ccccc12)c3ccccc3,7.4
1110,2.0,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,7.4
1111,4.2,FC(F)(F)c1cc(COCC(N2CCNCC2)c3cccc(Cl)c3)cc(c1)C(F)(F)F,7.4
1112,4.26,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N(C)C)ccc3Cl)c2cc1OC,7.4
1113,3.58,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc23,7.4
1114,1.56,CC(C)NC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4,7.4
1115,3.27,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4,7.4
1116,0.3,OC(=O)c1ccc(cc1)c2nnn(Cc3ccccc3F)n2,7.4
1117,-0.97,CC(C)NCC(O)COc1nccs1,7.4
1118,1.93,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,7.4
1119,0.99,CC(C)NCC(O)COc1ccccc1CC=C,7.4
1120,2.71,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,7.4
1121,-1.36,OC(=O)c1ccccc1O,7.4
1122,2.94,Cn1cnc(c2ccccc2)c1c3cc4c(N)ncnc4s3,7.4
1123,0.44,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,7.4
1124,0.91,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,7.4
1125,3.6,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,7.4
1126,3.76,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1,7.4
1127,1.18,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC34CC5CC(CC(C5)C3)C4,7.4
1128,3.11,OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13,7.4
1129,2.76,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
1130,2.32,C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c3ccccc3,7.4
1131,2.0,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,7.4
1132,1.72,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCC(C3)C(=O)O,7.4
1133,3.51,C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,7.4
1134,3.5,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3)c2cc1OC,7.4
1135,3.21,Brc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,7.4
1136,2.71,Oc1ccccc1CCC(=O)Nc2ccccc2,7.4
1137,2.63,C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)[C@@H]2C,7.4
1138,0.79,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13,7.4
1139,1.8,Nc1nnc(s1)c2ccccc2,7.4
1140,4.23,Fc1ccc(C2CCN(CC2)C(=S)COCc3ccncc3)c(Cl)c1,7.4
1141,-0.73,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,7.4
1142,3.25,C[C@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,7.4
1143,2.53,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,7.4
1144,0.9,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccsc4,7.4
1145,2.28,CCN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2,7.4
1146,4.2,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,7.4
1147,3.48,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,7.4
1148,1.9,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4,7.4
1149,3.53,CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3,7.4
1150,3.38,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(C)cc4)c3)C2)C(=O)NC1=O,7.4
1151,2.23,CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,7.4
1152,3.01,O=C1N=C(NCc2ccccc2)SN1Cc3ccccc3,7.4
1153,3.37,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3c4ccccc4Oc5ccccc35,7.4
1154,1.29,OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24,7.4
1155,-0.6,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1,7.4
1156,3.38,CN(CCO)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,7.4
1157,1.9,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
1158,1.9,CN1CCCC(COc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2)C1,7.4
1159,3.15,O[C@H](CNC(=O)C1=CNC(=O)c2c(F)cccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
1160,2.16,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,7.4
1161,1.97,OC1=CC(=O)C2=C(O1)c3ccccc3N(Cc4ccccc4)C2=O,7.4
1162,2.78,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(O)cc2)C(F)(F)F,7.4
1163,2.48,CCCSc1ncccc1C(=O)N(C)[C@H]2[C@@H]3CC4C[C@H]2C[C@@](O)(C4)C3,7.4
1164,2.55,Cn1cncc1c2c3C(=O)N(CC#CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56,7.4
1165,3.9,Fc1cccc(F)c1CS(=O)(=O)N2CCN(CC2)c3ncccc3C(F)(F)F,7.4
1166,0.68,CS(=O)(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2,7.4
1167,1.63,Cc1onc(C(=O)N)c1C(=O)Nc2nccs2,7.4
1168,1.92,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,7.4
1169,2.97,CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,7.4
1170,1.3,CCCc1c(O)c(ccc1OCCCCSCC(=O)O)C(=O)C,7.4
1171,2.63,CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C,7.4
1172,3.0,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4,7.4
1173,4.05,Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C,7.4
1174,1.86,COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,7.4
1175,3.34,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,7.4
1176,1.88,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,7.4
1177,2.6,CN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1,7.4
1178,0.79,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14,7.4
1179,2.88,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4cccnc4C3)c(F)c2,7.4
1180,2.2,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4cccnc4,7.4
1181,1.79,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4,7.4
1182,2.79,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,7.4
1183,2.48,NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4,7.4
1184,3.0,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(Cl)cc2,7.4
1185,1.96,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2,7.4
1186,2.15,CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3,7.4
1187,3.3,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N,7.4
1188,1.1,NC(=O)c1cccc(c1)[S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4,7.4
1189,1.46,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O,7.4
1190,0.46,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,7.4
1191,1.24,Nc1nc(SCc2ccccc2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O,7.4
1192,0.7,CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3,7.4
1193,3.1,CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,7.4
1194,0.13,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O,7.4
1195,0.78,CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2,7.4
1196,2.7,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,7.4
1197,0.22,NC(=O)c1cncc(c1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,7.4
1198,0.85,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2,7.4
1199,3.7,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C,7.4
1200,1.3,NC1(CCC1)c2ccc(cc2)c3ncc4nccn4c3c5ccccc5,7.4
1201,1.36,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,7.4
1202,1.37,CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,7.4
1203,3.2,Fc1cccc(c1)C(COCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)N3CCNCC3,7.4
1204,3.2,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2,7.4
1205,3.26,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3,7.4
1206,1.62,CN(C)CCCNc1cc(nc2c(cnn12)C#N)n3ccc4ccc(NC(=O)C)cc34,7.4
1207,2.24,CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCCC4)n5ncc(C#N)c5n3)c2c1,7.4
1208,3.59,Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,7.4
1209,2.46,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,7.4
1210,3.8,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1,7.4
1211,1.5,CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F,7.4
1212,1.1,CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1,7.4
1213,3.6,CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4,7.4
1214,3.12,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C(=C5)Cl,7.4
1215,1.84,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC=O)C(=O)C(F)(F)F,7.4
1216,2.9,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,7.4
1217,3.18,Nc1cccc2C(=O)N(Cc3cccc(Cl)c3)C(=O)c12,7.4
1218,1.04,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3,7.4
1219,2.26,Nc1nc(Cl)nc(NCc2ccccc2)n1,7.4
1220,-0.5,COc1cccc(COCC(O)CN2CCC(CC2)C(=O)N)c1,7.4
1221,2.21,Oc1ccc(CCNCCCCCCOCCc2ccccc2)c3sc(O)nc13,7.4
1222,0.95,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,7.4
1223,1.19,Clc1ccc2ncc(c3cccc(NC4CNC4)n3)n2c1,7.4
1224,-0.21,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2,7.4
1225,0.2,NC1(CCC1)c2ccc(cc2)C3=NN4C=CC(=O)N=C4C=C3c5ccccc5,7.4
1226,1.5,CCOc1ccc(NC(=O)C)cc1,7.4
1227,4.03,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4ccc5[nH]ncc5c4,7.4
1228,-0.22,OC(=O)Cc1csc(n1)c2ccc(Cl)cc2,7.4
1229,1.2,Cc1oc(cc1)c2ccc(cc2F)S(=O)(=O)N3CCC[C@H]3C(=O)N4CC[C@@H](N)C4,7.4
1230,2.88,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO,7.4
1231,0.59,COc1cccc(Oc2cncnc2O)c1,7.4
1232,2.97,CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,7.4
1233,2.84,OC(=O)c1cccc(c1)c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2,7.4
1234,2.67,Nc1nc(N)c(nc1Cl)C(=O)Nc2ccccn2,7.4
1235,2.4,CN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2,7.4
1236,4.2,CCn1c(C)c(C(=O)O)c(c2cccc(c2)N3CCN(CC3)c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc7ccccc7)c(c5)S(=O)(=O)C(F)(F)F)cc4)c1c8ccc(Cl)cc8,7.4
1237,1.21,CC1CN(C1)C(=O)c2nnc3c(cccc3c2N)c4ncccn4,7.4
1238,3.75,OC[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,7.4
1239,2.38,C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3,7.4
1240,3.07,COCCCc1cc(Nc2nc(NCc3onc(C)c3)ncc2Br)n[nH]1,7.4
1241,0.8,OCc1ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccccc4)C(=O)O)CC2)cc1Cl,7.4
1242,1.94,OC(=O)CNCCNc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,7.4
1243,3.49,COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,7.4
1244,1.47,CCNC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4,7.4
1245,3.62,O=C(Nc1nc(cs1)c2ccccc2)c3cccnc3,7.4
1246,3.4,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,7.4
1247,3.0,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)(F)F,7.4
1248,2.34,Nc1nnc(Cc2ccc(Cl)cc2)s1,7.4
1249,1.26,OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,7.4
1250,2.32,O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45,7.4
1251,2.43,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN4CCOCC4)n2,7.4
1252,3.12,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3nc(N)sc13,7.4
1253,0.62,OCC[C@]1(CCCNC1)c2ccc(Cl)c(Cl)c2,7.4
1254,3.6,C=CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Nc4ccccc4,7.4
1255,0.45,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C#N)c3ccc(F)cc3)C(C)(C)C,7.4
1256,2.98,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,7.4
1257,2.5,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1,7.4
1258,3.23,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,7.4
1259,2.89,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C,7.4
1260,2.52,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)CCN(C)C)n2,7.4
1261,1.7,Nc1ccc2ccccc2n1,7.4
1262,0.8,CCCCN1Cc2c(O)n3nc(cc3nc2C1=O)c4occc4,7.4
1263,2.76,CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F,7.4
1264,3.1,Nc1nc2ccc(cc2s1)c3cccc(O)c3,7.4
1265,3.61,CC#CCN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C,7.4
1266,2.7,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nn(C)c5c4,7.4
1267,2.0,Cc1nccc(c1Cl)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,7.4
1268,2.9,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,7.4
1269,0.2,COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,7.4
1270,2.0,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O,7.4
1271,-0.16,Cc1c(c2cc(F)ccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,7.4
1272,2.7,NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc1,7.4
1273,1.97,CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3,7.4
1274,2.46,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C#N)C(=O)C2,7.4
1275,0.37,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,7.4
1276,0.99,Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F,7.4
1277,3.42,O[C@H](CNS(=O)(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,7.4
1278,3.8,O=C(NCCCCc1ccccc1)c2ccccc2,7.4
1279,0.08,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,7.4
1280,0.9,NC(=O)C1CCCCC1,7.4
1281,0.95,CN(C)c1ncnc2nc[nH]c12,7.4
1282,2.7,Nc1nonc1\C(=N\O)\Nc2ccc(F)c(Cl)c2,7.4
1283,0.87,COc1ccc(cc1)S(=O)(=O)Nc2ccccn2,7.4
1284,2.59,Cc1ccc(cc1)c2csc3ncnc(O)c23,7.4
1285,3.0,CCOc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,7.4
1286,1.68,COc1ccc(NC(=O)C=C)cc1,7.4
1287,2.3,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,7.4
1288,2.63,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
1289,0.44,CN1CCC[C@H]1c2ccccn2,7.4
1290,3.4,Oc1ccc(cc1)c2oc3ccc(O)cc3n2,7.4
1291,2.72,CC[C@H](Nc1ncnc2[nH]cnc12)C3=Nc4cccc(F)c4C(=O)N3c5ccccc5,7.4
1292,3.45,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc3cc(Oc4ccnc(c4)c5ncc([nH]5)C(F)(F)F)ccc13,7.4
1293,2.2,Nc1nc(ns1)c2ccccc2,7.4
1294,3.4,N\C(=C(/C#N)\c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2,7.4
1295,2.05,CC(N(O)C(=O)N)c1cc2ccccc2s1,7.4
1296,1.52,Cc1onc(NC(=O)CSc2nc(C)cc(C)n2)c1,7.4
1297,3.0,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)N4CCCNC4=O)c5ccc(Cl)c(Cl)c5)C#N,7.4
1298,1.44,CNC1=Nc2ncccc2C(=NC1c3ccns3)c4occc4,7.4
1299,-1.25,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,7.4
1300,2.03,CN1C(=O)CC(C)(CCc2cccc(c2)c3ccccc3)N=C1N,7.4
1301,2.51,COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C,7.4
1302,4.1,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,7.4
1303,3.1,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4,7.4
1304,1.75,NC(=O)c1ccc(Br)cc1,7.4
1305,1.84,C1CCN(CC1)c2ncnc3[nH]cnc23,7.4
1306,3.6,CCOc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,7.4
1307,2.03,C[C@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3,7.4
1308,3.58,Fc1ccc(CN2CCN(CC2)[C@H](c3ccc(cc3)C(=O)N4CCC4)c5cccc(NC(=O)C6CC6)c5)cc1,7.4
1309,-0.92,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,7.4
1310,4.05,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc12,7.4
1311,3.97,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6oc(cc6Cl)S(=O)(=O)C)c3C1=O,7.4
1312,1.57,C[C@H](NC(=O)c1c(C)nn(C2CCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,7.4
1313,1.52,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cccs4)C3=O,7.4
1314,0.83,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1,7.4
1315,2.2,O=C(Nc1ccc(nc1)n2ccnc2)c3ccc(cc3)C#N,7.4
1316,1.1,Nc1[nH]ncc1S(=O)(=O)c2ccccc2,7.4
1317,1.46,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2c3ccccc3,7.4
1318,1.7,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4,7.4
1319,1.72,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc23,7.4
1320,3.75,CCn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,7.4
1321,0.62,CCS(=O)(=O)c1ccc(c2cc(Cl)ccc2OCC(=O)O)c(c1)C(F)(F)F,7.4
1322,2.77,COc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O,7.4
1323,2.36,COc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,7.4
1324,2.3,Fc1ccc2cn[nH]c2c1,7.4
1325,2.4,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34,7.4
1326,0.6,CCC1(CCC(=O)NC1=O)c2ccc(N)cc2,7.4
1327,1.47,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,7.4
1328,0.66,NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4cccc(F)c14,7.4
1329,3.36,Cc1ccc(cc1c2ccc(nc2)C(=O)NCC3CC3)C(=O)NC4CC4,7.4
1330,3.17,CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,7.4
1331,0.97,CO[C@@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,7.4
1332,1.69,Oc1cc(OCc2ccccc2)ccn1,7.4
1333,2.6,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,7.4
1334,3.15,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4C[C@H](O)CO4,7.4
1335,2.84,CN1CCN(CC1)c2ccc(Nc3ncc(C)c(Nc4cccc(c4)S(=O)(=O)NC(C)(C)C)n3)cc2,7.4
1336,2.22,COc1cc2ncnc(Nc3ccncc3)c2cc1OC,7.4
1337,3.37,N(c1ccccc1)c2[nH]nnc2c3ccccc3,7.4
1338,1.66,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5cnccc5s4,7.4
1339,1.11,O[C@@H](CNCCc1ccc(CNCCc2ccccc2)cc1)c3ccc(O)c4NC(=O)Sc34,7.4
1340,0.92,NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N,7.4
1341,3.1,Fc1ccc(cc1)c2cn3ccccc3n2,7.4
1342,1.0,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1N4C(=O)CCC4=O,7.4
