,smiles,logP
2767,C=CCON=C(CCC)C1=C(O[Na])CC(C)(C)C(C(=O)OC)C1=O,-0.2
2768,CCC(=O)O,0.33
2769,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,2.2
2770,Cc1cccc(C)c1[N+](=O)[O-],2.95
2771,CN(N=O)C(=O)N(C)c1ccccc1,1.58
2772,Cc1cccc(Nc2ccccc2C(=O)O)c1,4.88
2773,c1ccc(-c2ncnc3ccccc23)cc1,2.71
2774,C1=CCCCC1,2.86
2775,CC(C)CC(=O)NC(N)=O,0.45
2776,CC1=NC(=N)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)C,5.18
2777,O=S1(=O)N=C(C2CCCC2)Nc2ccccc21,1.83
2778,COC(=O)C(NC(=O)CON=C1C=C2CC[C@H]3[C@H](CC[C@]4(C)[C@H]3CC[C@@]4(O)C(C)=O)[C@]2(C)CC1)c1ccccc1,6.27
2779,CS(=O)(=O)NN=Cc1ccccc1,1.2
2780,O=C(O)COc1ccccc1F,1.39
2781,CC(=O)Nc1ccc(C(F)(F)F)cc1,2.52
2782,CC(=O)c1ccc2cc(C(C)C(=O)OCC(N)=O)ccc2c1,2.06
2783,[O-][n+]1ccnc(-c2ccc(Br)cc2)c1-c1ccc(Br)cc1,3.41
2784,COc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,0.76
2785,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,-2.05
2786,CON(C)C(=O)Nc1ccc(C=C(C#N)C#N)cc1,2.19
2787,FC(F)(F)c1ccc2cccnc2c1,3.02
2788,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)co1,-0.1
2789,CCOc1ncc(-c2ccncc2)cc1C#N,2.59
2790,COC(=O)C1C(C=C(Cl)Cl)C1(C)C,3.63
2791,CCCNC(=O)c1ccsc1,1.65
2792,NC(=O)NCCCC(N)C(=O)O,-3.19
2793,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,4.31
2794,CN(C)C(N(C)C)=S(I)c1ccccc1[N+](=O)[O-],-0.92
2795,COC(=O)c1ccsc1S(=O)(=O)NC(=O)N=c1nc(OC)[nH]c(OC)n1,1.3
2796,COC(=O)CCC(=O)OC,0.35
2797,CCCS(=O)(=O)c1c(S(=O)(=O)CCC)c2cnccn2c1C(=O)c1ccc(C)cc1,3.93
2798,CSCCC(NC(=O)C(N)Cc1ccccc1)C(=O)O,-1.59
2799,OCCN(CCO)CCO,-1.0
2800,O=C(O)Cc1cccc([N+](=O)[O-])c1,1.45
2801,CCCc1[nH]nc2c1[C@H](c1ccsc1C)C(C#N)C(=N)O2,3.83
2802,O=C(O)CCCOc1cccc2ccccc12,3.5
2803,Cc1cc2c(c(=O)o1)[C@@H](c1cccc(F)c1F)C(C#N)C(=N)O2,3.1
2804,N#Cc1cc[n+]([O-])cc1,-0.94
2805,C=CCn1cncc1[N+](=O)[O-],0.52
2806,CN1C(=O)CN=C(c2ccccc2)c2cc(C#N)ccc21,1.8
2807,O=c1[nH]c(=O)n(Cc2ccccc2)cc1F,0.89
2808,CC[C@]1(C)NC(=S)N2N1C(=S)N[C@@]2(C)CC,2.44
2809,Cn1cnc([N+](=O)[O-])c1N,-1.0
2810,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O,-0.22
2811,CCCCCCc1ccc(CCC[N+](C)(C)CCCCS(=O)(=O)[O-])cc1,1.64
2812,CC(CC(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,3.4
2813,Cc1cc2ccccc2cn1,2.68
2814,Fc1ccc(-c2ccoc2-c2ccc(F)cc2)cc1,5.11
2815,Cc1ccc(C=C(C#N)C#N)cc1,2.4
2816,Clc1c(Cl)c(Cl)c(Oc2ccccc2)c(Cl)c1Cl,6.37
2817,CCCN=C(NC)NC#N,0.42
2818,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.09
2819,NC(=O)NN=Cc1ccccc1,1.27
2820,CC(C)CC(=O)Oc1ccccc1,3.18
2821,C#CCn1cncc1[N+](=O)[O-],0.52
2822,CCCCC(=O)C(O)O,0.81
2823,CCOP(=S)(OCC)Oc1ccc(SC)cc1C,4.16
2824,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc(OC)cc2)c1=O,2.47
2825,COCCOCCOC(=O)C(Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)C1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,1.41
2826,CC(C)=CC1C(C(=O)OCn2c(O)c3c(c2O)CCC=C3)C1(C)C,4.73
2827,CN=c1[nH]c2c3cccnc3ccc2n1C,1.82
2828,CCCCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)c(C)cc1OC,2.78
2829,O=C(O)Cc1ccc(S(=O)(=O)F)cc1,1.86
2830,CNC(=O)N(C)C(=O)Nc1cc(OC(C)C)ccc1F,3.08
2831,CN(C)C(=O)OCc1ccc(OC(=O)N(C)C)cc1,1.59
2832,N=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,0.11
2833,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,2.83
2834,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,4.81
2835,CCOC(=O)CNCCCCCSc1c2[nH]cnc2nc[n+]1[O-],0.87
2836,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.44
2837,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,6.61
2838,CCCCCCCCCCCCc1ccccc1,8.65
2839,CCCN(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)CCC,1.35
2840,CC(C)(C)Sc1nc2c(=N)[nH]cnc2n1C1OC2COP(=O)(OCc3ccccc3)OC2C1O,2.05
2841,Clc1cccc(C2NCCS2)c1,2.04
2842,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,6.42
2843,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,-0.6
2844,CN(C)c1cccc(C(N)=O)c1,0.95
2845,ClC1=CC(Cl)C(Cl)C(Cl)C1,3.52
2846,Cc1nonc1Cc1ccc([N+](=O)[O-])cc1,2.21
2847,CNC(=O)Oc1cc(C)ccc1C,2.03
2848,FC(F)OC(Cl)C(F)(F)F,2.06
2849,O=[N+]([O-])CC1=NCCN1Cc1ccccc1,0.33
2850,CC(=O)C(C#N)=NNc1ccccc1Cl,4.0
2851,CCC(=O)OC,0.84
2852,CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],0.66
2853,c1ccc2c(c1)[nH]c1cnccc12,3.17
2854,CCCC(=O)OCC(Cc1cncn1C)C(CC)C(=O)OCc1ccccc1,3.78
2855,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c([N+](=O)[O-])c1,-0.05
2856,Cc1nc(Br)n(C)c1[N+](=O)[O-],0.82
2857,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,0.08
2858,CCC(C)N,0.74
2859,CN(C)CCc1ccccn1,1.12
2860,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21,0.22
2861,Cc1nc(N2CCOCC2)c(C#N)cc1-c1ccccc1,3.65
2862,Cc1ccc(-n2c(C)cc(=O)cc2C)cc1C,2.95
2863,COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,3.74
2864,CC(=O)N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1,-1.3
2865,CCNC(=O)c1ccc(C)cc1,1.38
2866,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,4.39
2867,CC(=O)Nc1ccc(Cl)c(Cl)c1Cl,2.88
2868,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,2.19
2869,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,3.57
2870,CCC(C(N)=O)n1nc2ccccc2n1,1.25
2871,COP(=S)(OC)Oc1ccc(Cl)cc1C#N,3.41
2872,O=C(CN1CCCC1)NCc1ccccc1,1.69
2873,Nc1ccc(NC(=O)c2ccc(C=Cc3ccc(NC(=O)c4ccc(NC(=O)c5ccc(N)cc5)cc4)cc3S(=O)(=O)O[Na])c(S(=O)(=O)O[Na])c2)cc1,-2.49
2874,CCOC(=O)c1cncnc1,0.52
2875,CCc1cc(=O)oc2c(C)c(OCC(=O)OC(C)(C)C)ccc12,4.52
2876,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1nncn1C,2.78
2877,COc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(OC)cc5n5cccc45)CC3)c3cccn3c2c1,4.67
2878,COc1ccc(C(N)=O)cc1,0.86
2879,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1.33
2880,CCSCCOC(=O)C1=C(C)N=C2C[C@H](c3cccs3)CC(=O)C2[C@H]1c1ccc2c(c1)OCO2,5.0
2881,Cc1cc(C)cc(OC(=O)CNC(=O)c2ccccc2)c1,3.4
2882,CCCCCCCC(=O)O[Na],-1.38
2883,CCCc1cc(S(=O)(=O)O[Na])c2ccccc(OC)c1-2,-0.63
2884,Fc1cccc2cccnc12,2.19
2885,Cc1c([N+](=O)[O-])ncn1C,-0.11
2886,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,2.1
2887,CCOC(=O)c1cc2ccccc2[nH]1,3.22
2888,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,4.9
2889,CSCOC(=O)c1ccccc1OC(C)=O,1.94
2890,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,-0.02
2891,COCc1cc(OC(=O)N(C)C)nc(SCC(=O)C(C)(C)C)n1,3.33
2892,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,6.67
2893,Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,7.25
2894,COP(=O)(OC)OC=C(Cl)Cl,1.47
2895,CCCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.87
2896,N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,-2.51
2897,CN(C)N=Nc1cccc(Cl)c1,3.44
2898,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1S(=O)C(C)(C)C2C(=O)O,2.57
2899,CSc1nnc(C)c(=O)n1N,-0.16
2900,Nc1ccccc1N,0.15
2901,CCC(=O)OC1(C(=O)CO)C(C)CC2C3CC(F)=C4CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC21C,2.99
2902,Nc1cnn(-c2ccccc2)c(=O)c1Cl,1.14
2903,CC(=O)c1no[n+]([O-])c1C,0.8
2904,CNC(=O)OCc1c2n(c3c(O)cc(OC)c(O)c13)CC=C2OC(C)=O,1.19
2905,C=CCN1CCN(CC=C)C1=S,1.63
2906,CCCC(N)Cc1ccccc1,2.79
2907,CCOCOc1ccc(C(=O)Nc2cccc(Cl)c2Cl)cc1,4.3
2908,CC(C(c1ccccc1)c1ccccc1)[N+](=O)[O-],3.91
2909,c1ccc(CN2CCOCC2)cc1,1.58
2910,C=CC=CC,2.44
2911,CCCS(=O)c1sc(C#N)cc1C#N,2.18
2912,NC(=O)N1c2ccccc2C=Cc2ccccc21,2.45
2913,CC(C)O[PH](=O)OC(C)C,0.45
2914,CCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,1.69
2915,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,4.26
2916,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,4.16
2917,CCCCc1oc(C)cc(=O)c1O,1.92
2918,CS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,1.11
2919,O=[N+]([O-])c1cccc(-c2ccccc2)c1,3.87
2920,CC(=O)OC=C1CSC2C(NC(=O)CC#N)C(=O)N2C1C(=O)O,-0.45
2921,CC(C)CC(NC(=O)C(N)CO)C(=O)O,-2.49
2922,CNC(=O)N(CCCC(NC(C)=O)C(=O)NCc1ccccc1)Cc1ccccc1,1.86
2923,C1=Cc2cccc3cccc1c23,3.94
2924,O=C1c2ccc(-c3ccc4c(c3)C(=O)N(CCO)C4=O)cc2C(=O)N1CCO,3.19
2925,c1ccc2c(c1)Cc1ccccc1O2,4.23
2926,CCC(C)O,0.61
2927,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.31
2928,CON(C)C(=O)Nc1cccc(F)c1,1.68
2929,COC(=O)c1c(NC(NC(=O)c2cccnc2)(C(F)(F)F)C(F)(F)F)sc2c1CCCCC2,5.75
2930,COc1cc(S(C)=O)ccc1-c1nc2cnncc2[nH]1,0.39
2931,CC(=O)CF,-0.39
2932,NC(=O)NNc1ccccc1,0.13
2933,CCOP(=S)(OCC)SCCS(=O)CC,1.73
2934,CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.98
2935,N#Cc1nc2c(S(=O)(=O)c3ccccc3)c(N)n(Cc3ccc(F)cc3)c2nc1C#N,4.86
2936,CCN1C(=O)NC(=O)C(=O)C1=O,-0.32
2937,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.69
2938,COc1ccnc(C#N)n1,0.86
2939,O=[N+]([O-])C=Cc1ccco1,1.56
2940,N=C1NCC(COc2ccc(N3CCOCC3)cc2)O1,0.6
2941,c1cc2ccsc2cn1,1.74
2942,C#CCCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.54
2943,Cc1cc2n(c1C(=O)c1ccccc1)CCC2C(=O)O,2.85
2944,NC(=O)C(c1ccccc1)c1ccccn1,0.83
2945,CN(C)N=Nc1ccccc1C(=O)NCC#N,1.79
2946,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)c(OC)n1,2.01
2947,N#CC(C#N)=NNc1ccccc1Br,3.11
2948,O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCCc3ccccc3)c2s1,3.61
2949,Cc1cccc(C)c1N(CCCN1CCCCC1)C(=O)Cc1ccccc1,5.28
2950,O=C(O)CSc1ccccc1,1.88
2951,C#CC1(OC(=O)C2=CN(C)C=CC2)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,4.49
2952,CCN(CC)CCc1cccnc1,1.23
2953,ClC=C(Cl)Cl,2.42
2954,OC(CNCC(O)COc1ccccc1)COc1ccccc1,2.52
2955,CCC(C)NC(=O)C=C(Br)c1ccc(Cl)cc1,3.9
2956,CCN=c1[nH]c(C)c(C(=O)CCN(CC)CC)s1,2.72
2957,CC(C)c1ccccc1,3.66
2958,CN(C)C(=O)NCCCn1nc(-c2ccccc2)ccc1=O,1.61
2959,COc1c(Br)cc(Br)cc1Br,4.48
2960,CCOC(=O)c1cnc2c(C)cccn2c1=O,0.87
2961,Oc1cccc(-c2ccccc2O)c1,4.06
2962,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0.55
2963,CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2ccccc12,3.44
2964,c1ccc(N=c2cccc[nH]2)cc1,2.75
2965,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,4.42
2966,CC(=O)c1cc[n+]([O-])cc1,-0.93
2967,CCc1ccc(OC(C)=O)cc1,2.56
2968,O=C(O)CCSC1=NS(=O)(=O)c2ccccc2N1,0.66
2969,COC(=O)c1cc(OC(=O)N2CCCC2)c(Cl)cc1Cl,3.95
2970,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.91
2971,O=P(OCCCl)(OCCCl)OCCCl,1.44
2972,Cc1sc2ncn(CC(=O)N[C@@H]3CCC[C@@H](C)[C@H]3C)c(=O)c2c1C,4.34
2973,CCCOc1ccccc1NC(=O)OCCN1CCOCC1,2.78
2974,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,4.04
2975,COc1ccccc1N1CCN(CCCOc2ccc(F)cc2)CC1,4.1
2976,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)c(Cl)c(OC)c1,2.13
2977,CC(C)Oc1c(Br)c(Br)n(C)c1C(=O)N=c1nn[nH][nH]1,2.52
2978,CC(=O)C=Cc1ccccc1O,2.19
2979,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCNCC1,1.35
2980,c1ccc(CC2CC3=NOS4=C3C(=NO4)C2)cc1,2.8
2981,CCN=C=S,1.47
2982,CCCn1ccc(=O)c(O)c1CC,0.7
2983,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,6.0
2984,Cc1cccc(-n2c(SC(C)C(N)=O)nnc2-c2cccc(S(=O)(=O)N(C)C)c2)c1,3.81
2985,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1Oc1ccoc1,4.33
2986,Cc1cc(C)cc(C)c1,3.42
2987,CCOC(=O)c1c(N)n2c(=O)/c(=C/c3ccc(C(=O)OC)cc3)sc2c(C(=O)OC)c1=c1ccc(=C(O)OC)cc1,6.95
2988,CCc1ccccc1CC,3.72
2989,O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.69
2990,O=C(O)C1CCN1,-2.84
2991,c1ccc(N2CCOCC2)cc1,1.36
2992,COS(=O)c1ccc(O)cc1,0.58
2993,N#CC(=Cc1ccc2c(c1)OCO2)C(=O)NCc1cccc(CNC(=O)C(C#N)=Cc2ccc3c(c2)OCO3)c1,4.92
2994,CC(=O)c1ccccc1N,1.63
2995,C#CCN(C)C(C)Cc1ccccc1,2.9
2996,CC1CN(N=O)CCN1N=O,-0.28
2997,CCCCCCCCn1ccc(=O)c(O)c1C,2.88
2998,NC(=O)c1[nH]cnc1N=NN(CCO)Cc1ccccc1,0.99
2999,CC(C)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,0.31
3000,C=CCC(C)OC(=O)Nc1ccc(OCC)c(OCC)c1,3.37
3001,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N2CCOCC2C#N)C(O)C(C)O1)CC(O)(C(O)CO)C=4,1.56
3002,N#CC(C#N)=NNc1ccccc1,2.67
3003,O=S1(=O)N=C(C(Cl)Cl)Nc2cc(Cl)ccc21,1.81
3004,CC(=NNC(=S)NNC(=S)N(C)C)c1ccccn1,1.25
3005,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)C(C)C,-0.2
3006,CCOCCn1cnc2[nH]c(=O)n(C)c(=N)c21,-1.1
3007,CCS(=O)c1ccc2ccccc2n1,2.43
3008,COC(=O)c1ncccn1,-0.71
3009,COc1ccc(C(=O)C(O)O)cc1,0.63
3010,O=C(Cn1ccnc1[N+](=O)[O-])NCCCO,-1.27
3011,CCNC(N)=S,-0.21
3012,CC1CCCC(C)N1C(=O)CSc1nnc(-c2ccco2)n1Cc1ccccc1,4.49
3013,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.26
3014,FC(F)(F)c1ccccc1C1OCC2ON=C(c3ccccc3)C2CO1,4.31
3015,CC(C)=NC(=O)CNC(=O)C=[NH+][NH-],-0.41
3016,C=CC(=O)OC,0.8
3017,O=C(O)Cc1ccc(I)cc1,2.64
3018,O=C(OCC(=O)N1CCCCC1)c1ccccc1,1.95
3019,CCCOC(=O)c1ccccc1,3.01
3020,CCC(C)c1n[nH]c(=N)o1,0.62
3021,CC(=O)N(c1ccccc1)S(C)(=O)=O,0.29
3022,CN(CCc1ccc(O)c2[nH]c(=O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,2.59
3023,CCCCNC(=O)c1ccc2cc(O)c(O)cc2c1,2.72
3024,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,4.68
3025,CSCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.41
3026,COc1ccc(-c2nccnc2-c2ccc(OC)cc2)cc1,3.42
3027,NC(=O)Cc1ccc(C(=O)O)cc1,0.3
3028,NC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.9
3029,CNC(Cc1ccccc1)C(=O)O,-1.53
3030,CCCCCCCCCCOc1ccc(C(=O)O)cc1,6.29
3031,CCOc1cccnn1,0.63
3032,CC(C)(C)C(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O,1.34
3033,O=[N+]([O-])c1cc2ccccc2nn1,0.73
3034,Cc1cc(Cl)cc(Cl)c1,3.99
3035,CN1C(=O)CCC1c1cccnc1,0.07
3036,CC1=NS(=O)(=O)c2cnccc2N1,-0.41
3037,CC1=CCC2CC1C2(C)C,4.83
3038,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.47
3039,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,4.6
3040,C1=C\C=C/C=C\C=C/1,3.08
3041,CCOC(=O)c1cnc2cccc(C)n2c1=O,0.96
3042,c1ccc(OCc2cccc(CN3CCCOC3)c2)cc1,2.75
3043,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,1.9
3044,N=c1[nH]cnc2ncn(C(c3ccccc3)c3ccccc3)c12,3.19
3045,CC(CC(=O)O)n1nc2ccccc2n1,0.34
3046,O=P(N1CC1)(N1CC1)N1CC1,-0.62
3047,COc1ccc2c(OC(C)=O)c(OC)c(OC)c(OC(C)=O)c2c1,2.39
3048,O=C(O)Cc1ccccc1Nc1c(F)cccc1Cl,3.8
3049,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1.77
3050,Cc1cc(O)ccc1O,0.91
3051,CN(CCO)S(=O)(=O)c1ccc2c(c1)oc(=O)c1cc(S(=O)(=O)N(C)CCO)ccc12,3.2
3052,CCCc1ccc(OC(=O)NC)cc1,2.72
3053,Nc1ccc(F)cc1,1.15
3054,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(C)=O)CSC12)c1csc(=N)[nH]1,2.62
3055,CCN(C(=O)C(=O)c1cn(CC(=O)N2CCOCC2)c2ccccc12)c1ccccc1,2.05
3056,CCCCCCCBr,4.36
3057,CC(=O)N=c1[nH]c(=O)c2ncn(COCCOC(C)=O)c2[nH]1,-0.85
3058,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,3.16
3059,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.56
3060,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.34
3061,CC(C)C1=NS(=O)(=O)c2ccc(Cl)cc2N1,2.0
3062,N#CSc1ccccc1,2.54
3063,Cc1ccc(OCC2CN=C(N)O2)cc1,1.79
3064,O=NN1CCOCC1,-0.44
3065,COc1ccc(-c2nc3cnccc3o2)c(OC)c1,2.42
3066,CCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.25
3067,O=C(Oc1ccccc1Cl)N1CCCC1,3.13
3068,CNC(=O)N(C)C(=O)Nc1cc(F)ccc1F,2.4
3069,COc1ccc(OCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,3.7
3070,CC(=O)N=c1cc[nH]nc1,-0.41
3071,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,4.91
3072,CCCc1ccc([N+](=O)[O-])cc1,3.45
3073,CCN(CC)CCNC(=O)c1cc(F)cc(Cl)c1OC,3.18
3074,Cc1cnc(C)cn1,0.63
3075,OCC(O)C(O)C(O)C(O)CO,-3.1
3076,COc1ccc(-c2n[nH]c(=NC(=O)c3c(OC)cccc3OC)s2)cc1,3.56
3077,NCCCCNC(=O)c1ccccc1,0.58
3078,CC(=O)c1cccc(N)c1,0.83
3079,CSC1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.41
3080,Cc1cc(C2CC2)[nH]c(=Nc2ccccc2)n1,4.0
3081,CC(=O)c1ccc(F)cc1,1.72
3082,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCNc3ccccc3)c2s1,1.98
3083,CC(=O)c1ccc(C(=O)OCCN(C)C)cc1,1.57
3084,OCc1nonc1-c1ccccc1,1.92
3085,OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,3.27
3086,CCCCCOc1ccccc1NC(=O)OC1CCCCC1CN(C)C,5.46
3087,CCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,3.78
3088,CCCOP(=O)(OCCC)OCCC,1.87
3089,COc1cccc(OC)c1C(=O)N=c1[nH]nc(-c2ccc(Br)cc2)s1,3.92
3090,CC(=O)C(C#N)=NNc1cc(Cl)cc(Cl)c1,4.68
3091,O=C(Cc1cccnc1)NN1CC=CCC1,0.05
3092,O=c1ccnc2n1CCCC2,-0.14
3093,CCC(C)NC(=O)C=C(SC)c1ccccc1,3.03
3094,CCCCCC(CCC)C(=O)O,3.2
3095,S=P(N1CC1)(N1CC1)N1CC1,0.53
3096,O=C1OC(O)c2ccccc21,0.57
3097,OC1CCN(Cc2cccc(COc3ccccc3)c2)CC1,2.77
3098,CC(=O)Oc1ccccc1C,1.93
3099,CC1COc2ccccc2N1C(=O)C(Cl)Cl,2.7
3100,Cc1ccc2c(c1)[n+]([O-])nc(N)[n+]2[O-],0.2
3101,Cc1ccc(C(C)C)c(O)c1,3.3
3102,COc1ccc(C(=O)N(N)c2ccccc2)cc1,2.83
3103,CNC12CCCCC1CC(O)c1ccccc12,1.84
3104,CNCC(O)c1ccc(O)c(OC)c1,-0.64
3105,N#CCCOc1ccccc1,1.61
3106,Cc1nc2c(=N)[nH]cnc2n1C1OC(CO)CC1F,0.1
3107,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,2.65
3108,OCCc1ccccn1,0.12
3109,O=C(c1cc2ccccc2s1)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1,4.92
3110,OCC1OC(SCCc2ccccc2)C(O)C(O)C1O,-0.1
3111,N=c1[nH]cc(Cc2cccc(OCC(N)=O)c2)c(=N)[nH]1,0.28
3112,Nc1ccc(S(=O)(=O)N=c2cc[nH]cn2)cc1,-0.24
3113,CC(C)CNC(=O)NN,-0.84
3114,Cn1c(C=[N+](C)[O-])cnc1[N+](=O)[O-],0.04
3115,CC(Cl)[N+](=O)[O-],1.1
3116,Clc1ccc2ccccc2c1,3.9
3117,O=C(CN1CCCCC1)NC1COc2ccc(Cl)cc21,3.01
3118,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,1.55
3119,O=S1(=O)N=C(c2ccccc2)Nc2ccccc21,1.78
3120,O=C(Cn1ccnc1[N+](=O)[O-])NCCO,-1.34
3121,CCCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,4.51
3122,NS(=O)(=O)CCCOc1ccc([N+](=O)[O-])cc1,0.97
3123,NC(CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,2.06
3124,CC1=NS(=O)(=O)c2cc(Cl)c(N)cc2N1,0.63
3125,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,2.52
3126,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,4.4
3127,N#C/C=C/c1ccccc1,1.96
