,Unnamed: 0,smiles,logP,logD
2813,8785,Cc1ccc([C@@H](O)C#CC(O)(c2ccccc2)c2ccccc2)o1,3.53,
2814,2442,CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,6.53,
2815,16131,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(OC3CCOCC3)cc(N3CCOCC3)c2)n1,,3.7
2816,16287,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,1.71
2817,5721,CN(C)CCOC(=O)c1ccc(Cl)cc1,2.63,
2818,1367,CC(C)(C)C(=O)OCn1cnc2c(cnn2COC(=O)C(C)(C)C)c1=O,2.5,
2819,3840,CCCCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.29,
2820,11892,O=C(O)c1ccc(I)cc1,3.02,
2821,15168,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,,1.8
2822,5664,CN(C)C1=CC(=O)C(N(C)C)=CC1=O,1.03,
2823,8678,Cc1ccc(Cl)cc1C,3.82,
2824,9758,Cn1c(=O)cc(O)[nH]c1=O,-0.85,
2825,12821,O=c1[nH]c(O)c(-c2ccccc2)o1,1.09,
2826,8407,Cc1cc(C)c(C#[N+][O-])c(C)c1,3.21,
2827,2972,CCC1(CC)OCC(c2ccc(NC(=O)N(C)C)cc2C)CO1,2.76,
2828,3904,CCCCc1cccc(C2(C(Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,2.3,
2829,8882,Cc1cccc(C)c1NC(=O)CCCCN,1.02,
2830,1136,CC(=O)Oc1ccc(C(C)=O)cc1,1.29,
2831,11093,Nc1ccc(S(=O)(=O)N=c2ccc(Br)c[nH]2)cc1,2.3,
2832,7369,COc1ccc(-c2nccnc2-c2ccc(OC)cc2)cc1,3.42,
2833,6531,COC(=O)CCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,2.6,
2834,6842,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,0.64,
2835,8795,Cc1ccc([N+]([O-])=NC#N)cc1,2.39,
2836,8286,Cc1c(Cl)ccc(Cc2ccc(Cl)cc2Cl)c1Cl,7.2,
2837,4628,CCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,4.51,
2838,15397,COc1ccc(-c2c(-c3ccc(O)cc3O)n[nH]c2C)cc1,,3.37
2839,13063,OC/C=C/c1ccccc1,1.95,
2840,7041,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,4.88,
2841,17332,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC(O)CC1,,1.89
2842,14473,CCN(C(=O)NCc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,3.9
2843,9334,ClC=C1C2CC(C(Cl)C2(Cl)Cl)C1(C(Cl)Cl)C(Cl)Cl,5.49,
2844,10907,NS(=O)(=O)c1ccc(-c2ccccc2)cc1,2.24,
2845,3786,CCCCOC(=O)c1ccc(S(N)(=O)=O)cc1,2.34,
2846,4720,CCOC(=O)CCCOc1ccc(Cl)cc1C,4.26,
2847,9757,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.07,-0.03
2848,11511,O=C(Nc1ccc(Cl)c(Cl)c1)C1CCCCC1,4.72,
2849,11195,Nc1ccccc1NC(=O)Cc1ccccc1,1.45,
2850,15559,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,,1.55
2851,6449,COC(=O)C(C#N)=NNc1ccc(Cl)cc1C(F)(F)F,4.66,
2852,11956,O=C(OC1CCCCC1)n1cc(F)c(=O)[nH]c1=O,1.42,
2853,6413,CNc1ccccc1,1.66,
2854,3214,CCCCC(C)n1nc2ccccc2n1,3.78,
2855,15392,COc1cc[nH]c(=NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,,1.73
2856,10689,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.02,
2857,1885,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,1.28,
2858,9190,Cc1ncc([N+](=O)[O-])n1CC(O)Cn1c([N+](=O)[O-])cnc1C,0.31,
2859,14094,CC(C)N=c1[nH]c(C#N)nc(N2CCOCC2)c1N,,2.04
2860,15049,CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,,2.77
2861,8284,Cc1c(Cl)cc(C(C)C)c(Cl)c1Cl,6.2,
2862,17630,Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,,2.7
2863,15199,COc1cc(C(=O)c2cc(Cl)ccc2N)cc(OC)c1OC,,3.38
2864,2415,CC1=NS(=O)(=O)c2cc(Cl)cc([N+](=O)[O-])c2N1,0.85,
2865,6991,CON(C)C(=O)Nc1cccc(F)c1,1.68,
2866,14874,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,,3.04
2867,11488,O=C(NN=Cc1ccccc1O)c1cccc(F)c1,3.41,
2868,11205,Nc1cn[nH]c1,-1.09,
2869,10678,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.25,
2870,13635,c1ccc2c(c1)Cc1ccccc1O2,4.23,
2871,7251,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1Nc1ccccc1,3.42,
2872,15378,COc1cc2c(=Nc3cccc(Cl)c3Cl)c(C(N)=O)c[nH]c2cc1NCCN(C)C,,3.41
2873,1990,CC(C)c1ccc(C=[N+]([O-])c2ccccc2)cc1,3.37,
2874,8065,CSC(C)=NOC(=O)N(C)SN(C(=O)c1ccc(C)cc1)C(C)C,3.4,
2875,11672,O=C(O)CCCCCNCCc1ccccc1,-1.3,
2876,13646,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOCCO2,0.23,
2877,8002,CS(=O)(=O)NCCN1CCc2cccc(Cl)c2CC1,2.51,
2878,3545,CCCCCCOC(=O)C(CC)C(CO)Cc1cncn1C,2.71,
2879,3572,CCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,5.29,
2880,2369,CC1=C(C)S(=O)(=O)CCS1(=O)=O,-0.17,
2881,3884,CCCCc1ccc(C(=O)O)cc1,3.97,
2882,897,CC(=O)Nc1ccc(Br)c(Cl)c1F,2.86,
2883,14632,CCOc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1,,1.86
2884,16443,Clc1ccc(-c2cn3ccccc3n2)cc1,,4.0
2885,3040,CCC=CCC=CCC=CCCCCCCCC(=O)O,6.46,
2886,8276,Cc1c(CN(C)C(=O)C(C)n2nc(C(F)F)c(Br)c2C)cnn1C,3.12,
2887,13188,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.2,3.6
2888,16145,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,,2.17
2889,2929,CCC(Cl)(CC)C(=O)NC(N)=O,1.4,
2890,3150,CCCC(O)CCC,2.22,
2891,13231,OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,3.27,
2892,9914,Fc1c(F)c(F)c(F)c(F)c1F,2.55,
2893,3661,CCCCCc1ccc(N)cc1,3.39,
2894,9277,Cc1ssc(=O)c1C,1.73,
2895,15334,COc1cc2[nH]cnc(=Nc3ccc(Cl)c(O)c3)c2cc1OC,,3.3
2896,4974,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,3.23,
2897,2327,CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC(O)C12F,2.4,
2898,12695,O=[N+]([O-])c1ccc2oncc2c1,1.46,
2899,12995,O=c1n[n+]([O-])ccn1Cc1ccccc1,0.19,
2900,4342,CCN(CC)Cc1ccc(C(=O)Nc2ccccc2)cc1,3.49,
2901,3439,CCCCCCCCCCCCn1cc(C(O)O)cc1O,2.6,
2902,3839,CCCCOc1ccc(OC(=O)NC)cc1,2.86,
2903,17301,O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1,,2.84
2904,7259,COc1cc(Cl)c(Cl)cc1Cl,3.85,
2905,8379,Cc1cc(Br)c[nH]c1=NS(=O)(=O)c1ccc(N)cc1,2.05,
2906,17288,O=C(O)c1ccc(-c2nnn(Cc3ccccc3F)n2)cc1,,0.3
2907,2070,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,3.08,
2908,9614,Clc1ccc(Oc2ccc(Cl)cc2)cc1,5.25,
2909,5094,CCOc1ccc(CC(=O)C2=C(N3CCCC3)CCCC2=O)cc1OCC,3.3,
2910,2821,CCC(C)C(NC(C)=O)C(=O)NC(CC(N)=O)C(N)=O,-1.41,
2911,10746,NCCCCCc1ccccn1,1.32,
2912,8690,Cc1ccc(N(CCOC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C2=NS(=O)(=O)c3ccccc32)cc1,5.58,
2913,8352,Cc1cc(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)[nH]o1,2.83,
2914,7002,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(CSc3nnnn3C)CSC12)c1csc(=N)[nH]1,1.74,
2915,2892,CCC(C)n1nnc2ccccc21,2.31,
2916,12044,O=C(c1ccccc1)c1ccc(O)cc1,3.07,
2917,16541,FC(F)(F)c1nnc2ccc(-n3ccnc3)nn12,,0.91
2918,1869,CC(C)NCC(O)COCCc1ccccc1,1.76,
2919,8501,Cc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,-0.88,
2920,24,Brc1ccc(-c2ccccc2)cc1,4.96,
2921,11834,O=C(O)Cc1ccccc1O,0.85,
2922,14954,CN=c1cccc(CCCc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)[nH]1,,0.57
2923,15754,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCC2CCN(S(C)(=O)=O)CC2)cn1,,3.5
2924,6094,CN=c1nc(C(Cl)(Cl)Cl)nc(C)[nH]1,2.43,
2925,12124,O=C1C=NC(c2ccccc2)c2ccccc2N1,2.18,
2926,1605,CC(C)C(=O)N[C@H](Oc1ccc(C=O)cc1)C(Cl)(Cl)Cl,3.68,
2927,4960,CCOCc1ccccc1NC(=O)OCCN1CCCCC1,2.72,
2928,13187,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.36,3.8
2929,3015,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.3,
2930,13040,OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(-c2ccccn2)cc1,3.58,
2931,10334,N=c1cc(C(=O)NN)cc[nH]1,-0.98,
2932,5742,CN(C)N=Nc1ccc(C(F)(F)F)cc1,4.0,
2933,8031,CS(=O)(=O)c1cccc(CC(=O)O)c1,0.06,
2934,983,CC(=O)Nc1cccc(OCc2cccc(N3C(N)=NC(N)=NC3(C)C)c2)c1,1.15,
2935,12509,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,3.02,
2936,16932,NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2,,1.9
2937,8446,Cc1cc(C)nc(OC(C(=O)O)C2(c3cccc(-c4ccccc4)c3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,1.8,
2938,14365,CCCNC(=O)c1n[nH]c2c(-c3ccccc3)cccc2c1=N,,3.8
2939,6281,CNC(=O)Oc1ccccc1SC,1.51,
2940,4522,CCNC(C)Cc1cccc(C(F)(F)F)c1,3.36,
2941,20,Brc1cc2ccccc2nn1,1.72,
2942,8314,Cc1c(O)c(=O)ccn1CCN,-1.55,
2943,7889,COc1ccccc1N=NN(C)C,2.34,
2944,8737,Cc1ccc(O)cc1[N+](=O)[O-],2.18,
2945,10474,NC(=O)COc1ccccc1,0.76,
2946,466,C=CCn1cncc1[N+](=O)[O-],0.52,
2947,644,CC(=O)N(CCCl)c1ccc(CC(=O)O)cc1,1.2,
2948,15647,COc1nc(Br)c[nH]c1=NS(=O)(=O)c1ccc(Cl)s1,,0.99
2949,15296,COc1cc(OC)nc(-n2ncc(Cl)c(Cl)c2=O)n1,,1.4
2950,4552,CCOC(=Cc1ccccc1)C(=O)NC(C)CC,3.2,
2951,12556,O=[N+]([O-])OCC(CO)O[N+](=O)[O-],0.83,
2952,9323,ClC1C(Cl)C(Cl)C(Br)C(Cl)C1Cl,3.81,
2953,2197,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,5.95,
2954,8831,Cc1ccc2cccc([N+](=O)[O-])c2n1,1.99,
2955,3940,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.58,
2956,10463,NC(=O)CCl,-0.53,
2957,5761,CN(C)N=Nc1ccccc1C(=O)NCC#N,1.79,
2958,2247,CC1(C)NC(=O)NC1=O,-0.48,
2959,5899,CN(Cc1ccc(Cl)cc1)N=Nc1ccc(C(=O)O)cc1,4.85,
2960,13381,Oc1cccc2ncccc12,1.85,
2961,7112,COc1c(OC)c(OC(C)=O)c2cc(C)c(C)cc2c1OC(C)=O,3.14,
2962,1076,CC(=O)OCC1OC(n2ccc(=N)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,-0.8,
2963,1539,CC(C)(CN1CCCCC1)C(=O)c1ccccc1,3.78,
2964,8839,Cc1ccc2nc3sc(=O)sc3nc2c1,3.78,
2965,3467,CCCCCCCCN(C)N=Nc1[nH]cnc1C(N)=O,3.22,
2966,14056,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,,3.8
2967,3579,CCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],-1.22,
2968,17244,O=C(O)CCc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,,2.47
2969,4985,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,1.98,
2970,16016,Cc1cc(CN2Cc3ccccc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,,2.41
2971,13473,[O-][n+]1ccc(Cl)c2ccc(Cl)cc21,1.85,
2972,12134,O=C1C=NC(c2ccccc2F)c2cc(Cl)ccc2N1,2.7,
2973,4260,CCN(CC)C(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.44,
2974,3236,CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCC[N+]1([O-])CCOCC1)C(C)C,4.07,
2975,2968,CCC1(CC)C(=O)NC(=O)NC1=O,0.65,
2976,17012,O=C(COCc1ccncc1)N1CCC(c2ccc(F)cc2Cl)CC1,,2.7
2977,14420,CCCc1c(OCCCOc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O,,3.0
2978,12550,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.87,
2979,6181,CNC(=O)OCc1cccc(COC(=O)NC)n1,0.24,
2980,5934,CN(N=O)C1CCCCC1,1.43,
2981,4763,CCOC(=O)Cc1nc(O)c(N2CCCCC2)s1,2.34,
2982,957,CC(=O)Nc1ccc2ncccc2c1,1.55,
2983,14684,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1cccnc1,,2.2
2984,13985,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,,-1.3
2985,16811,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,,1.12
2986,6540,COC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,0.18,
2987,12950,O=c1cc(C(O)O)oc2ccccc12,1.26,
2988,11826,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1I,4.8,
2989,5190,CCOc1nc(=NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)[nH]c(=NC)[nH]1,1.59,
2990,1422,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cc(Cl)ccc1Cl,3.36,
2991,872,CC(=O)Nc1cc(C)c(O)c(C)c1,1.11,
2992,13541,c1ccc(-c2ncc3ccccc3n2)cc1,3.42,
2993,14375,CCCN[C@H]1CCc2[nH]c(=N)sc2C1,,3.15
2994,13607,c1ccc(Oc2ccccn2)cc1,2.39,
2995,13533,c1ccc(-c2cnc(-c3ccccc3)o2)cc1,4.67,
2996,1801,CC(C)Cc1[nH]c(=O)[nH]c1O,0.35,
2997,13128,OCC1OC(Oc2cc(OC3OC(CO)C(O)C(O)C3O)c(I)cc2I)C(O)C(O)C1O,-0.25,
2998,5362,CCc1cccc(NC(=O)Cc2ccccc2)c1,3.47,
2999,12397,O=NN1CCC(=O)CC1,-0.47,
3000,7917,COc1ccccc1OCC1CN=C(N)O1,0.85,
3001,7410,COc1ccc(C(=O)NN=Cc2ccccc2O)cc1,3.34,
3002,15673,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1,,4.0
3003,10076,N#CNC1=NCCN1Cc1ccc(Cl)nc1,0.77,
3004,3437,CCCCCCCCCCCCc1ccc(S(=O)(=O)O[Na])cc1,1.96,
3005,516,CC#CC#CC#Cc1ccccc1,4.91,
3006,4535,CCNCc1ccccc1,1.82,
3007,9810,Cn1cc[nH]c1=S,-0.34,-0.42
3008,2792,CCC(C)C(NC(=O)C(N)C(C)O)C(=O)O,-0.86,
3009,2211,CC1(C)C=Cc2ccccc2O1,3.31,
3010,9700,Clc1ccccc1-c1ccccc1,4.53,
3011,2780,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C([NH3+])C=O)C([O-])O,-1.99,
3012,7777,COc1cccc(NC(C)=O)c1C,1.13,
3013,1731,CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,0.32,
3014,15837,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1,,2.49
3015,8787,Cc1ccc([N+](=O)[O-])c(O)c1,2.31,
3016,9560,Clc1ccc(Cl)c(Oc2ccccc2)c1,5.13,
3017,10806,NNC(=O)Nc1ccc(O)cc1,-0.55,
3018,3683,CCCCN(C)N=Nc1ccc(C(N)=O)cc1,2.46,
3019,15122,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,0.01
3020,9947,Fc1ccccc1CCl,2.67,
3021,7935,COc1ccncc1,1.0,
3022,17096,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ncc1Cl,,2.09
3023,15752,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,,3.51
3024,12184,O=C1CCC2CCC(=O)N12,-1.11,
3025,16171,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,3.47
3026,3768,CCCCOC(=O)C(N)Cc1ccc(O)cc1,1.8,
3027,11259,O=C(CCN1CCCCC1)Cn1c(O)cc(-c2ccc(Cl)cc2)c1O,2.23,
3028,11402,O=C(N=c1[nH]cnc2c1ncn2C1OC(CO)CC1F)c1ccccc1,0.73,
3029,8566,Cc1ccc(C(=N)c2ccc(C)cc2)cc1,3.71,
3030,5414,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,
3031,3737,CCCCNC(=O)c1cc(Br)cc(C)c1O,4.21,
3032,13276,Oc1c(F)cccc1F,1.96,
3033,12258,O=C1OC(Cc2ccccc2)c2ccccc21,3.12,
3034,14899,CN1CCN(S(=O)(=O)c2ccc(-c3c[nH]c(=N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,,3.25
3035,17624,Oc1ccc(Br)c2ccccc12,,4.3
3036,14717,CCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)C,,2.55
3037,7598,COc1ccc(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,2.76,
3038,3409,CCCCCCCCCCCCCCCC(=O)O,7.17,
3039,16548,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,,3.04
3040,10362,N=c1cn[nH]c2ccccc12,1.04,
3041,13858,CC(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,,2.4
3042,16994,O=C(CCc1ccccc1O)Nc1ccccc1,,2.71
3043,6278,CNC(=O)Oc1ccccc1I,1.94,
3044,4294,CCN(CC)CCCCCC(=O)Nc1c(C)cccc1C,2.95,
3045,556,CC(=O)C(C)C,0.84,
3046,10582,NC(=O)c1cccc(S(N)(=O)=O)c1,-0.84,
3047,9313,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,5.57,
3048,10357,N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,-2.51,
3049,14676,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccc(F)cc2)nc2ccccc12)c1ccccc1,,3.72
3050,11739,O=C(O)COc1ccc(Cl)cc1,2.25,
3051,287,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(OC(=O)CCCC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4=CCC(=O)C43C)C12,1.37,
3052,10766,NCCc1c[nH]c2ccccc12,1.55,
3053,16505,Cn1cc(-c2cccc(CC(NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,,2.6
3054,11421,O=C(NC(CO)C(O)c1ccc(-c2ccccn2)cc1)C(F)(F)F,1.31,
3055,5017,CCOP(=S)(OCC)Oc1ccc(SC)cc1,4.16,
3056,15027,CNC(C)C(=O)NC(C(=O)N[C@H]1CCN(CCCc2ccccc2)C1)C1CCCCC1,,1.9
3057,13280,Oc1c2c(c(O)n1-c1nccs1)C1c3ccccc3C2c2ccccc21,3.83,
3058,9962,Ic1ccccc1,3.25,
3059,9768,Cn1c(C(C#N)C(=O)C(Sc2ccccc2)c2ccccc2)nc2ccccc21,5.28,
3060,3553,CCCCCCOC(=O)c1cccnc1,3.51,
3061,9414,Clc1cc(Cl)c(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,7.13,
3062,15427,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)C4CC4)c3[nH]2)cc1,,1.71
3063,5398,CCc1ccncc1,1.65,
3064,6203,CNC(=O)ON=CC(C)(C)[N+](=O)[O-],0.36,
3065,9728,Clc1ncccn1,0.36,
3066,5981,CN1C(=O)SC(=CC=Cc2ccc([N+](=O)[O-])o2)C1=O,1.4,
3067,9621,Clc1ccc(Oc2ccccc2)c(Cl)c1,4.93,
3068,139,C#CCOc1cc(OC(=O)N(CC)CC)c(Cl)cc1Cl,3.95,
3069,724,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,0.26,
3070,16983,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C(CO)CO)ccc12,,2.62
3071,3536,CCCCCCNC(=O)COC(=O)c1ccccc1,2.81,
3072,17008,O=C(COCc1ccccn1)N1CCN(c2ccc(Cl)cc2Cl)CC1,,3.47
3073,5446,CCn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.11,
3074,11085,Nc1ccc(S(=O)(=O)N2C(=O)NC(=O)C2(c2ccccc2)c2ccccc2)cc1,3.27,
3075,3760,CCCCNc1ccccc1C(N)=O,2.33,
3076,11120,Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,2.04,
3077,6240,CNC(=O)Oc1ccc(N(C)C)c(C)c1,1.9,
3078,11010,Nc1cc([N+](=O)[O-])ccc1O,1.26,
3079,16580,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(Cl)cccc4c3C2)CC1,,3.59
3080,5554,CN(C)C(=O)Nc1ccc([N+](=O)[O-])cc1,1.51,
3081,7233,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1I,2.4,
3082,225,C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,1.47,
3083,13419,S=C=NCc1cccc2ccccc12,4.42,
3084,17572,O=c1ccoc2cc(OCc3ccccc3)ccc12,,3.33
3085,6076,CN=c1[nH]c(C)c(C(=O)CCN2CCOCC2)s1,0.95,
3086,17209,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1,,1.59
3087,15572,COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,,1.46
3088,3612,CCCCCNc1ccc(C(=O)OCCN(C)C)cc1,4.14,
3089,10652,NC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,-1.14,
3090,12024,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,4.04,
3091,8214,C[N+](C)(CCCS(=O)(=O)[O-])Cc1ccccc1,-2.27,
3092,4881,CCOC(=O)c1cnc2ccccn2c1=O,0.25,
3093,709,CC(=O)NC(C(C)=O)C(N)O,-1.57,
3094,9653,Clc1ccc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c1,6.79,
3095,7168,COc1cc(C)n(-c2cc(C)nc(C)n2)n1,2.6,
3096,6869,COCC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1,0.08,
3097,5261,CCc1[nH]c(=N)[nH]c(=N)c1-c1ccc(Cl)cc1,2.69,2.31
3098,14567,CCNC(=O)c1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,,1.47
3099,12353,O=Cc1ccco1,0.41,
3100,6112,CNC(=O)CCc1c[nH]c2ccccc12,1.23,
3101,3297,CCCCCC1(c2ccncc2)CCC(=O)NC1=O,2.26,
3102,3355,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.91,
3103,12061,O=C(c1nn(-c2ccccc2)c(=O)c2ccccc12)N1CCOCC1,2.47,
3104,16598,N#CCNC(=O)C1CCCCC1C(=O)N1CCc2ccccc2C1,,1.91
3105,16102,Cc1ccc(C(=O)N(CCCN)C(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,,2.88
3106,6640,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,4.28,
3107,4865,CCOC(=O)c1ccccc1O,2.95,
3108,6098,CNC(=O)C(=NOC)c1ccccc1Oc1ccccc1,2.32,
3109,15602,COc1cccc2c(=O)cc(-c3ccccc3)[nH]c12,,2.3
3110,16814,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,,0.79
3111,17213,O=C(Nc1ccccc1)N1CCOCC1,,1.0
3112,6257,CNC(=O)Oc1cccc(C=O)c1,0.92,
3113,16133,Cc1ccc(COC(=O)N2CCC(CN=c3nccc[nH]3)CC2)cc1,,3.6
