,Unnamed: 0,smiles,logP,logD
3296,7617,COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.58,0.13
3297,15457,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,,3.5
3298,3005,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,3.8,
3299,4451,CCNC(=O)c1cc2ccccc2[nH]1,2.32,
3300,2732,CCC(C)C(N)C(=O)N1CCCC1C(=O)NC(C(=O)O)C(C)CC,-1.65,
3301,457,C=CCn1c(SCC(=O)NCc2ccc(C(=O)OCC)cc2)nc2sc(C)c(C)c2c1=O,4.83,
3302,3865,CCCCc1ccccc1,4.38,
3303,16816,NC1(c2ccc(-c3ncc4ccccc4c3-c3ccccc3)cc2)CCC1,,3.6
3304,9258,ClC=C1C2CC(C(Cl)C2Cl)C1(CCl)C(Cl)Cl,5.45,
3305,1955,CC(C)S(=O)(=O)n1c(=N)[nH]c2ccc(C(=NO)c3ccccc3)cc21,3.1,
3306,4536,CCOC(=O)C(=Cc1ccccc1)C(C)=O,2.21,
3307,11947,O=C(c1cccc(C(F)(F)F)c1)c1ccc2n1CCC2C(=O)O,3.69,
3308,3772,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,4.75,
3309,7368,COc1ccc(C(C)C(=O)O)cc1,1.9,
3310,617,CC(=O)COc1ccccc1,1.04,
3311,14125,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,,3.8
3312,2341,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC(=O)C(C)C)c3ccccc3)C2SC1,2.05,
3313,15405,COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,,2.36
3314,7053,COc1c(OC)c(OC(C)=O)c2cc(F)ccc2c1OC(C)=O,2.75,
3315,2086,CC(N)(Cc1ccc(O)cc1)C(=O)O,-1.89,
3316,10062,N#Cc1cccc([N+](=O)[O-])c1,1.17,
3317,15369,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,,3.96
3318,2274,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.62,
3319,13150,OCc1ccco1,0.28,
3320,8891,Cc1cccc2cc[nH]c12,2.56,
3321,16478,Fc1ccc2c[nH]nc2c1,,2.3
3322,790,CC(=O)NCC(=O)NC(C(N)=O)C(C)C,-1.33,
3323,8627,Cc1ccc(N2Cn3c(nc4ccccc4c3=O)C2C)cc1,2.16,
3324,13681,c1nc[nH]n1,-0.58,
3325,7496,COc1ccc(NC(=O)N=C(N)N)cc1,0.56,
3326,7044,COc1c(OC)c(OC(=O)C(C)C)c2ccccc2c1OC(=O)C(C)C,4.61,
3327,9116,Cc1ncc([N+](=O)[O-])n1CCNC(=O)OC1CCCCC1,2.01,
3328,17078,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,,1.15
3329,17281,O=C1CCCCCN1,,-0.08
3330,1726,CC(C)CC(NC(=O)CN)C(=O)O,-0.78,
3331,1146,CC(=O)Oc1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4cccc(OC(C)=O)c4)C5=O)cc3C2=O)c1,5.13,
3332,8369,Cc1cc(C)nc(-n2[nH]c(=O)cc2C)n1,1.29,
3333,15477,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,,0.83
3334,11236,O=C(COC(=O)c1ccccc1F)Nc1ccccc1,3.18,
3335,11071,Nc1cccc(CO)c1,-0.05,
3336,4844,CCOC(=O)n1c(-c2cscn2)nc2ccccc21,2.51,
3337,11321,O=C(N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1)c1ccccc1,0.3,
3338,12086,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.63,2.19
3339,8294,Cc1cc(=O)n(-c2ccccc2)n1C,0.38,0.11
3340,17336,O=S(=O)(N=c1[nH]c(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,,2.11
3341,17400,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,,0.12
3342,1405,CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c1ccccc1Cl,3.49,
3343,213,C1COCCOCCOCCO1,-0.04,
3344,5478,CN(C)C(=O)NS(=O)(=O)c1ccccc1,0.28,
3345,16059,Cc1ccc(N=C(N)N)cc1C,,-1.34
3346,2191,CC1(C)C=Cc2ccccc2O1,3.31,
3347,11729,O=C(O)Cc1cccc(F)c1,1.65,
3348,2232,CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.53,
3349,17447,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12,,1.88
3350,10746,NNC(=O)c1cccc(N)c1,-0.86,
3351,4262,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.62,0.34
3352,12820,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,-1.24,
3353,13985,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,,4.14
3354,17080,O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccn2)s1,,0.7
3355,1490,CC(C)(C)c1cc(Cc2ccccc2)[nH]n1,4.35,
3356,1958,CC(C)Sc1nnc(C(C)C)c(=O)n1N,2.06,
3357,7583,COc1ccc2[nH]c(=NCCCNCCCN=c3[nH]c4ccc(OC)cc4n4cccc34)c3cccn3c2c1,2.58,
3358,16694,N=c1[nH]nc(Cc2ccc(Cl)cc2)s1,,2.34
3359,11435,O=C(Nc1ccc(Cl)cc1)c1cccnc1,2.52,
3360,6715,COC(C)(C)CCCC(C)C=CC=C(C)CC(=O)OC(C)C,5.5,
3361,10611,NC(Cc1ccccc1)C(=O)O,-1.38,
3362,6134,CNC(=O)ON=C1SC(C)OC1C,0.96,
3363,9093,Cc1nc2c(=N)[nH][nH]c(=N)c2nc1C,1.14,
3364,12140,O=C1NC(=O)C2(CCC2)C(=O)N1,-0.27,
3365,6892,COCc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,1.19,
3366,7137,COc1cc(CC(=O)O)ccc1OCCCC(C)C,3.3,
3367,16011,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,,4.49
3368,16970,O=C(N=c1ccc(N2CCOCC2)c[nH]1)c1n[nH]c(=Nc2ccccc2F)o1,,2.4
3369,12178,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,3.2,
3370,9100,Cc1ncc(-c2ccccc2)nc1-c1ccccc1,4.29,
3371,10005,N#Cc1c(N)sc2ccccc12,2.17,
3372,15624,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4ocnc34)[nH]2)c1,,2.9
3373,6299,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4.05,1.92
3374,15687,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,1.87
3375,15961,Cc1cc(Oc2cc[nH]c(=Nc3ccc(S(N)(=O)=O)cc3)c2)c(-c2ccccn2)nc1C,,2.34
3376,5015,CCOc1cc(C=O)ccc1O,1.58,
3377,3093,CCCC(C)=O,0.91,
3378,14287,CCCNCc1cnc(-c2ccc(C(=O)Nc3ccccc3N)cc2)s1,,1.75
3379,8276,Cc1cc(-n2[nH]c(C)cc2=O)nc(C)n1,0.89,
3380,4747,CCOC(=O)OCC,1.21,
3381,16305,Cc1ncc(-c2cc[nH]c(=Nc3ccc(N4CCN(C(=O)CN(C)C)CC4)cc3)n2)n1C(C)C,,3.31
3382,14614,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,,1.6
3383,1926,CC(C)OC(=O)c1ccc2[nH]c3c(c2c1)CCCC3,4.97,
3384,4646,CCOC(=O)CC(C)n1nc2ccccc2n1,2.7,
3385,10765,NNP(=O)(Oc1ccccc1)Oc1ccccc1,1.51,
3386,15243,COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN(C(C)C)C(C)C,,3.5
3387,3153,CCCCC(=O)O,1.39,
3388,17149,O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,,2.6
3389,16336,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,,0.47
3390,13691,C#CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,3.59
3391,13383,[O-][n+]1cc(Cl)nc(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,3.66,
3392,3397,CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,8.06,
3393,7540,COc1ccc(OCCO)cc1,1.13,
3394,5018,CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1-n1cccc1,2.89,
3395,3826,CCCCSP(=O)(SCCCC)SCCCC,5.7,
3396,1892,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,5.4,
3397,5794,CN(C)c1nc(N(C)C)nc(N(C)CCO)n1,1.96,
3398,3586,CCCCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.62,
3399,10403,NC(=O)Cn1nnc2ccccc21,-0.1,
3400,7824,COc1ccccc1N=c1nc(OCC(F)(F)F)[nH]c(OCC(F)(F)F)n1,5.27,
3401,896,CC(=O)Nc1ccc(C(=O)O)c(O)c1,1.62,
3402,10809,NS(=O)(=O)c1cc2c(s1)C(O)CCS2,0.48,
3403,16245,Cc1nc(-c2ccccc2)c(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)[nH]c1=O,,3.9
3404,5612,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,-0.9,
3405,1001,CC(=O)Nc1cccs1,1.1,
3406,1832,CC(C)N=c1nc(SC(F)F)[nH]c(=NC(C)C)[nH]1,4.25,
3407,5373,CCc1ncc(C)nc1CC,1.95,
3408,7991,CSC(=NOC(=O)N(C)COC1OC(C(=O)O)C(O)C(O)C1O)C(=O)N(C)C,-2.52,
3409,13637,c1ccc2nsnc2c1,1.98,
3410,14592,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(Br)ccc12)c1ccccc1,,3.18
3411,11895,O=C(OCc1c(F)cccc1Cl)c1cccc(S(=O)(=O)N2CCCC2)c1,4.22,
3412,7521,COc1ccc(OC)c(C=O)c1,1.91,
3413,8762,Cc1ccc2nc3c(c(=O)n2c1)CCC3,1.63,
3414,9580,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,5.81,
3415,14209,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccccc1,,1.38
3416,2461,CC1CCC(C)O1,1.22,
3417,14257,CCCCOc1nc(=N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2[nH]1,,3.76
3418,3806,CCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,3.62,
3419,16817,NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1,,2.5
3420,11198,O=C(CN1CCCCC1)NC1COc2ccc(Cl)cc21,3.01,
3421,4133,CCCc1ccc([N+](=O)[O-])cc1,3.45,
3422,15178,COc1cc(N=c2cc(Oc3cccnc3)cc[nH]2)cc(OC)c1OC,,2.66
3423,5765,CN(C)c1ccc2cccnc2c1,2.71,
3424,11899,O=C(OCc1ccccc1)n1c(=O)[nH]cc(F)c1=O,1.42,
3425,13586,c1ccc2c(c1)ccc1c3ccsc3ccc21,5.35,
3426,12631,O=[N+]([O-])c1cccc2ccc[n+]([O-])c12,0.04,
3427,471,C=Cc1c(O)c(N2CC2)c(C)c(O)c1N1CC1,1.35,
3428,6781,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)OCC1O,0.64,
3429,9601,Clc1cccc(NC2=NCCN2)c1Cl,1.94,
3430,7172,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1N,0.83,
3431,12510,O=[N+]([O-])c1cc(Cl)ccc1Cl,3.09,
3432,11939,O=C(c1ccc(Cl)cc1Cl)c1ccc2n1CCC2C(=O)O,3.56,
3433,14801,CN1CCN(C(=O)c2cc3ccccc3n2C)CC1,,1.71
3434,13470,c1ccc(C2CC2)cc1,3.27,
3435,6716,COC(C)(OC)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,3.45,
3436,13417,c1cc2ccc3cccc4sc(c1)c2c34,4.95,
3437,11902,O=C(OCn1ncc2c(=O)[nH]cnc21)c1ccc(CN2CCOCC2)cc1,1.12,
3438,16000,Cc1ccc(-c2csc3[nH]cnc(=O)c23)cc1,,2.59
3439,8510,Cc1ccc(C(=O)N2CCCCC2)cc1,2.8,
3440,5467,CN(C)C(=O)Cc1ccco1,0.01,
3441,13397,[O-][n+]1cnc2c(c1)ncn2C1OC(CO)CC1F,-1.38,
3442,15612,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1,,1.41
3443,2190,CC1(C)C=C2OC(=N)C(C#N)[C@@H](c3ccc(C(F)(F)F)cc3)C2C(=O)C1,4.55,
3444,6164,CNC(=O)Oc1ccc(Br)cc1,2.17,
3445,6903,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0.73,
3446,16282,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)N4CCCN(C)CC4)cc3)ncc2F)n1C(C)C,,2.02
3447,2972,CCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,-0.4,
3448,10665,NCCCCCc1ccncc1,1.4,
3449,6752,COC1=CC(=O)c2ccccc2C1=O,1.35,
3450,14311,CCCSc1nc(N2CCC[C@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,,2.18
3451,2254,CC1(C)[C@@]2(C)CC[C@]1(C(=O)Nc1ccccc1C(F)(F)F)c1nc3ccccc3nc12,6.01,
3452,5827,CN(CCN)S(=O)(=O)c1ccc(C(C)(C)[N+](=O)[O-])c([N+](=O)[O-])c1,0.65,
3453,17117,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cccc2[nH]cnc12,,-0.05
3454,13529,c1ccc2[nH]ncc2c1,1.77,1.9
3455,9751,Cn1cnc([N+](=O)[O-])c1Cl,1.06,
3456,9553,Clc1ccc2[nH]c(Cc3ccc(Br)cc3)nc2c1,5.38,
3457,2668,CCC(=O)c1ccc(O)cc1,2.03,
3458,12447,O=[N+]([O-])C=Cc1ccco1,1.56,
3459,4723,CCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.5,
3460,6858,COCCOC(=O)c1ccccc1,1.78,
3461,14837,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,,-1.29
3462,11678,O=C(O)COc1cccc([N+](=O)[O-])c1,1.37,
3463,8438,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,2.3,
3464,11192,O=C(CN(C(=O)CCl)c1ccccc1)Nc1ccccc1,2.32,
3465,3985,CCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,2.84,
3466,15299,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,,3.15
3467,11191,O=C(CN(C(=O)C(Cl)Cl)c1ccccc1)Nc1ccccc1,2.96,
3468,6371,COC(=O)C(=Cc1ccco1)[N+](=O)[O-],1.88,
3469,3931,CCCN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,3.4,
3470,5588,CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1[N+](=O)[O-],-0.09,
3471,864,CC(=O)Nc1cc(C)c(Br)c(C)c1,3.28,
3472,110,C#CCOc1c(Cl)cc(N=CNOC(C)C)cc1Cl,3.9,
3473,17120,O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,,2.74
3474,10784,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1,1.11,
3475,883,CC(=O)Nc1cc(OC(F)(F)F)c(Cl)cc1Cl,3.71,
3476,9869,Fc1ccccn1,0.84,
3477,2144,CC(OC(=O)c1cccc(C(F)(F)F)c1)C(N)=O,2.75,
3478,5542,CN(C)C(=O)Oc1cccc(N(C)C)c1,1.93,
3479,4623,CCOC(=O)C1=CC2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.54,
3480,7473,COc1ccc(N(CC(=O)N[C@@H]2CCS(=O)(=O)C2)S(=O)(=O)c2ccc(C)c(Cl)c2)cc1,3.32,
3481,17602,c1nc(N2CCCCC2)c2[nH]cnc2n1,,1.84
3482,12713,O=c1[nH]c(=O)n(-c2ccccc2)o1,1.74,
3483,4949,CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],4.62,
3484,7704,COc1cccc(NC(=O)N(C)C)c1,1.73,
3485,2000,CC(C)c1ccccc1,3.66,
3486,557,CC(=O)C(N)C(O)O,-2.94,
3487,12021,O=C1C=CCCC1,0.61,
3488,164,C(=NN1CCCCC1)c1ccccc1,3.04,
3489,7962,CS(=O)(=O)c1ccc2ncccc2c1,0.7,
3490,4144,CCCc1cssc1=O,2.38,
3491,16455,FC(F)(F)c1cc(COCC(c2ccccc2)N2CCNCC2)cc(C(F)(F)F)c1,,2.9
3492,1539,CC(C)(O)C(Cl)(Cl)Cl,2.03,
3493,9659,Cn1c(=N)[nH]c2ccccc21,0.95,
3494,2512,CC1COC(=O)O1,-0.41,
3495,11363,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,3.78,1.13
3496,2503,CC1CN(N=O)CC(C)O1,0.32,
3497,3506,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,2.63,
3498,7450,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1C(C)C,2.79,
3499,12759,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCc3ccccc3)c2s1,1.15,
3500,8326,Cc1cc(C(=O)O)no1,0.68,
3501,9637,Clc1cnc(-c2ccccc2)c(-c2ccccc2)n1,4.05,
3502,5792,CN(C)c1nc(Cl)nc(N(C)C)n1,2.31,
3503,12414,O=S1(=O)N=C(CCl)Nc2cc(Cl)ccc21,1.68,
3504,12488,O=[N+]([O-])c1c[nH]c(=NC2=NCCN2)s1,1.38,
3505,3495,CCCCCCN1CCCC1=O,2.6,
3506,3517,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,6.82,
3507,3271,CCCCCC=O,1.78,
3508,1145,CC(=O)Oc1cccc(F)c1,1.74,
3509,11731,O=C(O)Cc1cccc(O)c1,0.85,
3510,2359,CC1=CC(=O)CC(C)(C)C1,1.7,
3511,7395,COc1ccc(C=C(C(C)=O)C(C)=O)cc1,1.73,
3512,1655,CC(C)C12CCC(C)(CC1)O2,2.97,
3513,678,CC(=O)N=c1cc[nH]cn1,0.03,
3514,3212,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCN=c1[nH]oc(=N)[nH]1)C(C)C,4.5,
3515,9752,Cn1cnc([N+](=O)[O-])c1I,1.0,
3516,1378,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,3.67,
3517,4197,CCN(CC)C(=O)N(C)N=O,1.11,
3518,13778,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4ccncc4C3)c(F)c2)C(=O)O1,,3.02
3519,7263,COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(C)=O)CC2,1.0,
3520,7092,COc1cc(C(=O)c2ccc(F)cc2)cc(C(=O)c2ccc(F)cc2)c1,4.89,
3521,13062,OCCCCCC(F)(F)F,1.64,
3522,2298,CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13,1.08,
3523,17001,O=C(NC1Cc2ccccc2N(C[C@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,,3.27
3524,4559,CCOC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.9,
3525,17579,c1ccc(N2CC3COc4ccccc4C3=N2)cc1,,4.28
3526,4214,CCN(CC)C(=O)c1cccc(C)c1,2.18,
3527,5963,CN1CCN(C)CC1,-0.4,
3528,10956,Nc1ccc(C(=O)Oc2cccc(Br)c2)c(O)c1,3.84,
3529,16833,NCC(O)(c1ccccc1)c1ccccc1,,0.9
3530,801,CC(=O)NCCn1c([N+](=O)[O-])cnc1C,-0.47,
3531,6813,COCC(F)Cn1cnc([N+](=O)[O-])n1,-0.04,
3532,8278,Cc1cc(=N)[nH]c(C)n1,0.39,
3533,12756,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCc3cccc4ccccc34)c2s1,2.54,
3534,13744,CC(=O)C1CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,3.25
3535,16124,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCN(C)CC2)cc1,,0.8
3536,14921,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccc(C(F)(F)F)cc2)C1)C(C)(C)C,,2.85
3537,3754,CCCCOC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,-0.47,
3538,10163,N=c1[nH]c(=O)c2ncn(C3C=CC(CO)O3)c2[nH]1,-1.21,
3539,2251,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.83,
3540,3330,CCCCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,8.16,
3541,8190,Cc1c(-c2ccccc2)oc2ccccc2c1=O,3.92,
3542,3469,CCCCCCCOC(=O)C(C(=O)OCCCCCCC)=C1SCCS1,7.6,
3543,838,CC(=O)Nc1c(C)cc(Br)cc1C,2.12,
3544,14086,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,,3.12
3545,10229,N=c1[nH]cnc2c1ncn2C1OC2CO[PH](=O)(=O)OC1C2O,-2.96,
3546,16844,NS(=O)(=O)c1ccc(N=c2[nH]ccc(=Nc3c(Cl)ccc4c3OCO4)[nH]2)cc1,,2.7
3547,16755,NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12,,0.77
3548,1218,CC(=O)c1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.85,
3549,10866,NS(=O)(=O)c1ccc2ccccc2c1,1.55,
3550,16081,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(Cl)n1,,3.1
3551,3636,CCCCCn1ccc(=O)c(O)c1C,1.24,
3552,15860,Cc1c[nH]c(=Nc2ccc(N3CCN(C)CC3)cc2)[nH]c1=Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,,2.84
3553,12733,O=c1[nH]c(O)c(-c2ccccc2)[nH]1,0.46,
3554,4168,CCN(C(=O)C(C)OC(=O)c1cc(OC)c(OC)c(OC)c1)c1ccccc1,3.4,
3555,14120,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,,3.07
3556,526,CC(=NOCC(=O)O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.3,
3557,1095,CC(=O)OCCc1ccccc1,2.3,
3558,8135,C[N+](C)(C)[N-]C(=O)c1ccc(Br)cc1,0.97,
3559,6651,COC(=O)c1cccc([N+](=O)[O-])c1,1.89,
3560,15787,Cc1[nH]c2nc(=NC(=O)c3ccc(F)cc3)[nH]n2c(=O)c1Cc1ccccc1,,2.2
3561,12520,O=[N+]([O-])c1cc([N+](=O)[O-])c(ONC2CCCCC2)c([N+](=O)[O-])c1,2.47,
3562,6937,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,0.89,
3563,10082,N#Cc1cnc2ccccc2c1,1.57,
3564,3649,CCCCN(C)N=O,1.08,
3565,8748,Cc1ccc2cc(C)ccc2c1,4.31,
3566,4287,CCN(CC)CCSC(=NO)c1nc(C(C)(C)C)no1,2.02,
3567,8366,Cc1cc(C)n2c(SCc3ccc(C(=O)c4ccccc4)cc3)nnc2n1,4.43,
3568,14865,CN=c1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)[nH]c2c(N3CCN(C)CC3)cc(OC)cc12,,2.93
3569,5885,CN(SN(C)C(=O)c1ccccc1)C(=O)Oc1cccc2c1OC(C)(C)C2,3.5,
3570,92,C#CCCOCn1ccnc1C=NO,0.67,
3571,7212,COc1cc(O)cc(OC)c1,1.64,
3572,6556,COC(=O)Nc1cccc(Cl)c1,2.58,
3573,4648,CCOC(=O)CC(CN)c1ccc(Cl)cc1,0.77,
3574,16372,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,,2.28
3575,5479,CN(C)C(=O)Nc1cc(Cl)cc(Cl)c1,3.07,
3576,6619,COC(=O)c1ccc(C(=O)OC)cc1,2.25,
3577,7543,COc1ccc(OCI)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,4.02,
3578,5263,CCc1ccc(CC)n1N=c1ccc(N2CCOCC2)n[nH]1,2.71,
3579,5989,CN=C(C[N+](=O)[O-])NCCSCc1[nH]cnc1C,-0.4,
3580,386,C=CCN(N=O)C(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.62,
3581,5178,CCSC(=O)Oc1cccc2cccnc12,2.74,
3582,3621,CCCCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)ccc(OC)c1-2,0.2,
3583,8572,Cc1ccc(C=[N+]([O-])C(C)(C)C)cc1,1.74,
3584,8860,Cc1cccc(Nc2ccccc2C(=O)O)c1C,5.12,1.89
3585,11598,O=C(O)CCCOc1ccc(Cl)cc1Cl,3.53,
3586,7887,COc1cncc(OC)n1,1.58,
3587,5623,CN(C)CC(=O)O,-2.91,
3588,14571,CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,,-0.66
3589,11348,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.63,
3590,12156,O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1,1.59,
3591,3722,CCCCO,0.88,
3592,3266,CCCCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,2.74,
