,smiles,logD
244,COc1cc2[nH]c(=Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1,3.11
245,Cc1ccccc1-n1c(Cn2nc(-c3ccc(O)c(F)c3)c3c(=N)[nH]cnc32)nc2cccc(C)c2c1=O,3.55
246,O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1,0.78
247,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,3.3
248,C[C@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,2.8
249,CC(C)COc1cc(OC(C)C)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,1.6
250,O=C1CN(C(=O)c2ccco2)c2ccccc2N1,1.21
251,O=c1cc(N2CCOCC2)nc2ccccn12,1.0
252,Nc1ccc(OCCc2ccccc2)cc1,2.71
253,COc1ccc(OC)c(-c2cccc3c(=N)c(C(=O)NC4(C)CCC4)n[nH]c23)c1,4.48
254,Cc1nc(-c2ccccn2)nc(N2CCCC2)c1Cl,3.2
255,CNCCC(Oc1ccccc1OC)c1ccccc1,0.22
256,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1.48
257,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(=N)[nH]cnc32)[C@H](O)[C@@H]1O,2.4
258,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,-0.07
259,c1ccc(-c2nnc(-c3ccccc3)s2)cc1,4.2
260,CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.5
261,Cc1nc(CSc2nc(=N[C@H](C)CO)c3sc(=N)[nH]c3[nH]2)cs1,1.73
262,CN1CCC[C@H]1CCN1CCCc2cc(N=C(N)c3cccs3)ccc21,0.37
263,Cc1c(C(=O)Nc2ccccc2)sc2[nH]cnc(=O)c12,2.13
264,Cc1ccc2c(c1)c(Sc1ccccc1Cl)c(C)n2CC(=O)O,1.71
265,COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc2c(c[nH]1)N(C)C(=O)CCN2C1CCCCC1,2.87
266,CC(=O)Nc1ccccc1C,1.0
267,CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.0
268,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cn2)C[C@@H]1F,2.1
269,CC(c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,2.9
270,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCOCC2)cc1,0.5
271,O=C(Nc1ccc(F)cc1F)c1cc(Cl)ccc1O,3.6
272,Fc1cccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)c1F,3.6
273,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=N)cnc12,2.89
274,Cc1cc(=Nc2ccc(F)cc2)[nH]c(=N)[nH]1,2.08
275,N=c1[nH]c(=N)c2nc(CO)cnc2[nH]1,-0.45
276,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)c(F)c(F)c2)CC1,2.55
277,Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,2.0
278,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1,2.9
279,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1.97
280,Cc1cc(COc2ccc(NC(=O)C3C(C(O)=NO)CCCN3C)cc2)c2ccccc2n1,2.41
281,CN(C)C(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.07
282,Cc1cccc(C(N)=O)c1NC(=O)c1ccccc1,1.09
283,CCCSc1ccc2[nH]c(=NC(=O)OC)[nH]c2c1,3.24
284,CCCSc1ncccc1C(=O)N(C)C1CCOCC1,1.63
285,COc1cnc(-c2ccccn2)nc1N(C)C,1.9
286,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.88
287,O=[N+]([O-])c1ccc(C=NO)o1,1.31
288,Cc1ccc(S(=O)(=O)c2ccccc2)cc1,2.74
289,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.6
290,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,0.63
291,CC(C)CC(N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,3.24
292,C=CC(=O)Nc1ccc(OC)cc1,1.68
293,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,2.23
294,Cc1ncc(-c2cc[nH]c(=Nc3ccc(F)cc3)n2)n1C(C)C,3.62
295,CCCc1cc(=Nc2[nH]c(=NCc3cc(C)no3)ncc2Br)[nH][nH]1,3.63
296,NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1,2.5
297,Cc1noc2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,2.67
298,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.41
299,NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1,3.3
300,COC(=O)CCCCCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.9
301,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1F)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,2.7
302,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,0.54
303,COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,3.59
304,O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1,0.48
305,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,3.15
306,CCNc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,2.37
307,C=CC12CCN(CC1)C(C(O)c1ccnc3ccc(OC)cc13)C2,2.08
308,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1,3.6
309,N#Cc1ccc(N=c2[nH]ccc(=NC3CC3)[nH]2)cc1,3.01
310,COc1ccc(N(C(=O)c2ccccc2)C(C)C(=O)NC2CCCC2)c(OC)c1,3.02
311,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)nn2)CC1,2.8
312,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cn2)CC1,1.9
313,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)C(c5coc(O)c5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1,0.64
314,O=c1c2ccccc2nc2n1CCO2,0.6
315,N=c1[nH]cnc2oc(-c3ccoc3)c(-c3ccco3)c12,3.1
316,CCOc1ccc(Oc2ccc(S(=O)(=O)NC(=O)c3cccc(-c4ccc(Cl)c(Cl)c4)c3)cc2)cc1,2.94
317,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC(O)CC1,1.89
318,CS(=O)(=O)c1ccc2[nH]c3c(c2c1)CN(C(=O)C1CCCCC1C(=O)NC1(C#N)CC1)CC3,1.5
319,COc1ccc(-n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,3.7
320,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,2.7
321,Cc1nc(C)c(-c2ccc(C34CCC(CC(=O)O)(CC3)CC4)cc2)nc1C(N)=O,1.6
322,C1CCc2c(c3c(N4CCCC4)nc(N4CCCC4)nc3n2CCN2CCOCC2)C1,3.6
323,[O-]c1c2c(nn1-c1ccc(Cl)cc1)c1ccccc1c[n+]2Cc1ccccc1,4.5
324,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1,1.0
325,CNC(=O)c1c(F)cccc1N=c1[nH]c(=Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)[nH]c2[nH]ccc12,2.61
326,CCC1C(=O)OC[C@@H]1Cc1cncn1C,-0.37
327,Cc1ccccc1-n1c(Cn2cnc3c(=N)[nH]cnc32)nc2cccc(C)c2c1=O,2.6
328,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,3.2
329,OCC(CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=NC3CC3)sc12,3.11
330,CC(C)(F)CC(N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,2.9
331,Nc1sc2c(c1C(=O)NCc1ccccc1)CCCC2,3.52
332,N=c1[nH]cc(-c2ccc(F)cc2)[nH]1,1.39
333,Cc1ccc(C#N)cc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,0.15
334,CNC(=O)c1snnc1-c1ccccc1,1.23
335,COCCN1CCC(Cc2ccc(C(=O)NCc3c[nH]c(C#N)nc3=NCC(C)(C)C)cc2)CC1,3.5
336,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1F,2.1
337,O=C1CCOc2cc(COc3ccccc3)ccc21,3.0
338,Oc1ccc(CCc2ccc(O)cc2)cc1,3.3
339,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,2.52
340,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3CC[C@@H](N)C3)c2c1Cl,2.0
341,O=C(O)CNCCNc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,1.94
342,COc1cccc(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCNCC2)c1,3.1
343,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3cc(N4CCCC4)ccn23)c(Cl)c[nH]1,3.5
344,COc1ccc(C(=O)NCc2cn(-c3cc(C)nc4ccc(OC)cc34)nn2)cc1,3.5
345,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,2.84
346,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccc3)c2s1,2.61
347,COc1ccc2[nH]c3c(c2c1)CN(C(=O)C1CCCCC1C(=O)NC1(C#N)CC1)CC3,2.4
348,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1.54
349,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(=N)N1,3.8
350,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1.48
351,FC(F)(F)c1nnc2ccc(-n3ccnc3)nn12,0.91
352,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3cc(C#N)ccn23)c(Cl)c[nH]1,2.3
353,O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,1.78
354,CC(=O)NC[C@H]1CN(c2ccc(-n3cc(C#N)nn3)c(F)c2)C(=O)O1,0.8
355,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@@H](C)N1C(=O)Cc1ccccc1,0.7
356,COc1cccc(N(C)c2cc[nH]c(=Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1,3.37
357,COCCN=c1[nH]c(=NCc2ccccc2F)c2sccc2[nH]1,3.4
358,Cc1[nH]n(-c2ccc(F)cc2)c(=NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C,0.4
359,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCc2ccncc2)c1,4.35
360,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cc(Cl)cc(Cl)c1,3.36
361,NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,2.2
362,CC[C@H](NC(=O)c1c(CS(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,3.25
363,CC(N=c1[nH]c(N=c2cc(C3CC3)[nH][nH]2)cnc1C#N)c1ccc(F)cn1,3.18
364,CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.1
365,CC(=O)N=c1[nH]c(-c2ccccc2)ns1,2.8
366,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,2.99
367,COc1cc(F)ccc1-c1cncc(CNC2CCCCC2)c1,2.6
368,CCCCCc1cc(=O)[nH]c(=N)[nH]1,1.62
369,CN1CCN(CC(=O)N=c2c(C#N)c[nH]n2-c2ccccc2)CC1,0.0
370,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,-0.87
371,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,-0.1
372,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn2cc(F)ccc2n1,3.33
373,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,3.4
374,Cn1ccc2c(-c3nc(CS(C)(=O)=O)cc(N4CCOCC4)n3)cccc21,2.0
375,CN1CCNc2nc(CCOc3ccc(CC(NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21,0.07
376,CCN(CC)C(=O)Cc1csc(=NS(=O)(=O)c2cccc(Cl)c2C)[nH]1,1.67
377,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.21
378,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.71
379,CN(C)C(=O)C1(N2CCCCC2=O)CCN(CC[C@H](CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,2.52
380,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N(C)C3CCCCC3)c[nH]n2-c2ccccc2)cc1,2.01
381,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,1.96
382,Cn1[nH]c(C(C)(C)C)cc1=NC(=O)Nc1ccc(Cl)cc1,3.97
383,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.83
384,N=c1[nH]c2ccc(Cl)cc2c2nc(-c3ccco3)nn12,3.98
385,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.81
386,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,3.0
387,CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,3.5
388,Cc1cc(C)c2c(N)c(C(=O)NC3CC3)sc2n1,2.53
389,CC(=O)Nc1ccc2ccn(-c3cc(=Nc4ccn(C)n4)n4[nH]cc(C#N)c4n3)c2c1,3.57
390,COc1cc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,3.6
391,N=c1cc2[nH][nH]c(=O)n2c2cc(-c3ccco3)ccc12,2.48
392,O=c1[nH]c2c(O)ccc(CCNCCCNS(=O)(=O)CCOCc3cccc4ccccc34)c2s1,1.69
393,CCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,2.5
394,CC(=O)Nc1ccc2c(c1)c(-c1cc(=NC3CC3)n3[nH]cc(C#N)c3n1)cn2CCCO,2.48
395,COc1cc(F)ccc1-c1cccc(CNC2CCCC2)n1,2.06
396,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.1
397,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3cccc(F)c3)CC2)CC1,3.21
398,CCOC(=O)c1cc(=O)c(-c2ccccc2)n[nH]1,0.69
399,CCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.81
400,CN(c1ccccc1)c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,3.47
401,O=C(NCCc1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,0.74
402,O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,3.67
403,Cc1cc(OC2CCN(CC3CCN(C(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,2.54
404,O=C(NNc1cccc(Cl)c1)c1cccnc1Cl,1.87
405,COc1cccc(N=c2[nH]nc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,2.8
406,NS(=O)(=O)c1ccc(N=c2[nH]ccc(=Nc3c(Cl)ccc4c3OCO4)[nH]2)cc1,2.7
407,CC(N=c1[nH]cnc2ccccc12)c1ccccc1,3.4
408,C[C@H]1CN(c2nc(N3CCOCC3)c3ccc(=Nc4ccccc4)[nH]c3n2)C[C@@H](C)O1,4.12
409,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,3.05
410,CN=c1[nH]c2[nH]c(SCc3cccc(F)c3F)nc(=N[C@H](C)CO)c2s1,3.7
411,CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2,1.7
412,COc1ccc(C(=O)C2CCN(C(=O)c3ccco3)CC2)cc1,2.42
413,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)c4ccccc4)c3[nH]2)cc1,0.25
414,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.21
415,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2.62
416,Cc1cc(C)nc(SCC(N)=O)n1,0.23
417,Nc1ccc(C2(c3ccc(N)cc3)CCCCC2)cc1,3.2
418,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)N2CCN(S(=O)(=O)CC(F)(F)F)CC2)CC1,1.8
419,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,3.69
420,O=C(N=c1[nH]cc(F)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,3.19
421,Cc1cc[nH]c(=NCc2ccccc2O)c1,3.35
422,O=C(N=c1cc[nH]cc1)c1cccc2ccccc12,3.1
423,CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,2.54
424,N=c1[nH]cnc2sc(-c3c(-c4ccccc4)ncn3Cc3ccccc3N3CCOCC3)nc12,3.58
425,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,3.8
426,Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1,2.4
427,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,3.47
428,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,2.7
429,CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,-0.89
430,O=S(=O)(N=c1[nH]cc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F,2.7
431,C[C@H](N=C1NC(=O)C(C)(C(F)(F)F)S1)c1ccccc1F,3.1
432,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)c[nH]c1=N,2.8
433,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,1.24
434,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(N3CCOCC3)nc(N3CCOCC3)c2)n1,3.44
435,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@H]1F,3.3
436,Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,0.02
437,O=c1[nH]c(=NCc2ccccc2)sn1Cc1ccccc1,3.01
438,C[C@@H](NC(=O)C1CCCCN1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,2.15
439,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(C#N)cc2)cn1,2.89
440,O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,2.14
441,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccc(F)cc2)nc2ccccc12)c1ccccc1,3.72
442,CC(C)C[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=O)sc12,4.2
443,CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,0.51
444,O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1,2.62
445,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.44
446,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3cc(CO)ccn23)c(Cl)c[nH]1,3.1
447,O=C1CCOc2nc(CCc3ccccc3)ccc21,2.5
448,CN(C)C(=O)N[C@H]1CC[C@H](CN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)CC1,-0.07
449,O=c1c2ccccc2nc2n1CCS2(=O)=O,0.8
450,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(C(F)(F)F)cccc4c3C2)CC1,3.75
451,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,3.15
452,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,0.99
453,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,1.42
454,CC(Oc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,3.67
455,Cc1c(CN(C)C(=O)CC=c2cnc3c(c2)CCC(=O)N=3)oc2ccccc12,2.36
456,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)nn2)CC1,2.93
457,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCN(c3nc4c(s3)COCC4)CC2)CC1,1.42
458,O=C(CSc1ccccc1)N1CCN(c2ccccc2)CC1,3.2
459,Cc1cc(=Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)[nH][nH]1,2.72
460,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C,2.13
461,CC[C@@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=N)sc12,2.99
462,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,2.77
463,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,2.79
464,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,2.4
465,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,3.77
466,O=S(=O)(N=c1[nH]ccs1)c1cc(Cl)ccc1Cl,1.14
467,C[C@H](C#N)NC(=O)C1CCCCC1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,3.1
468,N#Cc1cccc(NCC(=O)Nc2c(Cl)ccc3nc(N4CC[C@@H](O)C4)ccc23)c1,2.39
469,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.81
470,COc1cc2c(=Nc3ccc(F)c(Cl)c3)c(C(N)=O)c[nH]c2cc1OCCN(C)CCO,3.2
471,CN=C1N=c2ncccc2=C(c2ccco2)NC1c1cccs1,1.85
472,O=C(CO)N1CCC[C@@H]1COc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,3.71
473,NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.11
474,COc1cc(CCc2cc(=Nc3cc[nH]c(=NCc4ccccn4)n3)[nH][nH]2)cc(OC)c1,3.5
475,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(C(F)(F)F)c4)c3)C2)c(=O)[nH]c1=O,-0.38
476,O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,1.9
477,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.2
478,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,-0.69
479,COc1cc(-c2ccncc2)cc2c[nH]c(=Nc3ccc([C@@H](C)NC(C)=O)cc3)nc12,2.73
480,NCc1nc2ccccc2[nH]1,0.4
481,CC(=O)N=c1cc(CN2C(=O)N(c3ccc(SC(F)(F)F)cc3)C(=O)C2(C)C)cc[nH]1,2.93
482,O=C(c1scc2c1CCCC2)N1CCCCC1,3.16
483,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3F)cn2)CC1,3.6
484,NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O,2.21
485,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ccccn2)CC1,2.36
486,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,-0.43
487,O=C1O[C@]2(CN3CCC2CC3)CN1c1ccc(Br)s1,2.0
488,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-0.95
489,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1,3.2
490,COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC,3.6
491,N=c1nc(-c2cccs2)cc[nH]1,1.75
492,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,-1.1
493,CCC(C)(CC)CC(c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.97
494,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCSCCc3ccccc3)c2s1,1.77
495,CCN1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,1.95
496,CC(=O)N1CCOc2nc(OCc3ccccc3)ccc21,2.4
