,smiles,logP,logD
2771,OCC1OC(Oc2ccccc2I)C(O)C(O)C1O,0.27,
2772,CSC(C)=NOC(=O)N(C)SN(C)C(=O)N(C(C)C)C(C)C,2.6,
2773,CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.1,
2774,CNC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,1.16,
2775,CC(=O)Oc1cccc(NC(=O)Cc2ccccc2)c1,2.37,
2776,CC(=O)N=c1cncc(Cl)[nH]1,1.1,
2777,CON(C)C(=O)Nc1ccccc1,1.29,
2778,O=C(O)CN1CCCCC1,-1.05,
2779,Cc1cc2c(cc1C)NC(c1cc3c(cc1Cl)OCO3)C1C(=O)CC(C)(C)CC1=N2,4.38,
2780,O=[N+]([O-])c1cnc(N=C2OCCN2CCO)s1,0.43,
2781,OCC1OC(n2cnc3c(=S)[nH]cnc32)C(O)C1O,-0.6,
2782,Cc1cnc(C)c(Cl)n1,1.5,
2783,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl,3.41,
2784,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1,4.54,
2785,Nc1ccc(C(=O)NN=Cc2c(O)ccc3ccccc23)cc1,3.04,
2786,Cc1nc(=N)c2ncn(C3OC(CO)CC3F)c2[nH]1,0.12,
2787,CCCCCC(=O)c1ccc(S(=O)CC)c([N+](=O)[O-])c1,4.36,
2788,COc1cccc(OC)c1C,2.87,
2789,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OCC#N,0.72,
2790,CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCC1,3.16,
2791,Clc1ccsc1,2.55,
2792,Oc1ccccc1C=Nc1ccccc1,3.09,
2793,O=[N+]([O-])c1ccc(OCCn2ccnc2)cc1,1.69,
2794,CC(=O)c1ccc(N2CCCCC2)cc1,3.13,
2795,COc1cccc(NC(=O)NNC(C)=O)c1,0.33,
2796,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)C)ccc2c1,2.05,
2797,CCSc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,1.79,
2798,c1ccc2c(c1)ccc1sccc12,4.41,
2799,NS(=O)(=O)c1ccc2ncccc2c1,0.56,
2800,CCCCCCOc1ccc(N)cc1,3.64,
2801,CC1CCCN(N=O)C1=O,-0.66,
2802,CSC(C)=NOC(=O)N(C)SN(C)C(=O)C1CC1,1.7,
2803,O=[N+]([O-])c1nccn1C1OC(CO)C(O)C(O)C1O,-1.4,
2804,COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,2.56,
2805,CCc1ccc(NC(=O)OC)cc1,2.72,
2806,O=C(Cn1cc(C(=O)C(F)(F)F)c2cc(Br)ccc21)N1CCCCCC1,4.62,
2807,CN=c1[nH]ccn2cc(-c3ccc(S(C)=O)cc3OC)nc12,1.88,
2808,O=c1[nH]c(=O)n(Cc2ccccc2)cc1F,0.89,
2809,N=c1nc(-c2ccccc2Br)[nH]c(=N)[nH]1,1.26,
2810,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,4.6,
2811,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,5.5,
2812,CCCc1cc(NC(C)=O)ccc1OC,2.72,
2813,CC(=O)NNC(=O)c1ccccc1N(C)C,1.49,
2814,CCOc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1,1.03,
2815,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,-0.48,
2816,O=C(Cc1ccccc1)Nc1ccccc1F,2.62,
2817,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7COC(=O)C7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,2.9,
2818,CCOC(O)=c1[nH]c(=C2C(=O)c3ccccc3C2=O)c2c(O)n(N(C)c3ncc(C(F)(F)F)cc3Cl)c(O)c12,4.38,
2819,Cc1ccc2oc(N(N)CCC#N)nc2c1,1.48,
2820,CCCCCCCCCCCCCCCCCC(=O)OC,8.35,
2821,CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1Cl,0.47,
2822,COc1ccc(C(C)=O)c(N)c1,1.76,
2823,c1ccc2c(c1)OCCO2,2.01,
2824,CCCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,6.36,
2825,COc1cc([N+](=O)[O-])c(OC)cc1CC(C)N,1.74,
2826,Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,7.55,
2827,N=C(N)NN=Cc1ccccc1[N+](=O)[O-],0.53,
2828,CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,6.68,
2829,COc1cccc(OC)c1OCCN(C)C,1.05,
2830,C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCCC,4.0,
2831,O=C1NC(=S)SC1=Cc1ccc([N+](=O)[O-])o1,0.74,
2832,OCC1OC(OC2CCCCC2)C(O)C(O)C1O,-0.63,
2833,N#Cc1ccc(C(=O)O)cc1,1.56,
2834,Cc1ccc(S(=O)(=O)NC(=O)C(C)C)c([N+](=O)[O-])c1,2.17,
2835,CCCSP(=O)(OCC)SCCC,3.59,
2836,CCc1ccccc1CC,3.72,
2837,Cc1c(Cl)cccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,3.57,
2838,O=C(CCOc1cccc2ccccc12)O[Na],-0.9,
2839,Cc1c(CNc2ccc(Cl)cc2)cnc2[nH]c(=N)[nH]c(=N)c12,2.03,
2840,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,2.83,0.54
2841,N#CC1(C#N)[C@H](c2ccc(Br)s2)C(C(=O)c2ccccc2)N2c3ccccc3C=C[C@@H]21,5.05,
2842,S=c1ccss1,1.58,
2843,CSc1nc2c(=N)[nH]cnc2n1C1OC2COP(=O)(OCc3ccccc3)OC2C1O,1.62,
2844,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,3.91,
2845,CC(=O)NC(C(=O)NC(CCC(N)=O)C(N)=O)C(C)C,-1.82,
2846,NCc1ccc(C(=O)O)cc1,1.03,
2847,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(OC)cc1,2.18,
2848,O=C(O)Cc1ccccc1Nc1cccc(Cl)c1Cl,4.86,
2849,CCSC1OC(CO)C(O)C(O)C1O,-1.51,
2850,Nc1ccccc1I,2.32,
2851,O=C1CC(c2ccccc2)c2ccccc2N1,2.79,
2852,CCCC(=O)N1CCCC1=O,1.18,
2853,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CCOCC2)OC1=O,2.2,
2854,CCc1nonc1C,1.18,
2855,CC1CCCC(C)N1N=O,1.36,
2856,[O-][n+]1onc2ccccc21,1.43,
2857,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1,3.11,
2858,CC(=O)N=c1cc[nH]nc1,-0.41,
2859,O=C(CN(C(=O)C(Cl)Cl)c1ccccc1)Nc1ccccc1,2.96,
2860,CN(C(=O)CCO)c1ccc(S(=O)(=O)N(C)C)cc1,-0.26,
2861,O=C(OCCCc1c[nH]cn1)c1ccccc1,2.64,
2862,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.9,
2863,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1.67,
2864,C=Cc1ccc(C(=O)O)cc1,2.18,
2865,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)CC12,1.17,
2866,CC(C)(C)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.36,
2867,CC(=O)c1ccc(F)cc1,1.72,
2868,COc1cc(C=CC(=O)O)ccc1O,1.51,
2869,CCC1(CC)SCC(=O)NC1=O,1.52,
2870,O=C(O)CCN1C(=O)C=CC1=O,0.04,
2871,O=C1C=C(N2CCCC2)C(=O)c2ccccc21,2.89,
2872,NC(=O)c1ccco1,-0.11,
2873,CC(=O)c1ccc(NC=O)cc1,0.94,
2874,CCCCC1CO1,1.95,
2875,CN1CC=C(c2ccc(Cl)cc2)CC1,3.32,
2876,NCc1ccc([N+](=O)[O-])cc1,1.06,
2877,Cc1ccc(C(N)=S)cc1,2.01,
2878,CSc1nnc(C2CCCCC2)c(=O)n1N,2.14,
2879,COc1nc(-c2ccccc2)c2ccccc2n1,3.5,
2880,CCc1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1,2.53,
2881,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1,0.81,
2882,COc1cc(OC)cc(C2C(=O)c3ccccc3C2=O)c1,2.86,
2883,COc1ccc2cc(CC(=O)OCC(=O)N(CCO)CCO)ccc2c1,1.41,
2884,Cc1nc([N+](=O)[O-])cn1CCO,-0.59,
2885,Cn1ncc2c([N+](=O)[O-])cc([N+](=O)[O-])cc21,1.63,
2886,NS(=O)(=O)c1cc2c(cc1Br)N=CNS2(=O)=O,0.0,
2887,COc1ccc(OCC(=O)NNC(C)C)cc1,1.21,
2888,c1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1,3.62,
2889,COCC(=O)Nc1ccc(Cl)c(Cl)c1,2.77,
2890,c1ccc(NC2=NCCN2)cc1,1.01,
2891,CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,-0.24,
2892,Cc1ccccc1C(=O)CCN1CCCCC1,3.54,
2893,O=C(NC[C@@H]1CCCO1)c1sc2ccccc2c1Cl,3.56,
2894,O=C(N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1)c1ccccc1,0.3,
2895,CCc1cccc(-n2c(O)ccc2O)c1,1.04,
2896,CC1CN(N=O)C(C)CN1N=O,0.15,
2897,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.46,
2898,Brc1cc(Br)cc(Br)c1,4.51,
2899,CC1CCC2C(C)C(OC(=O)Oc3ccccc3)OC3OC4(C)CCC1C32OO4,4.41,
2900,CC(=O)OC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)CC3OC(C)=O)OC2C)OC(C)C1O,2.45,
2901,O=CC=Cc1ccco1,1.15,
2902,O=C(Cn1ccnc1[N+](=O)[O-])N(CO)CO,-1.59,
2903,CCOc1cc([C@H]2[C@@H]3CN(C(=O)OC(C)(C)C)CC=C3C(C#N)C(=N)C2(C#N)C#N)ccc1OC(C)C,5.83,
2904,Cn1c(=N)[nH]c2cc(Cl)c(Cl)cc21,2.98,
2905,CCCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(CC)C1,3.21,
2906,OCCc1cccnc1,0.12,
2907,Cc1[nH]cnc1CSCCN=C(N)NCCSCc1nc[nH]c1C,1.34,
2908,FC(F)(F)c1cccc2cccnc12,2.5,
2909,Fc1ccc(N2CCNCC2)cc1,1.28,
2910,BrCC(CBr)(CBr)CBr,3.99,
2911,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,5.9,
2912,CCCS(=O)c1sc(C#N)c(Cl)c1C#N,2.95,
2913,c1ccncc1,0.65,
2914,CCn1nnc2ccccc21,1.58,
2915,CCCCN=c1[nH]c(SC(F)F)nc(=NC)[nH]1,3.7,
2916,CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(C)[NH3+])C(=O)[O-],-2.04,
2917,CCC(CC)C(=O)O,1.68,
2918,O=[N+]([O-])c1ncn(CC(O)CCl)n1,0.05,
2919,Oc1cc2ccccc2cc1O,2.24,
2920,COc1cccc(C=C(C(C)=O)C(C)=O)c1,1.79,
2921,O=C(O)c1cccc(Oc2ccccc2)c1,3.91,
2922,O=C(O)CCCCC(=O)O,0.08,
2923,CCOCCOC(=O)C(C#N)C(CC)=Nc1ccc([N+](=O)[O-])cc1,2.6,
2924,CCOC(=O)c1ccc(S(N)(=O)=O)cc1,1.17,
2925,OCCCC(F)(F)F,0.9,
2926,N#CCc1ccc(O)c2ncccc12,1.81,
2927,CN(C)C(=O)NS(=O)(=O)Cc1ccccc1,0.54,
2928,CCN(CC)P(=O)(N(CC)CC)N(CC)CC,2.53,
2929,CCc1[nH]ccc(=O)c1O,0.05,
2930,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,-0.59,
2931,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.72,1.4
2932,O=[N+]([O-])c1nccn1COC(CO)C(O)CO,-1.47,
2933,COC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1,1.8,
2934,CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,1.35,
2935,NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.96,
2936,Cc1ccccc1N1CCNCC1,2.14,
2937,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.27,
2938,Oc1ccc(O)n1-c1cccc(Br)c1,1.09,
2939,CSc1ccc2oc(N(N)CCC#N)nc2c1,1.5,
2940,C=CCN1CCc2cccc(Cl)c2CC1,3.3,
2941,O=[PH](=O)(O)CCCl,-0.22,
2942,CCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.73,
2943,CC(=O)OC1=C2C(C)C(OC(=O)C(C)O)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,1.52,
2944,CCCCSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.82,
2945,NS(=O)(=O)c1ccccc1[N+](=O)[O-],0.34,
2946,CC#CC#Cc1ccc(C#CC(Cl)COC(C)=O)s1,4.6,
2947,NC(=O)Nc1ccccc1Cl,1.27,
2948,Clc1ccc2c(c1)Oc1ccccc1O2,5.0,
2949,C=C(C)C(=O)OC1CCCCC1,3.13,
2950,COc1ccccc1/C=N/n1c(C)cc(C)c(C#N)c1=O,3.08,
2951,CC/C(=C\c1ccccc1)[N+](=O)[O-],2.86,
2952,CCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.14,
2953,O=[N+]([O-])c1ccc(CCO)cc1,1.12,
2954,O=C(NC(Sc1ncccn1)C(=O)c1ccccc1)c1ccccc1,3.62,
2955,COC(=O)C(C#N)=Cc1ccc(C)o1,2.22,
2956,Cc1ccc(-c2ccccc2Cl)c(Cl)c1,5.0,
2957,C=CC(CC)OC(N)=O,1.09,
2958,COc1ccc([N+](=O)[O-])cc1N,1.47,
2959,CCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.2,
2960,Cc1cccc(NC(=O)NC(C)C)c1C,2.7,
2961,O=C(NN=Cc1ccccc1O)c1ccccc1,3.01,
2962,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.34,
2963,CS(=O)(=O)c1ccccc1,0.5,
2964,CCc1c(O)c(=O)ccn1CC,0.25,
2965,CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.54,
2966,CC(C)(C)C(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O,1.34,
2967,Clc1cc2oc3c(Cl)c(Cl)ccc3c2c(Cl)c1Cl,6.26,
2968,CN1CCCCC1c1cccnc1,0.96,
2969,N#Cc1ccccc1[N+](=O)[O-],1.02,
2970,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,4.01,
2971,CCCSc1nnc(C(C)C)c(=O)n1N,2.12,
2972,CCCCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.6,
2973,CCOC(=Cc1ccccc1)C(=O)NC(C)CC,3.2,
2974,Cn1cc(C(=O)O)c2ccccc21,2.0,
2975,Cc1[nH]nc(C(=O)N(C)Cc2ccccc2)c1[N+](=O)[O-],1.65,
2976,CC(=O)OC=C1CSC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.2,
2977,CN(C)c1cccc2ccccc12,3.46,
2978,Cn1cccc(O)c1=O,-0.4,
2979,Cc1ccc(O)c(O)c1,1.37,1.37
2980,CC(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.32,
2981,O=C(O)C1CC(O)CN1,-3.17,
2982,CCc1cc(CC)cc(C2C(=O)c3ccccc3C2=O)c1,4.94,
2983,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7,
2984,CN(C)C#N,-0.15,
2985,COc1ccccc1C=CC(C)=O,2.42,
2986,CCCCC(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,0.65,
2987,CCCCCCN=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,3.3,
2988,O=C(c1ccccc1)c1ccccc1,3.18,
2989,CN(C(N)=S)c1ccccc1,0.85,
2990,CCC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,0.34,
2991,CC(=O)c1nc([N+](=O)[O-])n(CC(C)O)c1C,0.37,
2992,Nc1ccccc1[N+](=O)[O-],1.85,-0.96
2993,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,4.3,
2994,CN(C)c1cccnc1,1.41,
2995,Nc1c([N+](=O)[O-])ccc2ncccc12,1.61,
2996,CN(C)C(N(C)C)=S(I)c1ccc(Cl)c(Cl)c1,0.49,
2997,CCC(C)C(N)C(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,-1.47,
2998,FC(F)(F)c1nc2ccncc2[nH]1,0.94,
2999,O=[N+]([O-])c1ccc2[nH]cnc2c1,1.5,
3000,Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,1.94,
3001,O=C1Nc2cc(C(=O)NC3CC3)ccc2S/C1=C\c1ccccc1,4.32,
3002,O=NN1CCC(=O)CC1,-0.47,
3003,O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1Cl,-0.17,
3004,CCC(C)C(NC(=O)C(CC(N)=O)NC(C)=O)C(N)=O,-1.43,
3005,CC(O)COC(=O)C(N)Cc1ccc(O)c(O)c1,-0.49,
3006,O=[N+]([O-])c1ccc(C=Cc2nccc(Cl)n2)o1,1.31,
3007,Cc1ccc(Cl)cc1O,2.63,
3008,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,2.05,
3009,CC(=O)c1cccc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)c1,1.46,
3010,Cc1cc(C)c(C#[N+][O-])c(C)c1,3.21,
3011,CS(=O)c1ccsc1,0.91,
3012,CCC(C)NC(=O)C=Cc1ccc(Cl)cc1,3.37,
3013,O=S(=O)(Nc1ccccc1)c1cccc2cccnc12,1.75,
3014,CCN(CC)CCSC(=NO)c1nc(C)no1,0.71,
3015,CNCCc1ccccn1,0.68,
3016,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.62,0.34
3017,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.17,
3018,CCOC1(c2ccccc2)CN(C)CC(C)O1,2.23,
3019,CC(=O)c1ccc(N)cc1,0.83,
3020,Clc1cc(Cl)c2c(c1)oc1cc(Cl)cc(Cl)c12,6.34,
3021,N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,6.47,
3022,COc1cccc(C2C(=O)c3ccccc3C2=O)c1,2.88,
3023,CCCCCCOc1ccc(S(N)(=O)=O)cc1,2.93,
3024,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.18,
3025,COc1ccc(N)c(S(=O)(=O)O)c1,-3.49,
3026,COCCCNC(=O)c1cc(Br)c(C)c(C)c1C,2.93,
3027,N=c1[nH]cnc2c1ncn2C1C=CC(CO)O1,-0.5,
3028,CN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,2.38,
3029,CCCCSc1ccccc1OC(=O)NC,2.98,
3030,CCOC(=O)CCCO,0.43,
3031,COc1cccc(OC2OC(CO)C(O)C(O)C2O)c1,-0.52,
3032,CC(=O)c1ccccc1NCCO,1.59,
3033,CCC(C)NC(=O)C=C(Cl)c1ccccc1,3.52,
3034,C=COC(C)=O,0.73,
3035,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.3,
3036,O=C(OC1CCCCC1)n1cc(F)c(=O)[nH]c1=O,1.42,
3037,CCCCN1Cn2c(nc3ccccc3c2=O)C1C,1.6,
3038,CNC(=O)Oc1ccccc1C,1.46,
3039,FC(F)(F)c1cccc(N2CCNCC2)c1,2.43,
3040,O=C(Nc1ccc2nn(C3CCCC3)nc2c1)C(Cl)Cl,3.4,
3041,O=C(O)CCCCn1nnc2ccccc21,0.48,
3042,CC(=O)Nc1ccc(O)c(C)c1,0.79,
3043,O=C1NC(c2cccc3ccccc23)Nc2ccccc21,2.96,
3044,Oc1ccc(Nc2ccccc2)cc1,2.82,
3045,CCCC1OCSC1=NOC(=O)NC,1.52,
3046,NC(=S)c1ccc(Cl)cc1,2.4,
3047,COC(=O)NC1=NC(c2cccc(F)c2)CN1,1.41,
3048,Cc1cccc(N(C)C)c1,2.8,
3049,CCOC(=O)CN1C(=O)C=CC1=O,0.49,
3050,CCc1cccc(CC)c1,4.57,
3051,O=S(=O)(Oc1ccccc1[C@@H]1c2c(c(O)n(-c3ccc(Cl)cc3)c2O)ON1c1ccccc1)c1ccccc1,6.47,
3052,CCOC(=O)Cc1nc(O)c(N2CCCCC2)s1,2.34,
3053,N#Cc1cccc(F)c1,1.47,
3054,O=C1NC(=O)C2(CCCCC2)C(=O)N1,0.91,
3055,Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,6.09,
3056,CC12CCC(C(=O)C1=O)C2(C)C,1.52,
3057,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,4.92,
3058,O=C(O)COc1ccccc1O,0.85,
3059,CCOP(=S)(OCC)SCS(=O)C(C)(C)C,2.21,
3060,NC12CCCC1Cc1ccccc12,2.58,
3061,CCOP(=S)(CC)Sc1ccccc1,3.94,
3062,COCC(=O)Cn1ccnc1[N+](=O)[O-],-0.26,
3063,Cc1cc(C)n(C2=NCCN2S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,4.7,
3064,Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1,2.17,
3065,O=S(O[Na])c1ccccc1,-3.54,
3066,Nc1ccc(C(=O)O)cc1N,0.13,
3067,COc1ccccc1N1CCN(CCCOc2ccc(F)cc2)CC1,4.1,
3068,O=[N+]([O-])c1ccc(Cl)cc1[N+](=O)[O-],2.18,
3069,CCn1ccc(=O)c(O)c1,-0.4,
3070,CC(C)NCC(O)COc1cccc2ccccc12,3.4,
3071,O=c1ccnc2n1CCCC2,-0.14,
3072,CC1CCC2CC(=O)N(CCCc3ccccc3)C3OC4(C)CCC1C23OO4,4.39,
3073,C=C(C)OCc1ccccc1,2.41,
3074,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCN=C(NC)NC#N)C(C)C,4.4,
3075,C1C2CC3CC1CC(C2)C3,4.24,
3076,CC(C)(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.68,
3077,COC(=O)C(=Cc1ccc([N+](=O)[O-])o1)[N+](=O)[O-],1.6,
3078,CCCCC(C)=NN=C(N)Nc1ccccc1,2.05,
3079,c1cc(-c2ccncc2)ccn1,1.28,
3080,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)cccc1O2,6.39,
3081,COc1c(O)ccc(O)c1OC,0.61,
3082,CCOC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,3.04,
3083,O=C1CC(Oc2ccc(-c3ccccc3)cc2)N1,2.61,
3084,COCCOCCOc1ccccc1OCCOCCOC,0.76,
3085,Cc1ccc(O)cc1[N+](=O)[O-],2.18,
3086,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,7.0,
3087,c1ccc2c(c1)ccc1c2ccc2ccc3ccccc3c21,7.11,
3088,COc1ccc(-c2cc3ccccn3c2)cc1,4.2,
3089,C#CCN1C(=O)C2CC[C@@](C)(C1=O)C2(C)C,2.28,
3090,CC1c2nc3ccccc3c(=O)n2CN1Cc1ccccc1,1.72,
3091,COc1cc(OC)c(S(=O)(=O)c2ccc(N)cc2)c(OC)c1,1.03,
3092,COc1ccc(-c2n[nH]c(=N)s2)cc1OC,2.34,
3093,COc1ccc(NC(=O)OCCN2CCCCC2)cc1,2.55,
3094,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(c5coc(O)c5)CCC43O)C2)C1O,2.1,
3095,Cc1ccccc1C(OCCN(C)C)c1ccccc1,3.77,1.47
3096,CC(C)CC(=O)NN,-0.31,
3097,Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2cc1Cl,7.7,
3098,CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,1.3,
3099,CC(=O)c1cccc(C(=O)O)c1,1.56,
3100,CCCC(=O)OC,1.29,
3101,NS(=O)(=O)c1ccc(C(=O)c2ccncc2)cc1,0.56,
3102,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1ccc(OC(C)=O)cc1,1.67,
3103,O=C1C(F)=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,0.14,
3104,N=C(NCC#CCC(NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1)N[N+](=O)[O-],4.73,
3105,Cc1c(O)c(=O)ccn1CCC(=O)NC(C)C,-0.47,
3106,CCCCOCC1CO1,0.63,
3107,O=C(O)c1ccc([N+](=O)[O-])c(O)c1,1.98,
3108,N=c1nc(Cl)c2ncn(C3OC(CO)CC3F)c2[nH]1,0.28,
3109,Cc1cc(N=NC(=N)N)ccc1NNC(N)=S,1.66,
3110,OCc1ccc(O)c2ncccc12,1.0,
3111,CCNc1ccc(C(=O)OCCN(C)C)cc1,2.62,
3112,O=C/C=C/c1ccccc1,1.9,
3113,CNC(=O)OCc1cccc(COC(=O)NC)n1,0.24,
3114,CC(=O)C=Cc1ccc(Cl)cc1,2.8,
3115,CCOc1ccc(C(N)=O)cc1,1.3,
3116,COc1cc(C(=O)Nc2ccccc2C(C)(C)C)cc(OC)c1OC,3.61,
3117,N#Cc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.63,
3118,CCC1COC(Cn2cncn2)(c2ccc(C(=N)N)cc2)O1,0.85,
3119,CCC1(c2ccccc2)C(=O)NCNC1=O,0.91,
3120,CC1CCC(C(C)C)C(O)C1,3.19,
3121,O=C(OCc1ccccc1)c1cccnc1,2.4,
3122,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,5.08,
3123,CNc1ccc([N+](=O)[O-])cc1,2.04,
