ID	SMILES	logD7.4
A-logD7.4-458	Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)C)Cc1ccccc1)Cc1ccccc1)C(=O)N	1.64
A-logD7.4-462	O(CC(O)CNC(C)C)c1c2c(ccc1O)cccc2	1.66
A-logD7.4-464	Brc1cc(ccc1NC(=O)Nc1ccccc1C)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O	1.68
A-logD7.4-465	Clc1ccccc1NC(=O)Nc1ccc(cc1C)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O	1.69
A-logD7.4-466	O1C(=O)c2c(N=C1NC)cccc2	1.7
A-logD7.4-467	n1nc(Nn2c(ccc2C)C)ccc1N(CC=C)CC=C	1.7
A-logD7.4-468	Clc1cc(ccc1Cl)[C@]1(CCC(=O)N(C1)CC1CC1)CCN1CC(N2CCN(S(=O)(=O)N)CC2)C1	1.7
A-logD7.4-469	OC1CCN(CC1)c1nnc(Nn2c(ccc2C)C)cc1	1.7
A-logD7.4-47	OC=1C(=O)C=CN(C(CO)CO)C=1C	-1.7
A-logD7.4-470	Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)C(C#Cc1ccncc1)C	1.7
A-logD7.4-471	Clc1cc2nccc(-n3c4c(cc(OC)cc4)c(CC(O)=O)c3C)c2cc1	1.7
A-logD7.4-472	O1C(=O)c2c(N=C1NCCCC)cc(N)cc2	1.7
A-logD7.4-473	OC(CN(C)c1nnc(Nn2c(ccc2C)C)cc1)C	1.73
A-logD7.4-476	O1c2c(OCC1c1[nH]ccn1)cccc2	1.76
A-logD7.4-477	Brc1ccccc1NC(=O)Nc1ccc(cc1OC)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O	1.76
A-logD7.4-478	o1cc(cc1)C1(C2c3cc(ccc3C([n+]3c2cccc3)C1)C(O)=O)c1ccoc1	1.76
A-logD7.4-482	Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)CC#Cc1ccccc1	1.78
A-logD7.4-483	N1[C@@H]2Cc3c(cccc3)[C@]1(c1c2cccc1)C	1.79
A-logD7.4-484	Clc1cc2c(cc(S(=O)(=O)N[C@H]3CCN([C@H](C(=O)N4CCOCC4)C)C3=O)cc2)cc1	1.79
A-logD7.4-485	FC(F)(F)c1cc2nccc(c2cc1)-c1c2cc(ccc2n(CC(O)=O)c1C)C	1.8
A-logD7.4-488	FC(F)(F)c1cc2c(nccc2-c2c3cc(ccc3n(CC(O)=O)c2C)C)cc1	1.8
A-logD7.4-49	OC=1C(=O)C=CN(CCC(O)=O)C=1CC	-1.6
A-logD7.4-490	O1C(=Nc2c(cc(cc2)C)C1=O)C	1.8
A-logD7.4-491	Clc1ccccc1CC(N1CCNCC1)c1ccccc1	1.8
A-logD7.4-494	Clc1cc2sc(S(=O)(=O)N[C@H]3CCN([C@H](C(=O)N4CCOCC4)C)C3=O)cc2cc1	1.85
A-logD7.4-495	Clc1ccccc1NC(=O)Nc1ccc(cc1OC)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O	1.87
A-logD7.4-496	O=[N+]([O-])c1ccccc1	1.88
A-logD7.4-498	OC=1C(=O)C=CN(CCCCCC)C=1C	1.89
A-logD7.4-501	[Tc-]123(SCCN1C(=O)C[N+]2(CCS3)CCNCCCC)[OH2+]	1.9
A-logD7.4-502	Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)C(C#Cc1ccsc1)C	1.9
A-logD7.4-503	FC(F)(F)C=1OC(=O)c2c(N=1)cccc2	1.9
A-logD7.4-506	O1c2c(OCC1Cc1[nH]ccn1)cccc2	1.92
A-logD7.4-507	O1c2c(OCC1Cc1nccn1C)cccc2	1.93
A-logD7.4-508	O1CCN(CC1)c1nnc(Nn2c(ccc2C)C)cc1	1.94
A-logD7.4-509	Fc1ccc(cc1)C1(OCc2c1ccc(c2)C#N)CCCN(C)C	1.94
A-logD7.4-510	n1nc(Nn2c(ccc2C)C)ccc1N1CCN(CC1)C	1.94
A-logD7.4-511	O(c1cc(ccc1)CNc1ccc(cc1)CCC(O)=O)c1ccccc1	1.95
A-logD7.4-513	O1c2c(OCC1CCc1[nH]ccn1)cccc2	1.99
A-logD7.4-515	O1CCN(CC1)c1nnc(N(n2cccc2)C)cc1	2
A-logD7.4-516	Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)C(C)c1oc2c(c1)cccc2	2
A-logD7.4-517	Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)Cc1sc2c(c1)cccc2	2
A-logD7.4-519	O1C(=O)c2c(N=C1NCc1ccc(N)cc1)cccc2	2
A-logD7.4-521	S(=O)(=O)(Nc1cc2[nH]cc(c2cc1)-c1ccncc1)c1ccccc1	2.01
A-logD7.4-523	N(CCC=C1c2c(CCc3c1cccc3)cccc2)C	2.02
A-logD7.4-524	Clc1sc(cc1)-c1sc(S(=O)(=O)N[C@H]2CCN([C@H](C(=O)N3CCOCC3)C)C2=O)cc1	2.03
A-logD7.4-525	O(CCN(CCOC)c1nnc(Nn2c(ccc2C)C)cc1)C	2.06
A-logD7.4-526	O(C)c1cc2c(nccc2[C@H](O)C2N3CC(C(C2)CC3)C=C)cc1	2.14
A-logD7.4-527	Clc1cc2cc(sc2cc1)S(=O)(=O)N[C@H]1CCN([C@H](C(=O)N2CCOCC2)C)C1=O	2.07
A-logD7.4-529	O(C)c1ccccc1	2.09
A-logD7.4-53	OC=1C(=O)C=CN(CCN)C=1C	-1.55
A-logD7.4-530	o1nc(nc1[C@H](CCCC1CCCCC1)CC(=O)NO)C1=CNC(=O)NC1=O	2.1
A-logD7.4-531	O(C(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1nc[nH]c1)C(=O)NC(C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCCN=C(N)N)CC(C)C	2.1
A-logD7.4-532	Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)CCC(O)=O)cc1	2.1
A-logD7.4-533	O1C(=Nc2c(cccc2C)C1=O)C	2.1
A-logD7.4-534	Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1ccc(cc1)CCC(O)=O	2.1
A-logD7.4-535	Clc1sc(cc1)-c1sc(S(=O)(=O)N[C@H]2CCN([C@H](C(=O)N3CCOCC3)C)C2=O)nc1	2.1
A-logD7.4-536	Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)Cc1oc2c(c1)cccc2	2.1
A-logD7.4-537	Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)CC(O)=O)cc1	2.1
A-logD7.4-539	c1ccccc1	2.13
A-logD7.4-540	O(CCN(C)c1nnc(Nn2c(ccc2C)C)cc1)C	2.16
A-logD7.4-542	Brc1cc(ccc1NC(=O)Nc1ccccc1Cl)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O	2.17
A-logD7.4-543	FC(F)(F)c1cc(cc(c1)C(F)(F)F)COCC(N1CCN(CC1)CCOCC(O)=O)c1ccccc1	2.17
A-logD7.4-544	n1nc(Nn2c(ccc2C)C)ccc1N(C)C	2.18
A-logD7.4-545	Clc1sc(cc1)-c1sc(S(=O)(=O)N[C@H]2CCN([C@H](C(=O)N3CCOCC3)C)C2=O)cn1	2.18
A-logD7.4-547	S(=O)(=O)(C)c1ccc(cc1)CC(=O)N(CC)C1CCN(CC1)CC[C@@H](c1cc(F)cc(F)c1)c1ccc(S(=O)(=O)C)cc1	2.2
A-logD7.4-549	O1CCN(CC1)c1nnc(N(n2c(ccc2C)C)C)cc1	2.21
A-logD7.4-55	OC[C@H](NC(=O)C)C(=O)N([C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)N)C	-1.51
A-logD7.4-552	O1Cc2c(cccc2)C(c2c1cccc2)=CCCN(C)C	2.22
A-logD7.4-554	n1c2c(ccc1\C=C\C)cccc2	2.23
A-logD7.4-556	Clc1sc(cc1)-c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](C(=O)N3CCOCC3)C)C2=O)cc1	2.24
A-logD7.4-558	Clc1c(cc(cc1C)-c1nc(n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1)C(C)C)C.[Na+]	2.27
A-logD7.4-559	Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1cc2OCOc2cc1	2.27
A-logD7.4-560	Clc1cc(ccc1NC(=O)Nc1ccccc1Cl)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O	2.27
A-logD7.4-562	Brc1cc(ccc1NC(=O)Nc1ccccc1Br)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O	2.28
A-logD7.4-563	S(=O)(=O)(NCc1nc(on1)[C@H](CCCC1CCCCC1)CC(=O)NO)C	2.3
A-logD7.4-564	O1C(=O)c2c(N=C1NC)cccc2C	2.3
A-logD7.4-566	Clc1cc(ccc1Cl)[C@@H]1CC[C@H](NC)c2cc(S(=O)(=O)N)ccc12	2.3
A-logD7.4-567	S(=O)(=O)(CCN1CCC2(OC3(OO2)C2CC4CC3CC(C2)C4)CC1)CC	2.3
A-logD7.4-569	Clc1cc(ccc1Cl)[C@@H]1CC[C@H](NC)c2cc(ccc12)C(=O)N	2.3
A-logD7.4-570	Clc1cc(ccc1Cl)[C@]1(CCC(=O)N(C1)CC1CC1)CCN1CC(N2CCOCC2)C1	2.3
A-logD7.4-571	O(C)c1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)CCC(O)=O)cc1	2.3
A-logD7.4-572	O1C(=O)c2c(N=C1NCCCC(OCC)=O)cccc2	2.3
A-logD7.4-574	Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1ccc(cc1)-c1ccccc1C(O)=O	2.3
A-logD7.4-575	O1c2c(OCC1Cc1nccn1CC)cccc2	2.31
A-logD7.4-576	O=C(NC1CCN(CC1)CCc1c2c([nH]c1)cccc2)c1ccccc1	2.31
A-logD7.4-578	Brc1cc(Cl)c(NC=2NCCN=2)c(Cl)c1	2.31
A-logD7.4-579	O(C)c1cc(c2c(nc(nc2)Nc2ccc(N3CCNCC3)cc2)c1C1CCCC1)C	2.32
A-logD7.4-580	Brc1ccccc1NC(=O)Nc1ccc(cc1Cl)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O	2.34
A-logD7.4-581	FC(F)(F)c1cc(cc(c1)C(F)(F)F)COCC(N1CCN(CC1)CC(O)=O)c1ccccc1	2.35
A-logD7.4-582	O=C(N(C)C)Cc1n2C=C(C=Cc2nc1-c1ccc(cc1)C)C	2.35
A-logD7.4-583	O([C@]([C@@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)C(=O)CC	2.48
A-logD7.4-585	[Tc-]12(SCC[N+]1(CCS2)CCN(C)C)(Sc1ccc(OC)cc1)[OH2+]	2.38
A-logD7.4-586	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(SCc1ccccc1)[OH2+]	2.38
A-logD7.4-587	Clc1sc2S(=O)(=O)N=C(Nc2c1)N[C@@H](CC)C	2.4
A-logD7.4-588	O1c2c(OCC1Cc1nccn1CCC)cccc2	2.4
A-logD7.4-589	O1C(=O)c2c(N=C1NCCC)cccc2	2.4
A-logD7.4-590	O1C(=O)c2c(N=C1NC(C)C)cccc2	2.4
A-logD7.4-591	O(CC(CCC)(COC(=O)N)C)C(=O)NC(C)C	2.4
A-logD7.4-592	O1C(=O)c2c(N=C1NC(C)C)cc(NCC)cc2	2.4
A-logD7.4-594	Clc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCCCN2CCN(CC2)C)c3)cc1	2.4
A-logD7.4-595	O1CCN(CC1)CCn1nc2c(nc(nc2O)-c2cc(cnc2OCCCC)C(=O)C)c1CC	2.4
A-logD7.4-596	Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)C(C#Cc1sccc1)C	2.4
A-logD7.4-597	FC(F)(F)c1ccc(cc1)/C(=N/OCCN)/CCCCOC	2.41
A-logD7.4-598	Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N1CCN(CC1)C)c1cccnc1	2.41
A-logD7.4-599	FC(F)(F)c1cc(cc(c1)C(F)(F)F)COCC(N1CCNCC1)c1ccccc1	2.41
A-logD7.4-601	Clc1sc2S(=O)(=O)N=C(Nc2c1)NCCC	2.42
A-logD7.4-602	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N([C@@H](CC(C)C)C(=O)N)C)C	2.42
A-logD7.4-603	n1nc(Nn2c(ccc2C)C)ccc1N1CCCC1	2.45
A-logD7.4-605	S1c2c(N(c3c1cccc3)CCCN(C)C)cccc2	2.48
A-logD7.4-606	N(CCCN1c2c(CCc3c1cccc3)cccc2)(C)C	2.49
A-logD7.4-607	O(CCCOc1ccccc1)c1cc(ccc1)CCNC[C@H](O)c1cc(NC=O)c(O)cc1	2.49
A-logD7.4-61	OC=1C(=O)C=CN(CCCC(O)=O)C=1CC	-1.38
A-logD7.4-610	Clc1cc2c(-n3c(CN=C2c2ccccc2F)cnc3C)cc1	2.5
A-logD7.4-611	OC(=O)c1cc-2nc(c(c-2[nH]c1)C1CCCCC1)-c1ccccc1	2.5
A-logD7.4-612	O(CCC)c1ncc(cc1-c1nc(O)c2nn(c(c2n1)CC)C1CN(C1)C(C)C)C(=O)C	2.5
A-logD7.4-613	O(C)c1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)CC(O)=O)cc1	2.5
A-logD7.4-614	Brc1cc(Br)cc(Br)c1NC=1NCCN=1	2.51
A-logD7.4-618	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(SCc1ccc(cc1)C(C)(C)C)[OH2+]	2.53
A-logD7.4-619	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(OC)cc1)[OH2+]	2.59
A-logD7.4-62	Oc1ccc(cc1)CC(NC(=O)C(N)Cc1c2c([nH]c1)cccc2)C(O)=O	-1.38
A-logD7.4-620	O1[C@H]([C@H]1C)C1=Nc2c(-n3c1ccc3)cccc2	2.55
A-logD7.4-621	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1cc(OC)ccc1)[OH2+]	2.58
A-logD7.4-622	O1CC(N(C(C1)C)c1nnc(Nn2c(ccc2C)C)cc1)C	2.59
A-logD7.4-623	Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N)c1cccnc1	2.59
A-logD7.4-624	O1C(=O)c2c(N=C1NC(C(OC)=O)c1ccccc1)cccc2	2.6
A-logD7.4-625	O1C2(OOC13CCN(CC3)C(=O)N1CCN(CC1)C)C1CC3CC2CC(C1)C3	2.6
A-logD7.4-626	o1nc(nc1[C@H](CCCC1CCCCC1)CC(=O)NO)C(=O)N	2.6
A-logD7.4-627	O1C(=O)c2c(N=C1N[C@@H]([C@H](CC)C)C(OC)=O)cccc2	2.6
A-logD7.4-628	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccccc1OC)[OH2+]	2.6
A-logD7.4-629	o1nc(nc1[C@H](CCCC1CCCCC1)CC(=O)NO)CNC(CO)(C)C	2.6
A-logD7.4-630	Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CCN(CC2)C)c3)cc1	2.6
A-logD7.4-632	O(CCCC)c1ncc(cc1-c1nc(O)c2nn(Cc3nccn3C)c(c2n1)CC)C(=O)C	2.6
A-logD7.4-633	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(SCc1ccc(OC)cc1)[OH2+]	2.61
A-logD7.4-634	O1[C@H]([C@@H]1C)C1=Nc2c(-n3c1ccc3)cccc2	2.61
A-logD7.4-635	O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)CC2(C1)CCCC2	2.61
A-logD7.4-637	N(CCC=C1c2c(CCc3c1cccc3)cccc2)(C)C	2.83
A-logD7.4-639	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccccc1)[OH2+]	2.63
A-logD7.4-640	Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N)c1ccncc1	2.64
A-logD7.4-641	FC(F)(F)c1cc(cc(c1)[C@@H](OC[C@@H](N1CCN(CC1)CCOCC(O)=O)c1ccccc1)C)C(F)(F)F	2.64
A-logD7.4-642	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1cc(C)c(cc1)C)[OH2+]	2.65
A-logD7.4-643	S1Cc2c(cccc2)\C(\c2c1cccc2)=C\CCN(C)C	2.66
A-logD7.4-644	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1cc2c(cc1)cccc2)[OH2+]	2.66
A-logD7.4-645	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)C)[OH2+]	2.66
A-logD7.4-647	Oc1ccc(cc1)C(=O)Nc1cc(NC(=O)c2cc(N(C)C)ccc2)ccc1C	2.7
A-logD7.4-648	O1CCN(CC1)CCCOc1cc2ncnc(Nc3cnc(nc3)NC(=O)c3ccccc3)c2cc1OC	2.7
A-logD7.4-649	O1C2(OOC13CCN(CC3)Cc1ccncc1)C1CC3CC2CC(C1)C3	2.7
A-logD7.4-65	O=C(N([C@@H](CC(C)C)C(=O)N)C)CNC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)C)CCCCN)C)Cc1ccccc1	-1.33
A-logD7.4-650	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)CC)[OH2+]	2.7
A-logD7.4-651	O1C(=O)c2c(N=C1OCC)cc(N)cc2CC	2.7
A-logD7.4-652	FC(F)(F)c1cc(cc(c1)C(F)(F)F)COCC(N1CCN(CC1)CCCCc1nn[nH]n1)c1ccccc1	2.71
A-logD7.4-653	O1CCN(CC1)c1nnc(Nn2c(ccc2CC)CC)cc1	2.71
A-logD7.4-655	n1nc(Nn2c(ccc2C)C)ccc1N(CC)CC	2.73
A-logD7.4-657	O(NC(=O)Nc1cc2n(cc(c2cc1)C#N)C)Cc1ccccc1	2.74
A-logD7.4-659	Clc1c(csc1C(=O)Nc1c(cc(Cl)cc1OC)C(=O)Nc1ncc(Cl)cc1)CN1CCN(CC1)C	2.75
A-logD7.4-66	O1c2c(ccc(O[C@@H]3O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]3O)c2)C(=CC1=O)C	-1.32
A-logD7.4-660	O(CCCCc1ccccc1)c1ccc(cc1)CCNC[C@H](O)c1cc(NC=O)c(O)cc1	2.76
A-logD7.4-661	[Tc-]12(SCC[N+]1(CCS2)CC)(Sc1ccc(OC)cc1)[OH2+]	2.77
A-logD7.4-662	Ic1ccc(S[Tc-]23(SCC[N+]2(CCS3)CCN(CC)CC)[OH2+])cc1	2.77
A-logD7.4-663	Clc1ccccc1-c1nc(cc2c1cccc2)C(=O)N(C(CC)C)C	2.78
A-logD7.4-666	Brc1cc(Br)cc(C(F)(F)F)c1NC=1NCCN=1	2.8
A-logD7.4-667	O(CCCC)c1ncc(cc1-c1nc(O)c2nn(c(c2n1)CC)C1CN(C1)CC)C(=O)C	2.8
A-logD7.4-668	O(COC)C1CCN(CC1)C(=O)[C@@H](N[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCN(C)C)CC1CCCCC1)Cc1ccccc1	2.8
A-logD7.4-669	Clc1cc(ccc1Cl)[C@@H]1CC[C@H](NC)c2cc(ccc12)C(=O)NC	2.8
A-logD7.4-670	Clc1cc(ccc1Cl)[C@@H]1CC[C@H](NC)c2cc(S(=O)(=O)NC)ccc12	2.8
A-logD7.4-671	O1C(=Nc2c(cc3c(c2)cccc3)C1=O)C	2.8
A-logD7.4-672	O1C(=O)c2c(N=C1NCc1ccccc1)cccc2	2.8
A-logD7.4-673	[nH]1cc(c2c1cccc2)-c1ccncc1	2.81
A-logD7.4-674	[Tc-]12(SCC[N+]1(CCS2)CCOC)(Sc1ccc(OC)cc1)[OH2+]	2.81
A-logD7.4-675	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)C(C)C)[OH2+]	2.83
A-logD7.4-677	FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1	2.84
A-logD7.4-678	S1c2c(N(c3c1cccc3)CC(N(C)C)C)cccc2	2.85
A-logD7.4-679	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(Br)cc1)[OH2+]	2.87
A-logD7.4-680	Clc1ccccc1	2.87
A-logD7.4-682	FC(F)(F)C=1OC(=O)c2c(N=1)cccc2C	2.9
A-logD7.4-683	FC(F)(C(F)(F)C(F)(F)F)C=1OC(=O)c2c(N=1)cccc2C	2.9
A-logD7.4-684	O(C)c1ccccc1COCCCOc1ccc(N2[C@H](CNCC2=O)COCc2cccnc2)cc1	2.9
A-logD7.4-685	n1c(nc(NC2CC2)c(C)c1N1CCCCCC1)C1CC1	2.9
A-logD7.4-687	Clc1ccc2OCOc2c1Nc1ncnc2c1c(OC1CCN(CC1)C)cc(OC)c2	2.9
A-logD7.4-688	Clc1ccc2OCOc2c1Nc1ncnc2c1c(OC1CCOCC1)cc(OCCN1CCN(CC1)C)c2	2.9
A-logD7.4-689	O(CCCC)c1nc2c(cccc2)c(c1)C(=O)NCCN(CC)CC	2.91
A-logD7.4-690	N(CCC=C1c2c(C=Cc3c1cccc3)cccc2)(C)C	2.92
A-logD7.4-691	O=C(N(C)c1ccccc1)Nc1cc2[nH]cc(c2cc1)-c1ccncc1	2.93
A-logD7.4-692	Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccc1OC	2.93
A-logD7.4-693	Clc1cc2c(cc(S(=O)(=O)N[C@H]3CCN([C@H](C(=O)N4C5CCC(CC5)C4)C)C3=O)cc2)cc1	2.94
A-logD7.4-694	Clc1c(csc1C(=O)Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cc1)CN1CCN(CC1)C	2.96
A-logD7.4-695	Clc1cc(N2CCN(CC2)CCCN2N=C3N(C=CC=C3)C2=O)ccc1	2.97
A-logD7.4-696	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)C(C)(C)C)[OH2+]	2.97
A-logD7.4-697	O(C)c1cc(ccc1OC)CCC1=Nc2c(-n3c1ccc3)cccc2	2.97
A-logD7.4-699	[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)CCCC)[OH2+]	2.99
A-logD7.4-70	Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccc(F)cc2)cc1N1CCNCC1	-1.18
A-logD7.4-703	O1C(=O)c2c(N=C1NC(C)C)cccc2C	3
A-logD7.4-708	S(CC)C=1OC(=O)c2c(N=1)cccc2	3
A-logD7.4-71	S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCN(C)C)cc1	-1.17
A-logD7.4-711	O1C(=O)c2c(N=C1N1CCCCC1)cccc2	3
A-logD7.4-715	O(Cc1[nH]c(nc1C(=O)Nc1cc(ccc1)C(O)=O)-c1c(cc(cc1C)C)C)C12CC3CC(C1)CC(C2)C3	3.02
A-logD7.4-716	Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N1CCOCC1)c1ccccc1	3.02
A-logD7.4-717	Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N)c1ccccc1	3.02
A-logD7.4-718	n1-2c(ccc1)C(=Nc1c-2cccc1)C=C	3.08
A-logD7.4-719	O=C(c1ccccc1)c1ccccc1	3.1
A-logD7.4-720	O1C(=O)c2c(N=C1Nc1ccccc1)cccc2OC	3.1
A-logD7.4-721	Clc1cc(ccc1Cl)[C@@H]1CC[C@H](NC)c2c1cccc2	3.1
A-logD7.4-723	O1C(=O)c2c(N=C1NCCCC)cccc2	3.1
A-logD7.4-726	Clc1c(csc1C(=O)Nc1ccc(Cl)cc1C(=O)Nc1ncc(Cl)cc1)CN1CCN(CC1)C	3.11
A-logD7.4-728	n1nc(Nn2c(ccc2C)C)ccc1N1CCCCC1	3.13
A-logD7.4-729	Clc1sc2S(=O)(=O)N=C(Nc2c1)NCC(CC)C	3.14
A-logD7.4-731	O1C(=O)c2c(N=C1N[C@@H](CC(C)C)C(OC)=O)cccc2	3.2
A-logD7.4-732	O1C(=O)c2c(N=C1NC(C)C)cc(cc2)CC	3.2
A-logD7.4-733	O1C(=O)c2c(N=C1N[C@H](CC(C)C)C(OC)=O)cccc2	3.2
A-logD7.4-734	s1c(cnc1Nc1ncnc2c1cc(OC)c(OCCCN1CCC(CC1)CO)c2)CC(=O)Nc1cc(F)ccc1	3.2
A-logD7.4-735	O1C(=O)c2c(N=C1NCCc1ccccc1)cccc2	3.2
A-logD7.4-736	Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C	3.34
A-logD7.4-737	Clc1cc2N(c3c(CCc2cc1)cccc3)CCCN(C)C	3.28
A-logD7.4-738	FC(F)(F)c1cc(cc(c1)C(F)(F)F)COC[C@H](N1CCN(CC1)CC(=O)N)c1ccccc1	3.26
A-logD7.4-739	O1c2c(OCC1Cc1[nH]c3c(n1)cccc3)cccc2	3.29
A-logD7.4-740	n1c2c(cc3c1cccc3)cccc2	3.29
A-logD7.4-743	n1-2c(ccc1)C(=Nc1c-2cccc1)\C=C/C	3.3
A-logD7.4-744	O(C)c1cc2c(cc(cc2)CCC(=O)C)cc1	3.3
A-logD7.4-748	n1-2c(ccc1)C(=Nc1c-2cccc1)CCC	3.35
A-logD7.4-749	Ic1cc(cc(I)c1OCCN1CCOCC1)C(=O)c1c2c(oc1CCCC)cccc2	4.76
A-logD7.4-752	O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)[C@H](O)C2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC	3.4
A-logD7.4-754	Clc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCCCN2CCOCC2)c3)cc1	3.4
A-logD7.4-757	O(C)c1cc2N=C(c3n(-c2cc1)ccc3)CCC	3.4
A-logD7.4-758	s1c2c([nH]c(c2C2CCCCC2)-c2ccccc2)cc1C(O)=O	3.4
A-logD7.4-759	n1-2c(ccc1)C(=Nc1c-2cccc1)\C=C\C	3.44
A-logD7.4-761	O(C)c1cc2N=C(c3n(-c2cc1)ccc3)\C=C\C	3.47
A-logD7.4-762	O(C)c1cc2-n3c(ccc3)C(=Nc2cc1)\C=C\C	3.48
A-logD7.4-763	Clc1cc2c(Oc3c(N=C2N2CCNCC2)cccc3)cc1	3.48
