,smiles,logP
1466,N=c1[nH]cnc2c1ccn2C1OC(CO)C(O)C1O,-0.8
1467,CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,4.94
1468,Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,3.23
1469,Nc1ccccc1F,1.26
1470,CC=CC=CC(=O)O,1.33
1471,Oc1ccc(Cl)cc1Cl,3.06
1472,COc1ccc(OCC(=O)O)cc1,1.23
1473,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,-0.02
1474,Cn1cncc1[N+](=O)[O-],0.13
1475,COCCOCCOc1ccccc1OCCOCCOC,0.76
1476,O=c1nc(N=CN2CCOCC2)ccn1C1CC(O)C(CO)O1,-1.54
1477,CCCCCC(=O)O[Na],-2.17
1478,O=[N+]([O-])c1ccc(Br)c(Cl)c1,3.25
1479,CC(C)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,4.71
1480,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)C(C)C,-0.2
1481,CCOc1cccc(NC(=O)Cc2ccccc2)c1,3.23
1482,CC(=NNC(=S)NNC(=S)N(C)C)c1ccccn1,1.25
1483,CCCCCCCCN(C)N=Nc1ccc(C(N)=O)cc1,4.7
1484,CCc1c(O)[nH]c(=O)[nH]c1=O,-0.35
1485,N#Cc1ccc(Cl)cc1,2.47
1486,N=C(N)N=C(N)NCCc1ccccc1,-0.83
1487,Clc1cccc(Cl)c1Cl,4.05
1488,CNC(=O)OCc1cccc(COC(=O)NC)n1,0.24
1489,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.45
1490,CC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(N)=O)C(C)C,0.06
1491,Cc1c([N+](=O)[O-])ncn1C,-0.11
1492,CN(C)C(=O)Nc1cccc(F)c1,1.37
1493,CCOC(=O)CN(C(=O)CCl)c1ccccc1CC,2.57
1494,COc1ccc(C(=O)NN=Cc2ccccc2O)cc1,3.34
1495,CC(=O)NCC(N)=O,-1.83
1496,COc1ccccc1NCC(C)=O,1.49
1497,c1ccc2nc3ccccc3cc2c1,3.4
1498,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,5.5
1499,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,2.925
1500,CC(n1ccnc1)C(O)(c1ccc(F)cc1)c1ccc(F)cc1,3.13
1501,O=CC=Cc1ccc([N+](=O)[O-])o1,0.96
1502,COCC(F)Cn1ccnc1[N+](=O)[O-],0.18
1503,COc1ccccc1C(N)=O,0.86
1504,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,5.7
1505,OCc1ccc(Cl)c(Cl)c1,2.74
1506,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.63
1507,CNC(=O)n1cc(F)c(=O)[nH]c1=O,-0.2
1508,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.11
1509,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO2,0.03
1510,CCOC(=O)C(F)(F)C(F)(F)F,2.12
1511,CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,2.23
1512,CCCOc1ccc([N+](=O)[O-])cc1NC(C)=O,1.6
1513,CC(C)c1n[nH]c(=S)n(N)c1=O,1.22
1514,Nc1ccc(F)cc1,1.15
1515,CN(CCO)N=Nc1ccc(C(N)=O)cc1,0.26
1516,NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1,1.4
1517,NCCCO,-1.12
1518,CCCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,2.16
1519,CC(C)NC(C)C,1.4
1520,CCN(CC)CC(O)c1ccccc1,2.02
1521,Cn1c(=N)[nH]c2cc(C#N)ccc21,1.11
1522,N=C(N)Nc1ccccc1,0.53
1523,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,6.4
1524,CCOc1ccc(NC(C)=O)cc1,1.58
1525,NS(=O)(=O)c1cccc(OC(=O)CNC(=O)c2ccccc2)c1,0.84
1526,COc1cc(O)c2c(c1O)c(COC(N)=O)c1n2CC=C1OC(C)=O,0.72
1527,Oc1cc(O)c(-c2ccccc2)o1,1.47
1528,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,1.51
1529,CN(CCCn1ccnc1C=NO)S(=O)(=O)C(F)(F)F,1.77
1530,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,2.02
1531,N=c1[nH]c(=O)n(C2CCC(CO)O2)cc1I,-0.31
1532,O=Cc1cccnc1,0.29
1533,CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O,1.38
1534,CCOCN(C(=O)CCl)c1c(C)cccc1CC,3.03
1535,CC(Cl)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.98
1536,CC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2N(C)C1=O,3.4
1537,CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.09
1538,CCOC(=O)N=[N+]([O-])c1ccccc1,2.53
1539,Cc1ccc2cc3ccccc3cc2c1,5.0
1540,CNC(=O)Oc1cccc(Br)c1,2.25
1541,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,4.44
1542,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.34
1543,NC(=O)c1ccccc1OCc1ccc([N+](=O)[O-])cc1,1.73
1544,CC1c2nc3ccccc3c(=O)n2CN1Cc1ccccc1,1.72
1545,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0.5
1546,CCCCCCC(=O)NN,0.97
1547,CCCC12CC3CC(CC(N)(C3)C1)C2,3.76
1548,N#CCc1ccco1,0.85
1549,CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1coc(O)c1,1.93
1550,O=NN(CCCl)C(=O)Nc1ccccc1,2.49
1551,CCOP(=S)(OCC)SCSC(C)(C)C,4.48
1552,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,2.42
1553,N#CN=[N+]([O-])c1cccc([N+](=O)[O-])c1,1.45
1554,C=CC(C)(CCC=C(C)C)OC(C)=O,3.93
1555,NS(=O)(=O)c1cc2c(cc1Br)NCNS2(=O)=O,0.08
1556,CCCCNC(=O)Cn1cnc([N+](=O)[O-])n1,0.89
1557,CCOc1ccc(OC(=O)NC)cc1,1.63
1558,O=NN(CCCl)C(=O)NC1C(O)OC(CO)C(O)C1O,-0.8400000000000001
1559,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,6.63
1560,CC(C)(C)c1n[nH]c(=N)o1,0.48
1561,NC(=O)Cc1cccc2cccnc12,1.87
1562,O=C1c2ccccc2C(=O)N1CCCCBr,2.96
1563,CSc1nnc(CCC(C)C)c(=O)n1N,1.85
1564,CCC(=O)CC(=O)CC,1.12
1565,CCOCc1cc(=O)c(O)co1,-0.38
1566,CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,0.98
1567,O=P(N1CC1)(N1CC1)N(N=Cc1ccccc1)c1ccccc1,0.56
1568,CN(C)C(=O)Nc1ccc(Oc2nnn(C(C)(C)C)n2)cc1,2.08
1569,CCN(C)C(=O)c1cccc(Oc2ccccc2)c1,2.98
1570,BrCC1CO1,0.85
1571,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,0.63
1572,N#CC1CCCN1C(=O)C1CCCN1C(=O)CCCc1ccccc1,1.6
1573,CN(C)c1ccc2c(c1)C(=O)OC2(C)C,2.42
1574,CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1.79
1575,O=C(O)c1cccc([N+](=O)[O-])c1,1.83
1576,CCCNC(=O)CCC(NS(=O)(=O)c1ccccc1)C(=O)O,0.01
1577,CCCC(=O)n1c(=O)[nH]cc(F)c1=O,0.67
1578,Cc1cccc(Br)c1,3.41
1579,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1,2.85
1580,Fc1cccnc1,0.77
1581,Cn1cnc([N+](=O)[O-])c1N,-1.0
1582,CCSc1ccccc1,3.2
1583,NS(=O)(=O)c1ccc(SCCO)c([N+](=O)[O-])c1,0.38
1584,CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1,-0.2
1585,NCc1ccccc1Sc1ccccc1CO,2.39
1586,O=C1C=CC(=O)C(Cl)=C1,0.84
1587,CCCCOc1ccc(CC(O)=NO)cc1,2.08
1588,Oc1cccnc1,0.48
1589,COCc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,1.19
1590,Cn1nnnc1SC=C1CSC2C(NC(=O)CSCC#N)C(=O)N2C1C(=O)O,-0.62
1591,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,6.5
1592,Fc1ccc(N2CCNCC2)cc1,1.28
1593,Cc1cc(Cl)cc(Cl)c1NC1=NCCN1,2.38
1594,CCOc1ccc(C2(C(=O)OC)CC2(Cl)Cl)cc1,4.1
1595,CC(=O)Nc1cc(C(F)(F)F)ccc1F,2.24
1596,O=C(N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1)c1ccccc1,0.3
1597,O=Cc1ccc(O)c([N+](=O)[O-])c1,1.48
1598,Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,5.92
1599,CCCOn1c(=O)cc(C)[nH]c1=O,0.3
1600,O=C(c1ccccc1)c1ccccc1,3.18
1601,CCOC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.83
1602,NCCCCCCC(=O)O,-3.03
1603,CNC(=O)C(Cc1ccccc1)NC(C)=O,0.4
1604,COc1ccccc1NCC(N)=O,0.78
1605,Clc1ccc(Oc2cccc(Cl)c2Cl)cc1,5.63
1606,Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=N,-2.01
1607,Oc1cccc2c(O)cccc12,1.94
1608,COc1c(Cl)ccc(Cl)c1Cl,3.64
1609,COc1ccc(Br)cc1Cc1c[nH]c(=N)[nH]c1=N,2.44
1610,CP(C)c1ccccc1,2.57
1611,C=CC(=O)NCCN(C)C,-0.25
1612,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(N2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,7.1
1613,CCN(CC)C(=O)c1cccc(C)c1,2.18
1614,CC(C)OC(=O)c1cnc2n(c1=O)C(C)CCC2,0.99
1615,CCCOC(=O)c1cccs1,3.01
1616,Cc1ccccc1OC(=O)N(C)C,1.86
1617,CC(=O)C(=Cc1ccccc1)C(C)=O,1.59
1618,CCOC(=O)C(Cc1ccc(OC)cc1)=NC=O,2.22
1619,O=C(O)Cc1ccccc1Nc1cc(Cl)ccc1Cl,4.94
1620,COc1ccccc1C(=O)NC(=O)Nc1ccc(Cl)cc1,4.35
1621,C1=CCCC=C1,2.47
1622,O=C(Nc1ccc(Cl)c(Cl)c1)C1CCCCC1,4.72
1623,CC(C)(C)C(=O)C(C#N)=NNc1cccc(Cl)c1,4.62
1624,CCNC(=S)Nc1ccccc1,1.42
1625,CC(=O)C=Cc1cccc(Cl)c1,2.81
1626,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,2.9
1627,CC1C(Cl)C(Cl)C(C)C(Cl)C1Cl,4.4
1628,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(C)n1,-0.33
1629,COc1cc(Cl)c(Cl)c(Cl)c1Cl,4.51
1630,Cc1cc(C)c2c(c1)=C(c1ccccc1)NCC(=O)N=2,2.94
1631,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,7.19
1632,Cc1ccc2c(ccc[n+]2[O-])c1,0.95
1633,CCCCS(=O)c1sc(C#N)cc1C#N,2.64
1634,O=S(=O)(CCl)c1ccccc1,1.24
1635,CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,6.68
1636,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc[nH]c(=N)c3c2)n1,2.6
1637,C(=Nc1ccccc1)c1ccccc1,2.82
1638,CCOC(=O)/C(C#N)=C/c1ccccc1,2.43
1639,CCCCCCNC(=O)NN,0.46
1640,OCC1OC(SCc2ccccc2)C(O)C(O)C1O,-0.47
1641,COc1c(OC)c(OC(=O)C(C)C)c2ccccc2c1OC(=O)C(C)C,4.61
1642,Cc1ccccc1NC(=O)NN,0.36
1643,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,3.0
1644,Cc1cc(=O)n(CCOc2ccc3ccccc3c2)[nH]1,2.74
1645,CC(=O)CCC(=O)O,-0.49
1646,c1ccc(C2CN3CCSC3=N2)cc1,1.84
1647,Cc1cccc(N=NN(C)C)c1,2.85
1648,N#CCCN(CCC#N)N=O,0.08
1649,Brc1cc(Br)c(Oc2cc(Br)c(Br)c(Br)c2)cc1Br,7.4
1650,C=CCN(CC=C)C(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,3.67
1651,O=C(C=Cc1ccco1)c1ccco1,2.34
1652,O=NN(CCF)C(=O)NC1CCSCC1,1.43
1653,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,-0.6
1654,CC(=O)Nc1ccc(Br)cc1,2.29
1655,NS(=O)(=O)NC(=O)Cc1ccccc1,0.31
1656,CC(=O)OC1=C2C(C)C(OC(=O)C(C)O)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,1.52
1657,CCCC(=O)C=Cc1ccc(O)c(O)c1,2.61
1658,Brc1ccsc1,2.62
1659,Clc1ccc2ccccc2n1,2.71
1660,Cc1cc(Br)cc(C)c1C#[N+][O-],3.63
1661,CCCCCSC1OC(CO)C(O)C(O)C1O,0.39
1662,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,-0.35
1663,CCCCOc1ccc([N+](=O)[O-])cc1NC(C)=O,2.26
1664,CN(CC(C)(C)C)N=O,1.34
1665,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,1.04
1666,CCC(C)n1nc2ccccc2n1,2.95
1667,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,1.74
1668,Cc1cccc(C)c1NC(=O)CCCCCN,1.29
1669,Fc1ncccn1,0.02
1670,CN(CCN)S(=O)(=O)c1ccc(C(C)(C)[N+](=O)[O-])c([N+](=O)[O-])c1,0.65
1671,CCOC(=O)CN1C(=O)CC1Sc1ccc2ccccc2c1,3.4
1672,Cc1cc(C)cc(C)c1,3.42
1673,COc1ccc(CCN)cc1OC,0.77
1674,CC(=O)C=Cc1ccccc1,2.07
1675,CC(C)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.21
1676,CCOC(=O)CCCOc1ccc(Cl)cc1C,4.26
1677,Cc1ccccc1[N+](=O)[O-],2.3
1678,Cc1ccccc1OCC(O)CNCC(O)COc1ccccc1C,3.67
1679,CCc1nc(-c2ccc(C(C)C(=O)O)cc2)sc1C,3.99
1680,CCCCCCCC(=O)n1cc(CC(NC(O)Cc2nc(O)c3n(c2=O)C2CCC3CC2)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,7.29
1681,CCN1C(=O)C(=O)c2c(C(N)=O)cccc2C1=O,-0.5
1682,CC(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C,0.43
1683,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,2.51
1684,CSc1ncccn1,1.01
1685,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,6.3
1686,O=C(O)CCCCCCCN1C(=O)C=CC1=O,1.99
1687,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc(C(C)(C)C)cc2)c1=O,3.73
1688,O=C(O)CN1CCCCC1,-1.05
1689,COC(=O)c1ccncc1,0.87
1690,Cc1cccc(C)c1NC(=O)CN(C)C,0.94
1691,CC(C)CNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.01
1692,NC(=O)c1cnc2ccccc2n1,0.98
1693,COC(=O)C(C)c1ccc(-n2sc3ccccc3c2=O)cc1,3.46
1694,COc1cc(S(C)=O)ccc1-c1nc2nccnc2[nH]1,0.66
1695,CN(CC(F)(F)F)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.37
1696,COc1ccc(C(=O)NN)cc1,0.25
1697,O=C(O)c1cc2ccccc2cc1O,3.05
1698,O=NN(CCF)C(=O)NC1CCC(NC(=O)N(CCF)N=O)CC1,1.34
1699,CC1(C)C2CCC(CO)C1C2,3.41
1700,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.88
1701,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,3.67
1702,CC(C)=CCCC(C)=CCO,3.515
1703,NCCCCCCCC(=O)O,-2.55
1704,CCN=c1[nH]c(OC)nc(=NC(C)C)[nH]1,2.69
1705,Cc1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,3.65
1706,c1ccc(-c2nc3ccccc3s2)cc1,4.26
1707,CC(C)COCCO,0.75
1708,Nc1ccc(O)c2ncccc12,-0.11
1709,c1ccc(NNc2ccccc2)cc1,2.94
1710,CC(=O)N=c1[nH]c(NCC(O)CO)c(Cl)nc1[N+](=O)[O-],0.0
1711,O=C(Nc1ccc(Cl)c(Cl)c1)C1CCCC1,4.47
1712,COc1ccc(-c2ncc(Cl)nc2-c2ccc(OC)cc2)cc1,4.3
1713,CCCCC1OC(=O)c2cc(N(CCO)CCO)ccc21,1.34
1714,[N-]=[N+]=NC1CC(n2cnc3c(=N)[nH]cnc32)OC1CO,0.35
1715,CCOc1cnc(Cl)cn1,1.99
1716,Cc1ncc([N+](=O)[O-])n1CCNC(=O)OC(C)C,0.88
1717,CC(C)Oc1cccc(COC(=O)N(C)C)c1,3.03
1718,CN=C(NC#N)NCCCCc1ncccc1OC,1.5
1719,CN(C)C(=O)Cc1ccccc1,1.48
1720,CCCNC(=O)c1ccc(S(N)(=O)=O)cc1,0.51
1721,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.61
1722,CC(=O)NC(=O)Nc1ccccc1,1.6
1723,Nc1ccc(Cl)c(N)c1,0.85
1724,CCN1CCCC1=O,-0.04
1725,CC(C)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,4.29
1726,CC(=O)Nc1cc(C)c(Br)c(C)c1,3.28
1727,CC1(C)Cc2cccc([N+](=O)[O-])c2O1,3.33
1728,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.78
1729,CCN(CC)CCOC(=O)c1ccc(N)cc1,2.03
1730,COc1c([N+](=O)[O-])ncn1C,0.19
1731,CC(=O)Oc1ccccc1I,2.55
1732,O=[N+]([O-])c1cc([N+](=O)[O-])c(N=c2[nH]cc([N+](=O)[O-])cc2Cl)c(C(F)(F)F)c1,2.8
1733,CCCCOC(=O)C=Cc1ccc(O)c(O)c1,3.53
1734,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C(F)(F)F)ccc3n2)cc1,4.37
1735,O=c1cc(-c2ccccc2)oc2ccccc12,3.56
1736,CON(C)C(=O)Nc1ccc(OCc2ccccc2)cc1,3.11
1737,COc1ccccc1NCC#N,1.3
1738,CN(C)C(=O)COc1ccccc1,0.8
1739,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,0.29
1740,CCc1cccc(OC(C)=O)c1,2.45
1741,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,2.61
1742,CCN(CC)CCCC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,7.92
1743,CN(C)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.99
1744,CC(=O)N(C)Nc1ccccc1,1.31
1745,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,2.3
1746,CC(C)(C)N(CC(O)COc1ccccc1)CC(O)COc1ccccc1,3.99
1747,CCOc1ccc(NC(=O)OCCOC)cc1OCC,2.27
1748,CCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.2
1749,COc1cc(C=O)cc(OC)c1OC,1.39
1750,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.49
1751,O=NN1CCC(O)CC1,-0.89
1752,Cc1cnc([N+](=O)[O-])n1CCO,0.18
1753,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.56
1754,CC(C)NNC(=O)C(C)Oc1ccc(Cl)cc1,2.14
1755,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,4.2
1756,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,6.4125
1757,O=C(O)COc1ccc(Cl)c(I)c1,3.1
1758,CCN(CC)c1cc(C(=O)NN)ccn1,1.12
1759,O=C(Nc1ccc(Cl)c(Cl)c1)C(F)(F)F,3.9
1760,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,3.55
1761,CN(C)C(=S)NN,-0.3
1762,OCc1cc(Br)cc(Br)c1O,2.72
1763,CCNC(=S)NCC,0.57
1764,CC(=O)Nc1ccc(N)cc1,0.08
1765,CCCc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-1.11
1766,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,-1.18
1767,Fc1ccc(Cl)c(NC2=NCCN2)c1,1.52
1768,c1ccc2c(c1)c1ccccc1c1c3ccccc3c3ccccc3c21,8.39
1769,c1ccc(-c2nc[nH]n2)cc1,1.54
1770,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,5.53
1771,CCCS(=O)c1sc(C#N)c(Cl)c1C#N,2.95
1772,COC(=O)CC(C)C,1.82
1773,C[N+](C)(CCCCS(=O)(=O)[O-])CCCc1ccccc1,-1.7
1774,NCCCCCc1ccccn1,1.32
1775,O=C(O)Cc1ccc(O)cc1,0.75
1776,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,2.46
1777,O=C1CC(=O)c2ccccc21,0.61
1778,CCOP(=O)(OCC)Oc1ccccc1,1.64
1779,COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,3.24
1780,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,4.8
1781,CCOc1ncc(-c2ccncc2)cc1C#N,2.59
1782,CCCCCCCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,5.49
1783,Cc1[nH]ccc(=O)c1O,-0.49
1784,NS(=O)(=O)c1cccc(Br)c1,1.35
1785,CCOP(=S)(OCC)Oc1cccc(F)n1,3.51
1786,CNC(=O)c1ccc(S(N)(=O)=O)cc1,-0.31
1787,Clc1ccc(Oc2cc(Cl)ccc2Cl)c(Cl)c1,5.78
1788,Cc1c(O)c(=O)ccn1CCC(=O)N(C)C,-1.16
1789,O=c1nc(N=CN2CCCC2)ccn1C1CC(F)C(CO)O1,-0.16
1790,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.23
1791,O=C(Cc1ccccc1)Nc1ccccc1,2.7
1792,CCC(C)(CC)c1cc(=NC(=O)c2c(OC)cccc2OC)o[nH]1,3.94
1793,COc1ccccc1N1CCN(CCNC(C)=O)CC1,0.5
1794,CNC(C)=O,-1.05
1795,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,4.68
1796,CCc1ccccc1NC(C)=O,1.32
1797,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1.47
1798,Nc1ccc2ncccc2c1,1.28
1799,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.16
1800,CC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.04
1801,CC(=O)Nc1ccc(OCC(O)CNCC(O)COc2ccccc2)cc1,1.39
1802,CON(C)C(=O)Nc1ccc(OCCc2ccc(C)cc2)cc1,3.81
1803,CCCCn1nnc2ccccc21,2.57
1804,O=C(O)c1cccnc1,0.36
1805,CC(=O)n1ncc2c(=O)[nH]cnc21,-0.35
1806,NNc1ccccc1,1.25
1807,C=CCOc1ccc2c(c1)[n+]([O-])[nH]c(=N)[n+]2[O-],0.76
1808,OCc1cccc(O)c1,0.49
1809,O=C(O)COc1ccccc1F,1.39
1810,C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,3.42
1811,NC(=O)C1CCCN1C(=O)C(Cc1cn(C(=O)OC2CCCCC2)cn1)NC(O)c1ccc(O)[nH]1,0.6
1812,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,3.23
1813,CN(C)N=Nc1cccc(C(N)=O)c1,1.3
1814,Nc1ccc(Cl)c(Cl)c1Cl,3.33
1815,CCOC(=O)CCC(C)n1nnc2ccccc21,2.64
1816,CCC(C)C(NC(=O)C(CC(=O)O)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,0.61
1817,CCN(CC)C(=O)COC(=O)C(C)c1ccc2cc(OC)ccc2c1,3.32
1818,CC(C)c1ccc(OCC(=O)O)cc1,2.69
1819,COC1C(Cl)C(Cl)C(Cl)C(Cl)C1SC,3.3
1820,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,0.82
1821,CC(C)(C)c1ccccc1O,3.31
1822,C#CCC(O)(CC#C)c1cccnc1,1.29
1823,CCOP(=O)(OCC)SCS(=O)CC,1.78
1824,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCO,2.79
1825,Cc1cccc(C(N)=O)c1,1.18
1826,O=C(O)CCOc1cccc2ccccc12,3.0
1827,FN(F)C(c1ccccc1)(c1ccccc1)c1ccccc1,3.73
1828,CCC(C)c1cc([N+](=O)[O-])cc(C(C)CC)c1O,4.8
1829,NN=c1[nH]cnc2ccccc12,1.67
1830,Cc1ccccc1NN=C(C#N)C#N,2.38
1831,CCOC(=O)C(F)F,0.87
1832,CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,3.89
1833,N#Cc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.63
1834,CC(C)N=c1[nH]c(Cl)nc(=NC2CC2)[nH]1,3.06
1835,CCC(CC)(C(=O)NC(N)=S)C(=O)OC,1.82
1836,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,4.45
1837,C=CCOC(=O)c1ccccc1C(=O)OCC=C,3.23
1838,Clc1ccc2c(c1)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.9
1839,CCOc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,3.42
1840,CC(C)(C)C(COc1ccc(-c2ccccc2)cc1)OC(=O)n1ccnc1,4.56
1841,CC(=O)Nc1cc(F)cc(C(F)(F)F)c1Cl,2.86
1842,Oc1cccc(N=C=S)c1,3.23
