logP,smiles,Temperature,pH
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,3.94
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,5.54
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,32.0,5.5
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,25.0,2.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,1.2
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,5.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,7.4
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,6.5
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,6.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,2.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,3.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,4.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,32.0,4.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,25.0,4.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,25.0,3.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,25.0,6.82
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,25.0,7.5
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,25.0,5.14
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,25.0,7.4
3.95,CCCCCCOC(=O)c1ccc(N)cc1,24.0,7.4
0.86,CCCCOC(=O)C(N)Cc1ccc(O)c(O)c1,20.0,7.4
3.9,CCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,37.0,4.0
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,25.0,7.8
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,22.0,9.1
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,25.0,8.02
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,25.0,10.3
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,25.0,9.1
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,25.0,9.33
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,22.0,7.4
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,25.0,8.19
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,25.0,7.9
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,25.0,8.33
1.92,CCN(CC)CCOC(=O)c1ccc(N)cc1,37.0,7.4
0.88,CCN(CC)CCNC(=O)c1ccc(N)cc1,22.0,13.0
0.88,CCN(CC)CCNC(=O)c1ccc(N)cc1,22.0,7.4
2.91,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,25.0,5.0
3.3,Fc1cccc(F)c1-c1nnc(-c2ccccc2Cl)nn1,25.0,7.0
4.1,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,22.0,5.0
4.8,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,25.0,5.0
4.8,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,25.0,3.0
4.8,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,25.0,4.0
4.8,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,25.0,2.0
5.25,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,22.0,5.0
5.25,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,22.0,7.0
5.25,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,22.0,6.0
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,22.0,7.4
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,22.0,5.0
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,37.0,3.0
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,30.0,2.0
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,25.0,4.0
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,37.0,7.4
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,25.0,6.5
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,25.0,1.2
4.4,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,25.0,2.0
1.15,CN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O,32.0,6.4
3.4,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,25.0,4.0
3.4,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,25.0,2.0
3.4,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,25.0,6.5
2.98,CCCOC(=O)n1c(-c2cscn2)nc2ccccc21,21.0,6.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,6.5
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,2.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,4.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,2.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,6.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,1.2
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,5.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,4.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,3.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,7.98
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,6.79
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,7.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,5.0
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,2.45
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,5.24
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,4.38
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,3.97
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,4.5
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,2.92
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,3.5
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,3.13
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,1.12
3.34,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,7.4
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,1.1
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,6.5
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,5.21
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,5.84
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,25.0,4.23
1.02,O=C(OCC(=O)N1CCCC1C(=O)O)c1ccccc1,22.0,2.0
2.25,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,22.0,1.2
2.25,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,22.0,5.0
2.25,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,22.0,7.4
-1.74,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,25.0,6.11
-1.74,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,25.0,4.59
-1.74,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,25.0,5.42
-0.59,COc1nc(=NC(=O)NS(=O)(=O)c2ccccc2OCCCl)nc(C)[nH]1,25.0,7.0
-1.8,COc1nc(=NC(=O)NS(=O)(=O)c2ccccc2OCCCl)nc(C)[nH]1,20.0,8.4
1.1,COc1nc(=NC(=O)NS(=O)(=O)c2ccccc2OCCCl)nc(C)[nH]1,20.0,7.0
1.1,COc1nc(=NC(=O)NS(=O)(=O)c2ccccc2OCCCl)nc(C)[nH]1,25.0,5.0
0.91,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,32.0,6.07
0.91,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,32.0,9.13
0.91,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,32.0,6.12
0.91,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,32.0,6.84
0.91,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,32.0,8.61
0.91,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,32.0,6.31
0.91,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,32.0,5.79
2.12,CCCCNC(=O)n1c(=NC(=O)OC)[nH]c2ccccc21,20.0,7.0
1.75,CC(C)NCC(O)COc1cccc2[nH]ccc12,37.0,10.0
1.75,CC(C)NCC(O)COc1cccc2[nH]ccc12,37.0,7.0
1.75,CC(C)NCC(O)COc1cccc2[nH]ccc12,37.0,9.0
1.75,CC(C)NCC(O)COc1cccc2[nH]ccc12,37.0,8.0
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,3.35
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,6.49
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,6.38
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,6.59
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,5.97
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,3.91
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,5.41
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,5.02
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,6.69
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,4.0
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,3.3
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,4.61
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,5.51
2.9,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,6.88
1.45,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,37.0,7.2
3.71,CCCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,37.0,4.0
0.22,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,8.52
0.16,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,8.97
0.22,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,9.33
0.22,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,8.62
0.22,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,10.83
0.22,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,11.44
0.22,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,9.6
0.22,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,10.09
0.22,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,25.0,10.48
2.25,CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1,23.0,3.5
6.11,CCCCCCCCCCCCCC(=O)O,25.0,3.0
4.25,N#CC(C#N)=NNc1ccc(N=Nc2ccccc2)cc1,25.0,7.2
1.98,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,37.0,7.0
1.98,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,37.0,9.46
1.98,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,37.0,8.64
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,5.0
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,9.0
1.98,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,37.0,9.3
1.98,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,37.0,9.07
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,10.0
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,10.83
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,2.5
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,7.89
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,6.32
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,3.82
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,4.6
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,5.88
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,2.94
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,1.19
2.24,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,25.0,7.28
1.72,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,37.0,5.89
1.72,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,37.0,7.0
1.04,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,3.45
1.04,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,7.64
1.04,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,9.45
1.04,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,10.38
1.04,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,6.65
1.04,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,9.89
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,6.47
3.34,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,32.0,7.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,6.55
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,3.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,3.5
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,5.58
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,3.62
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,5.94
3.34,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,32.0,4.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,3.67
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,4.03
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,5.9
3.34,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,32.0,5.5
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,5.4
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.92
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,4.84
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,5.03
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,4.54
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,22.0,7.4
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,1.15
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,1.2
4.16,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,22.0,5.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.17
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,22.0,4.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,22.0,2.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,22.0,6.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.5
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.46
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,22.0,3.0
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.52
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,5.41
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.14
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,22.0,1.2
3.99,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,25.0,2.91
0.255,CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,25.0,6.5
3.06,CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,37.0,5.0
1.52,Nc1ccc(S(=O)(=O)N=c2cc[nH]n2-c2ccccc2)cc1,37.0,1.17
0.36,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(Cl)cc(OC)[nH]1,25.0,6.5
0.36,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(Cl)cc(OC)[nH]1,25.0,7.0
0.36,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(Cl)cc(OC)[nH]1,25.0,5.0
3.34,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,25.0,9.0
5.12,Cc1cccc(Nc2ccccc2C(=O)O)c1C,22.0,7.4
5.12,Cc1cccc(Nc2ccccc2C(=O)O)c1C,22.0,1.2
5.12,Cc1cccc(Nc2ccccc2C(=O)O)c1C,22.0,5.0
2.79,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,22.0,3.0
2.79,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,22.0,6.0
2.79,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,22.0,5.0
2.79,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,22.0,4.0
2.79,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,22.0,2.0
2.79,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,22.0,1.2
2.95,Cc1ccc(S(=O)(=O)N(C)C(=O)c2ccccc2)cc1,22.0,7.4
3.46,CC(C)COC(=O)n1c(-c2cscn2)nc2ccccc21,21.0,6.0
2.44,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,1.3
2.44,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,7.2
2.44,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,1.5
2.44,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,6.5
2.44,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,6.79
2.44,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,37.0,7.03
2.72,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,25.0,7.4
2.8,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,37.0,5.87
2.8,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,37.0,6.35
2.8,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,37.0,5.51
2.8,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,37.0,3.79
2.8,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,37.0,4.69
2.8,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,37.0,1.1
2.8,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,37.0,3.13
2.8,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,37.0,7.0
3.0,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,20.0,7.0
2.86,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,25.0,7.4
2.86,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,25.0,6.5
2.92,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,37.0,5.5
2.92,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,37.0,7.5
2.19,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,37.0,5.5
3.14,COC(=O)N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,37.0,1.2
3.14,COC(=O)N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,37.0,7.4
1.57,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,9.16
1.57,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,8.81
1.57,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,7.62
1.57,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,7.01
1.57,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,6.44
1.57,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,25.0,3.72
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,1.2
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,2.0
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,5.95
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,6.0
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,5.0
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,3.0
2.9,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,6.5
2.9,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,4.0
2.9,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,2.0
3.14,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,22.0,5.0
3.14,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,22.0,4.0
3.14,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,22.0,6.0
3.14,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,22.0,7.5
3.14,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,22.0,7.0
3.14,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,22.0,3.0
3.14,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,22.0,2.0
3.14,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,22.0,1.2
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,6.92
3.12,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,7.4
3.12,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,5.0
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,5.48
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,4.52
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,5.74
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,2.5
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,2.67
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,3.02
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,3.88
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,3.48
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,1.22
3.12,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,21.0,2.0
2.06,COc1ccc2cc(C(C)C(=O)OCC(N)=O)ccc2c1,21.0,7.4
1.06,NC(Cc1ccc(O)c(O)c1)C(=O)OCc1ccccc1,20.0,7.4
0.83,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,25.0,4.2
0.83,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,25.0,2.06
0.83,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,25.0,5.9
0.83,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,25.0,6.6
0.83,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,25.0,1.68
0.83,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,25.0,6.7
0.83,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,25.0,7.1
0.83,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,25.0,8.0
4.51,CCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,21.0,7.4
2.54,CC(C)(C)C(=O)OCn1cc(F)c(=O)n(COC(=O)C(C)(C)C)c1=O,22.0,4.0
2.2,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,25.0,7.0
5.19,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,25.0,2.0
3.68,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,25.0,9.05
3.68,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,25.0,7.6
3.68,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,25.0,9.93
3.68,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,25.0,10.9
3.68,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,25.0,7.7
3.68,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,25.0,8.1
1.71,CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,22.0,1.2
1.71,CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,25.0,7.4
2.97,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,6.9
2.97,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,9.9
2.97,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,8.0
