smiles,logP
CCCCCCOC(N)=O,1.85
c1ccc(Cc2ccncc2)cc1,2.62
Nc1ccc(C(=O)O)cc1I,2.36
CC(=O)c1ccc(N(C)C)cc1,2.1
Cc1ccc(C)c2c(C)cccc12,4.9
S=C=Nc1ccc(Cl)cc1,3.91
S=C=Nc1cccc(Br)c1,4.12
Oc1ccc(N=C=S)cc1,2.74
O=[N+]([O-])c1ccc(N=C=S)cc1,3.62
O=C(O)c1ccc(N=C=S)cc1,3.52
CN(C)c1ccc(N=C=S)cc1,3.96
N=c1[nH]c(=S)c2ncn(C3CC(O)C(CO)O3)c2[nH]1,-0.79
CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.94
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,7.73
Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=N,-2.01
CC(=O)c1cccc(Br)c1,2.47
CC(=O)c1ccccc1Cl,2.09
CC(=O)c1ccccc1Br,2.28
CC(=O)C=Cc1ccccc1F,2.34
CC1CCC(C)O1,1.22
COC(=O)Nc1cccc(Cl)c1,2.58
CC(=O)Nc1ccc(Cl)c(Cl)c1,3.0
CCCC(=O)Nc1ccc(Cl)c(Cl)c1,3.77
CCCCC(=O)Nc1ccc(Cl)c(Cl)c1,4.17
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.6
O=C(Nc1ccc(O)cc1)C(Cl)Cl,1.6
O=C1c2ccccc2C(=O)C1c1ccc(-c2ccccc2)cc1,4.79
CNC(=O)C=C(C)OP(=O)(OC)OC,-0.2
CC(CO)CO,0.24
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.42
CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,-0.2
COc1cc(CCN)cc(OC)c1OCc1ccccc1,2.4
Clc1nc(Cl)c(Cl)c(Cl)c1Cl,3.53
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,3.41
OCc1cc(Br)cc(Br)c1O,2.72
CCCCCCCCc1ccccc1,6.3
COC(=O)Nc1cccc([N+](=O)[O-])c1,2.0
CC(=O)Nc1c(C)cccc1C,1.07
CC(=O)Nc1ccc(C)c(C)c1,2.1
Clc1ccc2ccc(Cl)cc2c1,4.81
CCOC(=O)c1ccc[nH]1,1.73
CCOC(=O)c1c[nH]cc1C,2.14
Cc1cc2c(cc1C)C(=O)C=CC2=O,2.49
O=C1NC(=O)N(c2ccccc2)C1=O,0.6
CCSC(=O)N1CCCCCC1,3.21
NN1CCCCC1,-0.28
CNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.06
CCNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.18
CCCNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.7
CCCCNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,4.18
COP(=O)(NCC(C)C)Oc1cc(Cl)c(Cl)cc1Cl,3.86
COP(=O)(NC(C)(C)C)Oc1cc(Cl)c(Cl)cc1Cl,3.83
COP(N)(=O)Oc1cc(Cl)c(Cl)cc1Cl,2.53
Cc1cc(C#N)ccn1,0.81
O=C(O)c1ccc(Oc2ccccc2)cc1,3.91
CC(=O)OCc1ccc(C)cc1,2.44
CNc1cccc2ccccc12,2.88
COc1cccc2ccccc12,3.45
CC12CCC(C1)C(C)(C)C2O,3.17
CCCC1(CCC)C(=O)NC(=O)NC1=O,1.75
O=S(=O)(O[Na])c1ccc(-c2ccccc2)cc1,-0.67
O=c1[nH]c(Cc2ccccc2)c(O)n1Cc1ccccc1,2.84
Cn1cc(O)n(-c2ccccc2)c1=O,0.14
O=c1[nH]cc(O)n1-c1ccccc1,0.04
NC(=S)c1ccccc1,1.49
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,8.5
CC(=O)CCCc1ccccc1,2.42
N#Cc1cccc(N)c1,1.07
CCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.87
COP(=O)(OC)c1ccccc1,0.95
OCCC(F)(F)F,0.39
CCCCCCCCC#N,3.12
O=C(O)c1ccccc1Oc1ccccc1,3.11
Nc1cccc2c(N)cccc12,0.89
NC(=O)c1cccc2ccccc12,1.88
O=S1(=O)N=C(C(F)(F)F)Nc2cc(Cl)ccc21,1.65
Fc1ccc(N2CCNCC2)cc1,1.28
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,1.83
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1.69
CCCC1CNC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)C1,0.04
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(CC)C1,1.02
S=C=NCCc1ccccc1,3.47
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1.95
CCOC(=O)C(=Cc1ccccc1F)C(=O)OCC,3.04
O=[N+]([O-])c1cc(F)cc(F)c1,2.03
O=C(O)CCCCc1ccccc1,2.94
CCC(CC)C(=O)NC(N)=O,0.91
CC(C)CC(=O)NC(N)=O,0.45
CS(=O)(=O)CC#N,-1.42
COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.13
COc1ccc(N=C=S)cc1,3.58
O=C1C=NC(c2ccccc2)c2cc(C(F)(F)F)ccc2N1,3.1
S=C1CCCN1,-0.05
O=Nc1ccc(O)c(=O)cc1,0.83
Cc1cc(=O)c(O)c(C)o1,0.44
O=c1[nH]cc(O)n1Cc1ccccc1,0.82
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,4.49
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,4.6
Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,4.4
CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,4.31
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,4.38
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,5.0
CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21,3.7
Cc1ccc(-n2c(O)ccc2O)cc1,0.58
COc1ccc(-n2c(O)ccc2O)cc1,0.15
CCCOC(=O)c1ccccc1,3.01
COc1ccc(C=CC(=O)O)cc1OC,2.34
OCc1cc(Br)ccc1O,1.72
NC(=O)Nc1ccc(Cl)c(Cl)c1,2.65
O=[N+]([O-])c1ccc2[nH]nnc2c1,1.95
FC(F)(F)c1nc2c(Cl)c(Cl)c(Cl)cc2[nH]1,3.87
CC(=O)Oc1ccc(C(=O)O)cc1,1.48
CC(=O)N=C1CC(=O)c2ccccc2C1=O,1.29
N=C1CC(=O)c2ccccc2C1=O,1.77
COC1=CC(=O)c2ccccc2C1=O,1.35
Cc1ccc(C(N)=S)cc1,2.01
COc1ccc(C(N)=S)cc1,1.63
O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cccc2c1,2.3
CC(C)CC(=O)Nc1ccccc1,2.51
NC(=O)N(CCCl)N=O,0.57
CCCCF,2.58
O=C(O)C=Cc1ccc2c(c1)OCO2,2.59
C=CCC1(CC)C(=O)NC(=O)NC1=O,0.95
Nc1ccc(C(=O)O)cc1O,0.5
COc1cc(CCO)ccc1O,0.47
CC(C)=CCCC(C)CC=O,3.83
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,6.89
CCCCCCCCCCCCS(=O)(=O)O[Na],0.96
ClC(Cl)C(c1ccccc1)c1ccccc1,4.51
CCC(C)NP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.99
O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1O,3.66
CC1CCC(C)O1,1.34
S=C=Nc1cccc(Cl)c1,3.36
COc1cccc(Br)c1,3.03
CCCCCCCCCC(CC)c1ccccc1,8.1
Clc1cccnc1Cl,2.11
Clc1cccc(Cl)n1,2.15
Clc1cc(Cl)c(Cl)nc1Cl,3.32
CCCCNCc1ccccc1,2.59
CCCCOP(C)(=O)OCCCC,3.26
Nc1ccc(CC(N)C(=O)O)cc1,-2.2
Cc1ccc(C)c(O)c1C,2.67
C=CCNCC,0.81
Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2,3.8
CNC(=O)Oc1ccc(C)c(C)c1,2.09
CCCCOCC1CO1,0.63
CNC(=O)ON=Cc1ccccc1,1.49
CCOC(=O)c1nccnc1C(=O)OCC,0.65
CCN(CC)C(=O)Cc1ccccc1,2.4
Cn1cnc2ccccc2c1=O,0.69
Oc1c(Br)cc(Br)c(O)c1Br,4.37
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,6.29
CCCc1ccc(C(=O)O)cc1,3.42
CCCCOc1ccc(CC(O)=NO)cc1,2.08
NS(=O)(=O)c1cccnc1,-0.49
Cc1ccc2nc3sc(=O)sc3nc2c1,3.78
COc1ccccc1C(N)=O,0.86
Cc1ccc(O)c(-n2nc3ccccc3n2)c1,4.31
COC(=O)C(Cc1ccc(O)cc1)NC(C)=O,0.33
CCCCCC(=O)NN,0.48
Clc1ccc(Oc2ccc(Cl)cc2)cc1,5.25
O=c1c2ccccc2nc2n1CCCC2,1.52
COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,0.7
COC(=O)c1ccncn1,-0.27
NC(=S)c1ccccc1N,0.99
Cc1cccc(OCCN(C)C)c1,2.05
Clc1cncc(Cl)c1,2.56
Nc1ccc(C(=O)O)c(Cl)c1,1.33
COC(=O)c1ccccn1,0.36
COC(=O)c1ccncc1,0.87
COc1cc(Cl)c(Cl)cc1O,3.26
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,3.58
CC(=O)n1ccnc1,-0.34
Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1C,1.34
CC(=O)C=Cc1cccc(F)c1,2.25
CC(C)CCOC(=O)c1cc(O)c(O)c(O)c1,2.8
Nc1ccc(C(=O)O)c(Br)c1,1.49
Cc1cc(C(=O)O)ccc1N,1.37
Cc1cc(N)ccc1C(=O)O,1.14
C=CCOc1cc(N)ccc1C(=O)O,1.25
CCCOc1cc(N)ccc1C(=O)O,1.53
COc1cc(N)ccc1C(=O)O,0.45
CC12CCC(OS(=O)(=O)O)CC1CCC1C2CCC2(C)C(c3coc(O)c3)CCC12O,-0.14
CC12CCC(OS(=O)(=O)O)CC1CCC1C2CCC2(C)C(c3coc(O)c3)CCC12O,-0.21
CNC(=S)N(C)C,0.1
O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,-0.44
C=C(C)C(=O)OCc1ccccc1,2.53
CCOP(=S)(OCC)SCCS(=O)(=O)CC,1.87
CCOP(=S)(OCC)SCCS(=O)CC,1.73
O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,4.4
CN(N=O)C(C)(C)C,0.81
Nc1cc[n+]([O-])c2ccccc12,0.05
CCOP(=O)(OCC)Oc1ccccc1,1.64
CCOP(C)(=O)SCC,0.71
CN(C)P(C)(=O)N(C)C,-0.67
CC1(C)C=Cc2ccccc2O1,3.31
O=C(O)c1cc(Cl)ccc1[N+](=O)[O-],2.13
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,2.03
O=C(O)C1CCN1,-2.84
Cc1no[n+]([O-])c1C,0.23
CCc1c(O)[nH]c(=O)[nH]c1=O,-0.35
CCN(CC)CCNc1ccc(C)c(Cl)c1,4.14
NC(=S)c1ccc(Cl)cc1,2.4
CCOC(=O)c1ccccn1,0.87
CSc1cccc(NC(C)=O)c1,2.14
CCCCc1ccc(O)c(O)c1,2.96
CCCCCc1ccc(O)c(O)c1,3.11
COC(=O)c1ccc(Br)o1,1.84
CCCCOP(=O)(OCCCC)Oc1ccccc1,4.27
O=[N+]([O-])c1cccnc1,0.6
Cc1ccc2c(ccc3ccccc32)c1,4.86
BrC1CC2CCC1C2,3.54
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,-0.05
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,4.59
COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,3.74
COP(=S)(OC)SCC(=O)N(C)C=O,1.48
C#CCCC(C)=O,0.58
FS(F)(F)(F)(F)F,1.68
FS(F)(F)(F)(F)c1ccccc1,3.36
O=C1C=NC(c2ccccc2F)c2cc([N+](=O)[O-])ccc2N1,2.15
Cn1c(=O)cc(O)[nH]c1=O,-0.85
C=C1C(=O)OC2C1CCC(C)C1(O)CCC(=O)C21C,0.83
Cc1cc(O)ccc1[N+](=O)[O-],2.48
CCOP(=S)(OCC)SCS(=O)CC,1.78
CCOP(=S)(OCC)SCS(=O)(=O)CC,1.99
CCOP(=O)(OCC)SCS(=O)CC,1.78
CCOP(=O)(OCC)SCS(=O)(=O)CC,1.98
CNC(=O)Oc1ccc(Cl)c(C)c1,2.57
CCOc1nc(C(Cl)(Cl)Cl)ns1,3.37
CCCCCOC(=O)NC,1.96
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.69
CC(=O)Oc1cccc2cccnc12,2.03
CCOP(=O)(OCC)SCSCC,2.07
COC(=O)Nc1ccccc1,1.75
CN(C)c1ccc(C=C[N+](=O)[O-])cc1,2.67
O=CNc1ccc(Cl)cc1,2.04
O=S(=O)(NS(=O)(=O)c1ccccc1)c1ccccc1,0.52
CNC(=O)Oc1ccc(Cl)cc1,2.01
CC(=O)NCC(N)=O,-1.83
CC(=O)Nc1cc(Cl)ccc1Cl,2.19
NC(=O)OCc1ccc(Cl)cc1,1.97
CCN(CC)P(=O)(N(CC)CC)N(CC)CC,2.53
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,3.52
CC(=O)Nc1ccc(OC(C)=O)cc1,1.05
CNC(=O)Oc1ccccc1C(C)(C)C,2.65
CNC(=O)Oc1ccc(C(C)(C)C)cc1,3.06
O=C(Nc1ccc(Br)cc1)c1ccccc1O,4.51
CN(C(=S)c1ccccc1)c1ccccc1,3.12
OCCCc1ccncc1,0.58
CCc1ccc(OC(=O)NC)cc1,2.23
CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.1
CNC(=O)Oc1cccc(N(C)C)c1,1.43
CNC(=O)Oc1ccccc1C(C)C,2.31
CCc1ccccc1OC(=O)NC,1.93
COP(=S)(OC)Oc1ccc(C#N)cc1,2.71
S=c1cccc[nH]1,-0.13
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,3.4
Nc1cc2c3ccccc3ccc2c2ccccc12,4.99
COC(=O)CNC(=O)c1ccc([N+](=O)[O-])cc1,0.98
NNC(=O)Nc1ccc(Br)cc1,1.0
O=C1C=NC(c2ccccc2)c2cc(F)ccc2N1,2.32
O=C1C=NC(c2ccccc2F)c2ccccc2N1,2.38
O=c1cc(O)n(-c2ccccc2)n1-c1ccccc1,1.45
CNC(=O)Oc1cccc(C)c1C,1.95
CNC(=O)Oc1cc(C)cc(C)c1,2.23
Oc1ccc(Sc2ccc(O)cc2)cc1,3.34
COc1cc(Cl)c(Cl)c(Cl)c1O,3.72
CCOP(=S)(OCC)Oc1ccc(SC)cc1C,4.16
CNC(=O)Oc1cc(C)c(C)c(C)c1,2.66
CCN1CCCC1=O,-0.04
CCCCCCCCCCCCN1CCCC1=O,4.2
Nc1ccccc1Oc1ccccc1,2.46
Clc1ccccc1Oc1ccccc1,4.45
CC(=O)c1cccc(OC(=O)N(C)C)c1,1.18
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.16
Nc1ccc2c3c(cccc13)-c1ccccc1-2,4.2
CCCc1ccc(N)cc1,2.4
N#CC(C#N)=Cc1ccccc1,2.18
COC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.84
CC(=O)NNC(=O)Nc1ccc(Br)cc1,1.38
NCCc1ccccn1,0.08
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.51
CCCCn1cnc2c(=N)[nH]cnc21,1.25
COC(=O)c1ccccc1NC(C)=O,1.65
CC(=O)Nc1ccc(C(C)=O)cc1,1.24
CC(=O)N=c1[nH]ccs1,0.76
CCCCCCCCCCC(C)c1ccccc1,8.19
CCCCCCC(CCCCC)c1ccccc1,8.01
CCCCCCCC(CCCC)c1ccccc1,8.01
CCCCCCCCC(CCC)c1ccccc1,8.07
CNC(=S)Nc1ccccc1,0.85
CCN(CC)C(=O)c1ccccc1C,2.02
CCN(CC)C(=O)c1ccc(C)cc1,2.38
O=C1C=NC(c2ccccc2C(F)(F)F)c2ccccc2N1,2.47
CNCC(F)(F)F,0.55
CC#CC#CC#CC=CC(=O)OC,2.42
CNC(=S)NCc1ccccc1,1.35
CCNC(=S)Nc1ccccc1,1.42
CN(C)C(=S)NCc1ccccc1,1.59
N#CCc1ccco1,0.85
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,2.62
CNC(=O)Oc1cc(C)c(Cl)cc1Cl,3.0
NC1(C(=O)O)CCCCC1,-1.87
CNC(=O)C=Cc1ccccc1,1.81
O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,3.83
NCc1cc(=O)[nH]o1,-2.39
COc1cc(Cl)c(Cl)cc1OC,3.11
CN(C)C(=S)N(C)C,0.49
O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,1.7
Cn1c(=O)sc2ccccc21,1.98
CC1(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1,3.63
CNC(=O)OCc1ccc(Cl)cc1,2.42
N=C1C(=O)c2ccccc2C(=O)C1Cl,2.12
CNC(=O)Oc1cc(C)ccc1C(C)(C)C,3.14
NC(CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,2.06
COc1ccc(OC)c(CC(C)N)c1,1.72
CC#CC#CC,2.24
CCOC(=O)c1cccs1,2.33
Cc1cc(=O)[nH]c(C(C)C)n1,0.55
O=[N+]([O-])c1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.78
OCC1OC(Oc2ccccc2)C(O)C(O)C1O,-0.89
CN1CCCC1c1ccc[n+]([O-])c1,-1.8
Cc1ccc(C=C(C#N)C#N)cc1,2.4
CN(C)c1nc(=N)nc(N(C)C)[nH]1,1.2
NC(C(=O)O)c1ccccc1,-2.07
NC(=O)c1ccc(N)cc1,-0.41
NC(=O)NNC(=O)c1ccccc1,-0.5
COc1cccc(Cl)c1,2.98
COc1nccnc1C,1.24
CCCCCC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,2.01
CCCC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,1.21
OCCCc1cccnc1,0.6
OCCCc1ccccn1,0.58
O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1,1.59
CCc1c(C)cccc1C,4.28
COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,3.5
CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,4.3
COC1=CC(=O)C=CC1=O,-0.06
CSc1nccnc1C,1.81
COc1cncc(C)n1,1.29
O=C1C=NC(c2ccccc2F)c2cc(Cl)ccc2N1,2.7
CN(C)c1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C,2.63
CSc1ccc2c(c1)=C(c1ccccc1)NCC(=O)N=2,2.92
O=C1C=NC(c2ccccc2)c2cc(Br)ccc2N1,3.11
O=C1C=NC(c2ccccc2Cl)c2cc(Cl)ccc2N1,3.15
CN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,3.12
CC1(C)CC(=O)CC(C)(C)N1O,0.12
O=C1C=NC(c2ccccc2)c2ccccc2N1,2.18
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,4.41
CC(C)N=c1[nH]c(Cl)nc(=NCCO)[nH]1,0.78
Cc1cc(C)c(C#[N+][O-])c(C)c1,3.21
COC(=O)c1cccc(Cl)c1,2.85
CC1(C)OCCO1,0.46
C1OC1CN1CCN(CC2CO2)CC1,-0.84
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.96
NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O,-1.25
FC(F)(F)CN(CC(F)(F)F)c1ccccc1,3.69
Cc1cccc(OCC(O)CNC(C)C)c1,1.93
COc1ccccc1NCCO,1.5
Cc1ccc(CC#N)cc1,1.67
NC1CCc2ccccc2C1,2.08
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,3.73
CCCCCc1ccncc1,3.75
ClC(Cl)(Cl)C(c1ccccc1)c1ccccc1,4.87
N#Cc1ccnc2ccccc12,1.98
O=Cc1ccc(O)c(Br)c1,1.83
Clc1ccc(-c2cccc(Cl)c2)cc1,5.15
Clc1ccc(-c2ccccc2)cc1Cl,5.29
CS(=O)(=O)c1cccc([N+](=O)[O-])c1,0.5
O=C(O)COc1cccc2ccccc12,2.6
O=C(CNC(=O)c1ccccc1)Oc1cccc([N+](=O)[O-])c1,2.46
O=C(CNC(=O)c1ccccc1)Oc1ccccc1,2.31
CSc1ccccc1N,1.2
COC(=O)COc1ccccc1C,2.08
NC(=O)Nc1cccc(Br)c1,2.08
CN(C)C(=O)N(c1ccccc1)c1ccccc1,2.8
O=C(Cc1ccccc1)Nc1ccc(Cl)cc1,3.54
CNCCCCc1cccnc1,0.91
CCNCc1cccnc1,0.76
O=C(O)c1ccc(CO)cc1,0.93
O=Cc1ccc(O)c([N+](=O)[O-])c1,1.48
N#CSCc1ccccc1,1.99
COc1ccccc1C1=NCC(=O)Nc2ccc(Cl)cc21,2.63
N#Cc1ccc(C(N)=O)cc1,0.48
O=[N+]([O-])c1c[nH]cn1,-0.11
Cn1cnc([N+](=O)[O-])c1,-0.44
Cn1cncc1[N+](=O)[O-],0.13
CC(=O)Oc1ccccc1C(F)(F)F,2.59
[O-][n+]1ccc(O)c2ccccc21,-0.47
OCCN1CCCCC1,0.96
c1ccc(-c2ccc[nH]2)cc1,2.76
N#CCCOc1ccccc1,1.61
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,-0.72
CCc1ccccc1OC(C)=O,2.42
CCc1cccc(OC(C)=O)c1,2.45
O=C(C=Cc1ccccc1)Nc1ccccc1,3.61
CON(C)C(=O)Nc1ccc(Br)cc1,2.38
COc1c(O)cc(C)c(O)c1OC,1.05
CCOP(=O)(OCC)Oc1ccc(SC)cc1,2.79
CCOP(=S)(OCC)Oc1ccc(SC)cc1,4.16
Cc1ccc(N(CCO)CCO)cc1,1.09
Cc1ccc(NC=O)cc1,1.61
OCCOCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.49
Cn1c(=O)n(C)c2ccccc21,1.46
CS(=O)(=O)c1ccccc1,0.5
O=S(=O)(Cc1ccccc1)c1ccccc1,2.05
CCCCC(CCCC)C(=O)O,3.2
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.91
COC1=C(OC)C(=O)C=CC1=O,0.34
COC1=CC(=O)C(OC)=C(OC)C1=O,0.22
COC1=C(OC)C(=O)C(OC)=C(OC)C1=O,0.41
N#Cc1cccc(S(N)(=O)=O)c1,0.24
N#Cc1ccc(S(N)(=O)=O)cc1,0.23
C=CC(=O)OCCOC,0.56
COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(N)C(=O)C3,0.3
CC(C)(C)COC(N)=O,0.94
Oc1cccc(N=C=S)c1,3.23
COc1cccc(N=C=S)c1,3.68
N#Cc1cccc(N=C=S)c1,3.13
CCCCOC(=O)c1cccc(C(=O)OCCCC)c1,4.26
BrCC1CO1,0.85
CN(C)c1nc(Cl)nc(N(C)C)n1,2.31
Brc1ccsc1Br,3.53
ClC1(Cl)CC1(c1ccccc1)c1ccccc1,4.88
C1CC2CC1C1OC21,1.58
C=CCC1(CCCC)C(=O)NC(=O)NC1=O,2.31
CC(C)NC(=O)NS(=O)(=O)c1ccccc1,1.34
COc1cnccn1,0.73
O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,-0.59
N#Cc1ccc([N+](=O)[O-])n1CCO,0.6
COc1ccc(C(=O)CCC(=O)O)cc1,1.38
O=[N+]([O-])C=Cc1ccccc1Cl,2.85
O=[N+]([O-])C=Cc1cccc(Cl)c1,2.57
O=[N+]([O-])C=Cc1ccccc1[N+](=O)[O-],1.8
O=[N+]([O-])C=Cc1ccc([N+](=O)[O-])cc1,1.89
O=[N+]([O-])C=Cc1cccc(O)c1,2.07
CC(=O)C=Cc1ccc(O)cc1,1.86
CC(=O)C=Cc1ccc(C)cc1,2.65
CC(=O)C=Cc1ccc(Cl)cc1,2.8
O=[N+]([O-])c1ccc(O)cc1O,1.05
CC(C)(C)C1CCCCC1,5.04
O=[N+]([O-])C=Cc1ccc(O)cc1,2.12
COc1cccc(C=C[N+](=O)[O-])c1,2.37
COc1ccc(C=C[N+](=O)[O-])cc1,2.2
CCOC(=O)c1cc2ccccc2o1,3.05
CNC(=O)NC(=O)c1ccccc1,1.27
CCc1ccco1,2.4
O=[N+]([O-])c1cccc(Cl)c1Cl,3.05
NS(=O)(=O)c1cc2c(cc1Cl)N=C(Cc1ccccc1)NS2(=O)=O,1.7
Nc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0.54
CC(CO)NCc1ccccc1,1.28
BrCC(CBr)(CBr)CBr,3.99
Cc1ccc(C=NO)cc1,2.4
O=C1c2ccccc2C(=O)N1CCCCBr,2.96
N#CC(C#N)=Cc1ccco1,1.4
CCc1ccc(OC(C)=O)cc1,2.56
CC1OC(OC2CCC3(CO)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,-0.62
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)N=CN2,-0.32
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,2.04
Cc1ccc(CCN)cc1,1.83
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,8.2
CCc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.9
CCCCC(CCC)C(=O)O,3.01
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,4.39
COc1ccc(C(=O)NN)cc1,0.25
OCC(CO)(CBr)CBr,1.06
CC(Oc1ccc(Cl)cc1)C(=O)O,2.31
O=[N+]([O-])c1ccc(O)c(O)c1,1.66
O=c1ccccc(O)c1,0.81
O=c1ccss1,0.82
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.27
OCC(O)c1ccc(O)c(O)c1,-1.01
CCCC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1OC(=O)CCC,1.9
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,2.84
S=c1sscc1-c1ccccc1,3.2
Cc1ssc(=S)c1C,2.45
Cc1cc(=S)ss1,1.89
Cc1cssc1=S,2.18
S=c1ssc2ccccc12,3.57
N=C(N)NN=Cc1ccccc1,1.18
c1ccc(-c2nc[nH]n2)cc1,1.54
OCCCCc1ccccc1,2.35
