,smiles,logP,logD
5969,CN1C(=O)CN=C(c2ccccc2C(F)(F)F)c2cc([N+](=O)[O-])ccc21,2.45,
5970,CN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,3.12,
5971,CN1C(=O)CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc21,2.56,
5972,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.75,
5973,CN1C(=O)CN=C(c2ccccc2F)c2cc(F)ccc21,2.41,
5974,CN1C(=O)CN=C(c2ccccc2F)c2cc(I)ccc21,3.14,
5975,CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,1.3,
5976,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.06,2.1
5977,CN1C(=O)N(C)C2(c3ccccc3)Nn3c(s/c(=C\c4ccc(Br)cc4)c3=O)=NC12c1ccccc1,5.72,
5978,CN1C(=O)NC(=O)C(=O)C1=O,-1.01,
5979,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.98,1.5
5980,CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.28,
5981,CN1C(=O)SC(=CC=Cc2ccc([N+](=O)[O-])o2)C1=O,1.4,
5982,CN1C(=O)SC(=Cc2ccc([N+](=O)[O-])o2)C1=O,1.78,
5983,CN1C(=O)c2ccccc2C1=O,1.31,
5984,CN1C(C(=O)N=c2[nH]ccs2)C(=O)c2ccccc2S1(=O)=O,1.64,
5985,CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,0.255,
5986,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.42,
5987,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.9,
5988,CN1C(N=c2[nH]cc([N+](=O)[O-])s2)=NCC1(C)C,2.35,
5989,CN1C(O)C(O)C(O)C(O)C1CO,-2.4,
5990,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.98,0.17
5991,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.83,-0.09
5992,CN1C=CCC(C(=O)OC2CCC(NC(=O)N(CCCl)N=O)CC2)=C1,2.53,
5993,CN1C=CCC1c1cccnc1,1.47,
5994,CN1CC(C)(C)C(=O)c2ccccc21,2.72,
5995,CN1CC(O)CN(C)C1=Nc1ncc([N+](=O)[O-])s1,0.16,
5996,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,1.49,
5997,CN1CC=C(c2ccc(Cl)cc2)CC1,3.32,
5998,CN1CC=C(c2ccc(N)cc2)CC1,1.48,
5999,CN1CC=C(c2cccc(N)c2)CC1,1.47,
6000,CN1CC=C(c2ccccc2)CC1,2.71,
6001,CN1CC=C(c2cccs2)CC1,2.51,
6002,CN1CC=C(c2ccncc2)CC1,1.25,
6003,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,4.69,3.06
6004,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,3.59,
6005,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,5.23,
6006,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.11,
6007,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0.83,
6008,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0.89,
6009,CN1CCC=C1c1cccnc1,1.13,
6010,CN1CCCC1,0.92,
6011,CN1CCCC1=O,-0.38,
6012,CN1CCCC1c1ccc[n+]([O-])c1,-1.8,
6013,CN1CCCC1c1cccnc1,1.17,0.5
6014,CN1CCCCC1,1.3,
6015,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(N)(=O)=O)cc21,4.45,
6016,CN1CCCCC1c1cccnc1,0.96,
6017,CN1CCCNCC1,-0.4,
6018,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1.5,
6019,CN1CCN(C(=O)c2ccccc2)CC1,0.35,
6020,CN1CCN(C)C1=Nc1ncc([N+](=O)[O-])s1,0.95,
6021,CN1CCN(C)CC1,-0.4,
6022,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.23,3.08
6023,CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,-0.1,
6024,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,3.78,
6025,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5.03,4.31
6026,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.88,3.92
6027,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,4.0,
6028,CN1CCN(CCn2cncc2[N+](=O)[O-])CC1,-0.2,
6029,CN1CCN(Cc2ccc(C(=O)OCn3ncc4c(=O)[nH]cnc43)cc2)CC1,1.47,
6030,CN1CCN(Cc2ccc(Cl)nc2)C1=N[N+](=O)[O-],0.26,
6031,CN1CCN(Cc2cccc(C(=O)OCn3ncc4c(=O)[nH]cnc43)c2)CC1,1.49,
6032,CN1CCN(Cc2cccc(COc3ccccc3)c2)CC1,3.05,
6033,CN1CCN(Cc2ncc([N+](=O)[O-])n2C)CC1,-0.32,
6034,CN1CCN(N=O)CC1,0.2,
6035,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0.24,
6036,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0.89,
6037,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,4.41,
6038,CN1CCN=C1N=c1[nH]cc([N+](=O)[O-])s1,1.8,
6039,CN1CCOC(O)(c2ccc(Br)cc2)C1,1.57,
6040,CN1CCOC(O)(c2cccc(C(F)(F)F)c2)C1,1.39,
6041,CN1CCOC(O)(c2ccccc2)C1,1.54,
6042,CN1CCOC(O)C1c1ccccc1,0.99,
6043,CN1CCOCC1,-0.33,
6044,CN1CCc2cccc(Cl)c2CC1,2.92,
6045,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,2.3,
6046,CN1CSC(=S)N(C)C1,1.4,
6047,CN=C(C[N+](=O)[O-])NCCSCc1[nH]cnc1C,-0.4,
6048,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.27,-0.95
6049,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-0.2,
6050,CN=C(C[N+](=O)[O-])NCCSCc1nccs1,-0.15,
6051,CN=C(N)N=C(N)Nc1ccc(Cl)cc1,1.58,
6052,CN=C(N)NC#N,-0.77,
6053,CN=C(NC#N)NCCCCc1ncccc1OC,1.5,
6054,CN=C(NC#N)NCCSCc1[nH]cnc1C,0.4,
6055,CN=C(NC#N)NCCSCc1csc(=NC(=N)N)[nH]1,0.68,
6056,CN=C(NC#N)NCCSCc1ncccc1OC,0.97,
6057,CN=C(NC#N)NCCSCc1nccs1,0.89,
6058,CN=C(NC#N)NCCSCc1ncn(COC(=O)C(C)(C)C)c1C,1.81,
6059,CN=C(NC#N)Nc1cccc(-c2csc(=NC(=N)N)[nH]2)c1,1.6,
6060,CN=C(NC)NC#N,-0.4,
6061,CN=C(NC)N[N+](=O)[O-],-0.7,
6062,CN=C(NCCSCc1[nH]cnc1C)NC#N,0.4,
6063,CN=C(NCCSCc1[nH]cnc1C)N[N+](=O)[O-],0.18,
6064,CN=C1C=[N+]([O-])C(c2ccccc2)c2cc(Cl)ccc2N1,2.44,2.41
6065,CN=C1CC(=O)c2ccccc2C1=O,1.74,
6066,CN=C1NC(=O)C(=CC=Cc2ccc([N+](=O)[O-])o2)S1,1.35,
6067,CN=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.16,
6068,CN=C1SC(=Cc2ccc([N+](=O)[O-])o2)C(=O)N1C,1.42,
6069,CN=CCC(C)c1ccccn1,1.13,
6070,CN=CNc1ccc(C)cc1C,2.92,
6071,CN=Cc1ccccc1,1.64,
6072,CN=NNc1ccc(C(N)=O)cc1,0.47,
6073,CN=c1[nH]c(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,0.86,
6074,CN=c1[nH]c(C)c(C(=O)CCN2CCCC2)s1,1.86,
6075,CN=c1[nH]c(C)c(C(=O)CCN2CCCCC2)s1,2.21,
6076,CN=c1[nH]c(C)c(C(=O)CCN2CCOCC2)s1,0.95,
6077,CN=c1[nH]c(C)nc2c1ncn2C1OC(CO)CC1F,0.64,
6078,CN=c1[nH]c(SC(F)F)nc(=NC(C)(C)C)[nH]1,3.91,
6079,CN=c1[nH]c(SC(F)F)nc(=NC(C)C)[nH]1,3.27,
6080,CN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,2.38,
6081,CN=c1[nH]c2c3cccnc3ccc2n1C,1.82,
6082,CN=c1[nH]c2ccccc2o1,1.82,
6083,CN=c1[nH]ccn2cc(-c3ccc(S(C)=O)cc3OC)nc12,1.88,
6084,CN=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,-0.19,
6085,CN=c1[nH]cnc2c1ncn2C1OC(CO)CC1F,0.27,
6086,CN=c1[nH]cnc2c1ncn2Cc1ccccc1F,1.86,
6087,CN=c1[nH]cnc2sccc12,1.43,
6088,CN=c1[nH]nc(-c2cc(Cl)cc(Cl)c2)c(=O)n1N,1.91,
6089,CN=c1[nH]nc(C(C)C)c(=O)n1N,0.3,
6090,CN=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,0.69,
6091,CN=c1cccc[nH]1,1.12,
6092,CN=c1cncc[nH]1,0.56,
6093,CN=c1nc(-c2ccccc2)c2ccccc2[nH]1,3.58,
6094,CN=c1nc(C(Cl)(Cl)Cl)nc(C)[nH]1,2.43,
6095,CN=c1nc(Cl)c(SC)c(N2CCN(C)CC2)[nH]1,2.99,
6096,CN=c1nc(N(C)C)[nH]c(N(C)C)n1,1.83,
6097,CN=c1nc(SC(F)F)[nH]c(=NC)[nH]1,2.31,
6098,CNC(=O)C(=NOC)c1ccccc1Oc1ccccc1,2.32,
6099,CNC(=O)C(C)NC(C)=O,-1.21,
6100,CNC(=O)C(CC(C)C)NC(C)=O,0.14,
6101,CNC(=O)C(Cc1ccc(O)cc1)NC(C)=O,-0.32,
6102,CNC(=O)C(Cc1ccccc1)NC(C)=O,0.4,
6103,CNC(=O)C(NC(C)=O)C(C)C,-0.35,
6104,CNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.54,
6105,CNC(=O)C1C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.54,
6106,CNC(=O)C1CCCN1C(C)=O,-1.19,
6107,CNC(=O)C=C(C)OP(=O)(OC)OC,-0.2,
6108,CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,0.98,
6109,CNC(=O)C=Cc1ccccc1,1.81,
6110,CNC(=O)C=NC(=O)C=[NH+][NH-],-0.87,
6111,CNC(=O)CCC(=O)c1cccnc1,-0.69,
6112,CNC(=O)CCc1c[nH]c2ccccc12,1.23,
6113,CNC(=O)CCc1ccccc1,1.17,
6114,CNC(=O)CCn1ccc(=O)c(O)c1C,-1.1,
6115,CNC(=O)CF,-0.83,
6116,CNC(=O)CNC(C)=O,-1.56,
6117,CNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,2.19,
6118,CNC(=O)COC(=O)c1ccccc1,0.99,
6119,CNC(=O)COc1ccc(OCC(O)CNC(C)C)cc1,0.56,
6120,CNC(=O)COc1cccc(OCC(O)CNC(C)C)c1,0.35,
6121,CNC(=O)COc1ccccc1,1.02,
6122,CNC(=O)COc1ccccc1OCC(O)CNC(C)(C)C,1.36,
6123,CNC(=O)CSP(=O)(OC)OC,-0.74,
6124,CNC(=O)CSP(=S)(OC)OC,0.78,
6125,CNC(=O)N(C)C(=O)Nc1cc(-c2ccccc2)ccc1F,3.78,
6126,CNC(=O)N(C)C(=O)Nc1cc(C(=O)OC)ccc1F,2.28,
6127,CNC(=O)N(C)C(=O)Nc1cc(C(C)(C)C)ccc1F,3.96,
6128,CNC(=O)N(C)C(=O)Nc1cc(C(C)=O)ccc1F,1.82,
6129,CNC(=O)N(C)C(=O)Nc1cc(C(C)C)ccc1F,3.53,
6130,CNC(=O)N(C)C(=O)Nc1cc(C2CCCCC2)ccc1F,4.58,
6131,CNC(=O)N(C)C(=O)Nc1cc(Cc2ccccc2)ccc1F,3.9,
6132,CNC(=O)N(C)C(=O)Nc1cc(F)ccc1F,2.4,
6133,CNC(=O)N(C)C(=O)Nc1cc(I)ccc1F,3.58,
6134,CNC(=O)N(C)C(=O)Nc1cc(OC(C)C)ccc1F,3.08,
6135,CNC(=O)N(C)C(=O)Nc1cc(OC)ccc1F,2.14,
6136,CNC(=O)N(C)C(=O)Nc1cc(S(=O)(=O)C(C)C)ccc1F,1.87,
6137,CNC(=O)N(C)C(=O)Nc1cc([N+](=O)[O-])ccc1F,2.3,
6138,CNC(=O)N(C)C(=O)Nc1ccccc1F,2.12,
6139,CNC(=O)N(C)S(=O)(=O)Cc1ccccc1,1.18,
6140,CNC(=O)N(C)S(=O)(=O)c1cccnc1,0.42,
6141,CNC(=O)N(C)c1ccccc1,1.02,
6142,CNC(=O)N(C)c1nc2ccccc2s1,2.64,
6143,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,1.79,
6144,CNC(=O)N(C)c1nnc(C(F)(F)F)s1,1.85,
6145,CNC(=O)N(CCCC(NC(C)=O)C(=O)NCc1ccccc1)Cc1ccccc1,1.86,
6146,CNC(=O)N(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)Cc1ccccc1,1.99,
6147,CNC(=O)N1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1.76,
6148,CNC(=O)N=c1[nH]onc1C,0.3,
6149,CNC(=O)NC,-0.49,
6150,CNC(=O)NC(=O)C(C)(C(=O)OC)C1C=CCCC1,1.75,
6151,CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,1.8,
6152,CNC(=O)NC(=O)c1ccccc1,1.27,
6153,CNC(=O)NC(C)=O,-0.7,
6154,CNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,-0.33,
6155,CNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.06,
6156,CNC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,1.23,
6157,CNC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,1.16,
6158,CNC(=O)NCCn1nc(-c2ccccc2)ccc1=O,0.39,
6159,CNC(=O)NN,-2.2,
6160,CNC(=O)NS(=O)(=O)Cc1ccccc1,0.54,
6161,CNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.95,
6162,CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1.16,
6163,CNC(=O)NS(=O)(=O)c1ccccc1,0.44,
6164,CNC(=O)NS(=O)(=O)c1cccnc1,-0.45,
6165,CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,1.38,
6166,CNC(=O)Nc1ccc(C)c(Cl)c1,2.61,
6167,CNC(=O)Nc1ccc(Cl)c(Cl)c1,2.94,
6168,CNC(=O)Nc1ccc(OC)c(Cl)c1,1.76,
6169,CNC(=O)Nc1cccc(Cl)c1,2.18,
6170,CNC(=O)Nc1cccc(OC)c1,1.26,
6171,CNC(=O)Nc1ccccc1,1.12,
6172,CNC(=O)O/N=C\C(C)(C)SC,1.13,
6173,CNC(=O)OC,-0.06,
6174,CNC(=O)OC1OC(=O)C2C3C=CC(C3)C12,0.63,
6175,CNC(=O)OCc1c2n(c3c(O)c(Br)c(N)c(O)c13)CC=C2OC(C)=O,1.15,
6176,CNC(=O)OCc1c2n(c3c(O)c(C)c(OC)c(O)c13)CC=C2OC(C)=O,2.39,
6177,CNC(=O)OCc1c2n(c3c(O)c(Cl)c(OC)c(O)c13)CC=C2OC(C)=O,2.08,
6178,CNC(=O)OCc1c2n(c3c(O)cc(N4CCCC4)c(O)c13)CC=C2OC(C)=O,1.4,
6179,CNC(=O)OCc1c2n(c3c(O)cc(OC)c(O)c13)CC=C2OC(C)=O,1.19,
6180,CNC(=O)OCc1ccc(Cl)cc1,2.42,
6181,CNC(=O)OCc1cccc(COC(=O)NC)n1,0.24,
6182,CNC(=O)OCc1ccccc1,1.68,
6183,CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],0.66,
6184,CNC(=O)ON=C(C)C(C)SC,1.1,
6185,CNC(=O)ON=C(C)SC,0.6,
6186,CNC(=O)ON=C(CSC)C(C)(C)C,2.75,
6187,CNC(=O)ON=C(SC)C(=O)N(C)C,-0.47,
6188,CNC(=O)ON=C1COCCS1,0.0,
6189,CNC(=O)ON=C1COCS1,0.06,
6190,CNC(=O)ON=C1CSC(C)(C)S1,1.33,
6191,CNC(=O)ON=C1CSCCS1,0.49,
6192,CNC(=O)ON=C1CSCS1,0.51,
6193,CNC(=O)ON=C1SC(C)OC1C,0.96,
6194,CNC(=O)ON=C1SCCSC1(C)C,1.51,
6195,CNC(=O)ON=C1SCOC1(C)C,0.82,
6196,CNC(=O)ON=C1SCOC1C,0.46,
6197,CNC(=O)ON=C1SCOC1C(C)C,1.48,
6198,CNC(=O)ON=C1SCOC1CCOC,0.51,
6199,CNC(=O)ON=C1SCSC1(C)C,1.31,
6200,CNC(=O)ON=C1SCSC1C,0.91,
6201,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,-0.57,
6202,CNC(=O)ON=CC(C)(C)SC,1.13,
6203,CNC(=O)ON=CC(C)(C)[N+](=O)[O-],0.36,
6204,CNC(=O)ON=Cc1ccc(Cl)c(Cl)c1,2.89,
6205,CNC(=O)ON=Cc1ccc(Cl)cc1,2.27,
6206,CNC(=O)ON=Cc1cccc(Oc2ccccc2)c1,3.12,
6207,CNC(=O)ON=Cc1ccccc1,1.49,
6208,CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,3.79,
6209,CNC(=O)Oc1cc(C)c(C)c(C)c1,2.66,
6210,CNC(=O)Oc1cc(C)c(C)cc1C,2.52,
6211,CNC(=O)Oc1cc(C)c(Cl)cc1C,2.95,
6212,CNC(=O)Oc1cc(C)c(Cl)cc1Cl,3.0,
6213,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,2.56,
6214,CNC(=O)Oc1cc(C)c(SC)c(C)c1,2.92,
6215,CNC(=O)Oc1cc(C)cc(C(C)(C)C)c1,3.35,
6216,CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.1,
6217,CNC(=O)Oc1cc(C)cc(C)c1,2.23,
6218,CNC(=O)Oc1cc(C)ccc1C,2.03,
6219,CNC(=O)Oc1cc(C)ccc1C(C)(C)C,3.14,
6220,CNC(=O)Oc1cc(C)ccc1C(C)C,2.84,
6221,CNC(=O)Oc1cc(Cl)cc(Cl)c1,3.03,
6222,CNC(=O)Oc1cc(Cl)ccc1Cl,2.44,
6223,CNC(=O)Oc1ccc(Br)cc1,2.17,
6224,CNC(=O)Oc1ccc(C#N)cc1,0.95,
6225,CNC(=O)Oc1ccc(C(=O)OC)cc1,1.5,
6226,CNC(=O)Oc1ccc(C(C)(C)C)c(C)c1,3.38,
6227,CNC(=O)Oc1ccc(C(C)(C)C)cc1,3.06,
6228,CNC(=O)Oc1ccc(C(C)=O)cc1,1.01,
6229,CNC(=O)Oc1ccc(C(C)C)c(C)c1,3.11,
6230,CNC(=O)Oc1ccc(C(C)C)cc1,2.57,
6231,CNC(=O)Oc1ccc(C(C)C)cc1C,3.11,
6232,CNC(=O)Oc1ccc(C)c(C)c1,2.09,
6233,CNC(=O)Oc1ccc(C)cc1,1.66,
6234,CNC(=O)Oc1ccc(C=O)cc1,0.99,
6235,CNC(=O)Oc1ccc(Cl)c(C)c1,2.57,
6236,CNC(=O)Oc1ccc(Cl)c(Cl)c1,2.8,
6237,CNC(=O)Oc1ccc(Cl)cc1,2.01,
6238,CNC(=O)Oc1ccc(F)cc1,1.28,
6239,CNC(=O)Oc1ccc(I)cc1,2.46,
6240,CNC(=O)Oc1ccc(N(C)C)c(C)c1,1.9,
6241,CNC(=O)Oc1ccc(OC)cc1,1.2,
6242,CNC(=O)Oc1ccc(S(C)(=O)=O)cc1,0.34,
6243,CNC(=O)Oc1ccc(SC)c(C)c1,2.47,
6244,CNC(=O)Oc1ccc(SC)cc1,1.92,
6245,CNC(=O)Oc1ccc([N+](=O)[O-])cc1,1.47,
6246,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,1.58,
6247,CNC(=O)Oc1ccc2ccccc2c1,2.56,
6248,CNC(=O)Oc1cccc(Br)c1,2.25,
6249,CNC(=O)Oc1cccc(C#N)c1,0.97,
6250,CNC(=O)Oc1cccc(C(=O)OC)c1,1.42,
6251,CNC(=O)Oc1cccc(C(C)(C)C)c1,2.93,
6252,CNC(=O)Oc1cccc(C(C)=O)c1,0.9,
6253,CNC(=O)Oc1cccc(C(C)C)c1,2.63,
6254,CNC(=O)Oc1cccc(C(F)(F)F)c1,2.37,
6255,CNC(=O)Oc1cccc(C)c1,1.7,
6256,CNC(=O)Oc1cccc(C)c1C,1.95,
6257,CNC(=O)Oc1cccc(C=O)c1,0.92,
6258,CNC(=O)Oc1cccc(Cl)c1,2.03,
6259,CNC(=O)Oc1cccc(Cl)c1Cl,2.48,
6260,CNC(=O)Oc1cccc(F)c1,1.48,
6261,CNC(=O)Oc1cccc(I)c1,2.52,
6262,CNC(=O)Oc1cccc(N(C)C)c1,1.43,
6263,CNC(=O)Oc1cccc(OC(C)C)c1,1.96,
6264,CNC(=O)Oc1cccc(OC)c1,1.3,
6265,CNC(=O)Oc1cccc([N+](=O)[O-])c1,1.39,
6266,CNC(=O)Oc1cccc2c1OC(C)(C)C2,2.32,
6267,CNC(=O)Oc1cccc2c1OC(C)(C)O2,1.7,
6268,CNC(=O)Oc1cccc2ccccc12,2.36,
6269,CNC(=O)Oc1ccccc1,1.24,
6270,CNC(=O)Oc1ccccc1Br,1.77,
6271,CNC(=O)Oc1ccccc1C,1.46,
6272,CNC(=O)Oc1ccccc1C#N,0.86,
6273,CNC(=O)Oc1ccccc1C(C)(C)C,2.65,
6274,CNC(=O)Oc1ccccc1C(C)C,2.31,
6275,CNC(=O)Oc1ccccc1C1OCCO1,0.67,
6276,CNC(=O)Oc1ccccc1Cl,1.64,
6277,CNC(=O)Oc1ccccc1F,1.25,
6278,CNC(=O)Oc1ccccc1I,1.94,
6279,CNC(=O)Oc1ccccc1OC,0.81,
6280,CNC(=O)Oc1ccccc1OC(C)C,1.52,
6281,CNC(=O)Oc1ccccc1SC,1.51,
6282,CNC(=O)Oc1ccccc1[N+](=O)[O-],1.02,
6283,CNC(=O)c1[nH]nc(C)c1[N+](=O)[O-],-0.23,
6284,CNC(=O)c1c[nH]c2ccccc12,1.25,
6285,CNC(=O)c1cc(Br)cc(C)c1O,3.51,
6286,CNC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.44,
6287,CNC(=O)c1cc2ccccc2[nH]1,1.9,
6288,CNC(=O)c1cc2ccccc2o1,1.85,
6289,CNC(=O)c1ccc(S(N)(=O)=O)cc1,-0.31,
6290,CNC(=O)c1ccc[nH]1,0.42,
6291,CNC(=O)c1cccc(Oc2cc(C)ccc2C)c1,3.76,
6292,CNC(=O)c1cccc(Oc2ccccc2)c1,2.86,
6293,CNC(=O)c1ccccc1,0.86,
6294,CNC(=O)c1ccccc1C(=O)c1ccccc1,2.09,
6295,CNC(=O)c1ccccc1N=NN(C)C,1.83,
6296,CNC(=O)c1cccn1C,0.71,
6297,CNC(=O)c1cccnc1,0.0,
6298,CNC(=O)c1ccco1,0.23,
6299,CNC(=O)c1cccs1,0.84,
6300,CNC(=O)c1ccoc1,0.34,
6301,CNC(=O)c1ccsc1,0.81,
6302,CNC(=O)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,2.45,
6303,CNC(=O)c1nonc1C,0.56,
6304,CNC(=O)n1cc(F)c(=O)[nH]c1=O,-0.2,
6305,CNC(=S)N(C)C,0.1,
6306,CNC(=S)NC,-0.24,
6307,CNC(=S)NC12CC3CC(CC(C3)C1)C2,2.67,
6308,CNC(=S)NCC#CCC(NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,5.46,
6309,CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F,1.99,
6310,CNC(=S)NCCCCC(NC(=O)C(CC(=O)N1CCOCC1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,1.68,
6311,CNC(=S)NCCCCc1[nH]cnc1C,0.85,
6312,CNC(=S)NCCCCc1c[nH]cn1,0.39,
6313,CNC(=S)NCCSCc1[nH]cnc1C,0.5,
6314,CNC(=S)NCCSCc1c[nH]cn1,0.16,
6315,CNC(=S)NCCSCc1cncn1C,0.32,
6316,CNC(=S)NCc1ccccc1,1.35,
6317,CNC(=S)NNc1ccccc1,1.17,
6318,CNC(=S)Nc1ccccc1,0.85,
6319,CNC(C)=O,-1.05,
6320,CNC(C)C(O)c1ccccc1,0.89,
6321,CNC(C)C(OC)c1ccccc1,1.87,
6322,CNC(C)Cc1ccccc1,2.07,
6323,CNC(Cc1ccccc1)C(=O)O,-1.53,
6324,CNC(Cc1ccccc1)Cc1ccccc1,3.8,
6325,CNC(N)=O,-1.4,
6326,CNC(N)=S,-0.69,
6327,CNC1(c2ccccc2Cl)CCCCC1=O,2.18,
6328,CNC12CC(O)CCC1CCc1ccccc12,2.37,
6329,CNC12CC=CCC1c1ccccc1C2,3.28,
6330,CNC12CCC(CN)CC1Cc1ccccc12,1.84,
6331,CNC12CCCCC1CC(=O)c1ccccc12,2.41,
6332,CNC12CCCCC1CC(O)c1ccccc12,1.84,
6333,CNC12CCCCC1CCc1ccc(OC)cc12,3.75,
6334,CNC12CCCCC1COc1ccccc12,3.31,
6335,CNC12CCCCC1CSc1ccccc12,3.88,
6336,CNC12CCCCC1Cc1cc(OC)ccc12,3.51,
6337,CNC12CCCCC1Cc1ccc(OC)cc12,3.54,
6338,CNC12CCCCC1Cc1ccccc12,3.37,
6339,CNC12CCCCC1c1ccccc1C2,3.43,
6340,CNC12CCCCCC1Cc1ccccc12,3.77,
6341,CNC12c3ccccc3CC1CCCC2C,3.44,
6342,CNC1C2CCC1c1ccccc12,2.37,
6343,CNC1CC2CC1c1ccccc12,2.41,
6344,CNC1CC2CCC1c1ccccc12,2.59,
6345,CNC1CC2OC1c1ccccc12,0.91,
6346,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,1.37,
6347,CNC1CCc2ccccc2C1,2.38,
6348,CNCC(=O)O,-2.78,
6349,CNCC(C)c1ccccc1,2.28,
6350,CNCC(CC(C)C)c1ccccc1,3.76,
6351,CNCC(F)(F)F,0.55,
6352,CNCC(O)c1ccc(O)c(O)c1,-1.37,
6353,CNCC(O)c1ccc(O)c(OC)c1,-0.64,
6354,CNCC(O)c1ccc(O)cc1,-0.45,
6355,CNCC(O)c1cccc(O)c1,-0.31,
6356,CNCC(c1ccccc1)C(C)C,3.12,
6357,CNCC1CCC2(NC)c3ccccc3CC2C1,2.48,
6358,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4.05,1.92
6359,CNCCC=C1c2ccccc2CCc2ccccc21,4.51,1.58
6360,CNCCC=Cc1cccnc1,1.13,
6361,CNCCCCc1cccnc1,0.91,
